X,title,abstract,authors,Included,doi,ID
477,Shopping with a robotic companion,"In this paper, we present a robotic shopping assistant, designed with a cognitive architecture, grounded in machine learning systems, in order to study how the human-robot interaction (HRI) is changing the shopping behavior in smart technological stores. In the software environment of the NAO robot, connected to the Internet with cloud services, we designed a social-like interaction where the robot carries out actions with the customer. In particular, we focused our design on two main skills the robot has to learn: the first is the ability to acquire social input communicated by relevant clues that humans provide about their emotional state (emotions, emotional speech), or collected in the Social Media (such as, information on the customer's tastes, cultural background, etc.). The second is the skill to express in turn its own emotional state, so that it can affect the customer buying decision, refining in the user the sense of interacting with a human-like companion. By combining social robotics and machine learning systems the potential of robotics to assist people in real life situations will increase, providing a gentle customers' acceptance of advanced technologies. (C) 2017 Elsevier Ltd. All rights reserved.","Bertacchini, F.",0,10.1016/j.chb.2017.02.064,187
480,Pals in Power Armor: Attribution of Human-Like Emotions to Video Game Characters in an Ingroup/Outgroup Situation,"Previous research has demonstrated the tendency for humans to anthropomorphize computers that is, to react to computers as social actors, despite knowing that the computers are mere machines. In the present research, we examined the attribution of both primary (non-uniquely human) and secondary (human-like) emotions to ingroup (teammate) and outgroup (opponent) computer-controlled characters in a video game. We found that participants perceived the teammate character as experiencing more secondary emotions than the opponent character, but that they perceived the teammate and opponent character as experiencing equal levels of primary emotions. Thus, participants anthropomorphized the ingroup character to a greater extent than the outgroup character. These results imply that computers' ""emotions"" are treated with a similar ingroup/outgroup social regard as the emotions of actual humans.","Besmann, A.",1,10.1089/cyber.2012.0111,188
482,Normative and descriptive rationality: from nature to artifice and back,"Rationality plays a key role in both the study of human reasoning and Artificial Intelligence (AI). Certain notions of rationality have been adopted in AI as guides for the development of intelligent machines and these notions have been given a normative function. The notions of rationality in AI are often taken to be closely related to conceptions of rationality in human contexts. In this paper, we argue that the normative role of rationality differs in the human and artificial contexts. While rationality in human-focused fields of study is normative, prescribing how humans ought to reason, the normative conception in AI is built on a notion of human rationality which is descriptive, not normative, in the human context, as AI aims at building agents which reason as humans do. In order to make this point, we review prominent notions of rationality used in psychology, cognitive science, and (the history of) philosophy, as well as in AI, and discuss some factors that contributed to rationality being assigned the differing normative statuses in the differing fields of study. We argue that while rationality' is a normative notion in both AI and in human reasoning, the normativity of the AI conception of rationality' is grounded in a descriptive account of human rationality.","Besold, T. R.",0,10.1080/0952813x.2018.1430860,189
484,,"Man-made entities and humans rely on movement as an essential form of interaction with the world. Whether it is an autonomous vehicle navigating crowded roadways or a simulated pedestrian traversing a virtual world, each entity must compute safe, effective paths to achieve their goals. In addition, these entities, termed agents, are subject to unique physical and behavioral limitations within their environment. For example, vehicles have a finite physical turning radius and must obey behavioral constraints such as traffic signals and rules of the road. Effective motion planning algorithms for diverse agents must account for these physics-based and behavior constraints. In this dissertation, we present novel motion planning algorithms that account for constraints which physically limit the agent and impose behavioral limitations on the virtual agents. We describe representational approaches to capture specific physical constraints on the various agents and propose abstractions to model behavior constraints affecting them. We then describe algorithms to plan motions for agents who are subject to the modeled constraints. First, we describe a biomechanically accurate elliptical representation for virtual pedestrians; we also describe human-like movement constraints corresponding to shoulder-turning and side-stepping in dense environments. We detail a novel motion planning algorithm extending velocity obstacles to generate collisionfree paths for hundreds of elliptical agents at interactive rates. Next, we describe an algorithm to encode dynamics and traffic-like behavior constraints for autonomous vehicles in urban and highway environments. We describe a motion planning algorithm to generate safe, high-speed avoidance maneuvers using a novel optimization function and modified control obstacle formulation, and we also present a simulation framework to evaluate driving strategies. Next, we present an approach to incorporate high-level reasoning to model the motions and behaviors of virtual agents in terms of verbal interactions with other agents or avatars. Our approach leverages natural-language interaction to reduce uncertainty and generate effective plans. Finally, we describe an application of our techniques to simulate pedestrian behaviors for gathering simulated data about loading, unloading, and evacuating an aircraft.","Best, Andrew",0,,190
485,"The Technologically Determined Decade: Robert Zemeckis, Andy Serkis, and the Promotion of Performance Capture","Between 2004 and 2011, Robert Zemeckis directed or produced five films - The Polar Express, Monster House, Beowulf, A Christmas Carol, and Mars Needs Mom - which utilized performance capture technology. Zemeckis and his effects team on The Polar Express refined the existing standards of motion capture to produce the more sophisticated performance capture, which allows for the digitization of an actor's complete performance. This article charts two competing discourses that surrounded these films: the generally negative critical reception that saw the performance capture aesthetic as uncanny and creepy, and Zemeckis' own promotion of the technology in industry interviews. Zemeckis' early work with the technology is contrasted with Andy Serkis' acclaim as a performance capture star, and how both men have worked as advocates for the technology, foregrounding their claims that performance capture could enhance or even revolutionize film production and, in particular, film acting.","Bestor, N.",0,10.1177/1746847716643928,191
486,A listener model: introducing personality traits,"We present a computational model that generates listening behaviour for a virtual agent. It triggers backchannel signals according to the user's visual and acoustic behaviour. The appropriateness of the backchannel algorithm in a user-agent situation of storytelling, has been evaluated by naive participants, who judged the algorithm-ruled timing of backchannels more positively than a random timing. The system can generate different types of backchannels. The choice of the type and the frequency of the backchannels to be displayed is performed considering the agent's personality traits. The personality of the agent is defined in terms of two dimensions, extroversion and neuroticism. We link agents with a higher level of extroversion to a higher tendency to perform more backchannels than introverted ones, and we link neuroticism to less mimicry production and more response and reactive signals sent. We run a perception study to test these relations in agent-user interactions, as evaluated by third parties. We find that the selection of the frequency of backchannels performed by our algorithm contributes to the correct interpretation of the agent's behaviour in terms of personality traits.","Bevacqua, E.",0,10.1007/s12193-012-0094-8,192
490,,"This dissertation is organized in two main parts. In Part I we study networks of homogeneous robots consisting of agents having the same dynamics, sensing, and communication capabilities. We first present a centralized approach based on disjunctive programming to tether a chain of mobile routers between a base station and a user that is moving in a concave environment. We consider line-of-sight (LOS) communication and use a mixed integer approach to determine the number of required agents and their goal locations. Because centralized approaches have the limitation that a central node has to compute all the operations and everything has to be known a priori, we study decentralized approaches to swarm groups of mobile agents while considering communication constraints. Specifically we introduce a spring-mass virtual interaction between the agents and use artificial potentials to navigate the network in a cluttered environment. When dealing with connected networks of mobile robots, the problem of detecting variations in the topology is an important area of study. Therefore we present a novel decentralized technique to detect and estimate changes in the topology of mobile robotic networks. In this case we assume that each robot is equipped with a chaotic oscillator whose state is propagated to the other robots through wireless communication. The key idea of our approach is that every node receives an aggregate signal from the surrounding neighbors, which can be used to detect changes in the local network topology. We introduce an adaptive strategy that each robot independently implements to: (i) estimate the net coupling of all the oscillators in its neighborhood, and (ii) synchronize the state of the oscillators onto the same time evolution. We show that by using this strategy, synchronization can be attained and changes of the network topology can be detected. Finally in the last chapter of Part I we exploit antenna diversity in a practical case study to localize and improve the signal quality between a mobile agent and a user. In Part II we focus our attention on heterogeneous systems. With the term heterogeneous we imply the synergy of multiple robotic platforms characterized by different dynamics and specialized sensing and communication capabilities. An approach that makes use of a heterogeneous team of agents has several advantages when cost, integration of capabilities, or possible large search areas need to be considered. A heterogeneous team allows for the robots to become ""specialized"" in their abilities and therefore accomplish sub-goals more efficiently which in turn makes the overall mission more efficient. In certain situations the use of homogeneous systems can be unfeasible or have limited performance. For instance, aerial vehicles have the capability to cover an area faster, while flying over obstacles, but cannot have a detailed view of mines, caves or building where line-of-sight is lost. On the other hand, ground vehicles, like wheeled or multi-legged robotic platforms, can explore a limited area but with much more accuracy. Here we introduce a hierarchical approach to coordinate aerial and ground agents as intelligent transportation systems. We use optimization theory and potential functions to guide the agents toward specific areas of a partially known environment while maintaining a robust connectivity among the network and exploiting the different mobilities of the agents. Finally we conclude this dissertation with a case study for heterogeneous systems characterized by different kinematics, sensing, and manipulation properties. We consider connectivity constraints and realistic communication, exploiting mobility to implement a power control algorithm that increases the Signal to Interference plus Noise Ratio (SINR) among certain members of the network. We also create realistic sensing fields and manipulation by using the geometric properties of the sensor field-of-view and the manipulability metric, respectively. The control strategy for each agent of the heterogeneous system is","Bezzo, Nicola",0,,193
491,Group Segregation and Urban Violence,"How does segregation shape intergroup violence in contested urban spaces? Should nominal rivals be kept separate or instead more closely integrated? We develop an empirically grounded agent-based model to understand the sources and patterns of violence in urban areas, employing Jerusalem as a demonstration case and seeding our model with microlevel, geocoded data on settlement patterns. An optimal set of parameters is selected to best fit the observed spatial distribution of violence in the city, with the calibrated model used to assess how different levels of segregation, reflecting various proposed virtual futures for Jerusalem, would shape violence. Our results suggest that besides spatial proximity, social distance is key to explaining conflict over urban areas: arrangements conducive to reducing the extent of intergroup interactionsincluding localized segregation, limits on mobility and migration, partition, and differentiation of political authoritycan be expected to dampen violence, although their effect depends decisively on social distance.","Bhavnani, R.",0,10.1111/ajps.12045,194
496,Empowering emerging leaders in marine conservation: the growing swell of inspiration,"1. Young marine conservation leaders can create and mobilize change when they are inspired, empowered and actively involved in decision-making processes. 2. This paper provides a journey overview of the opportunities, challenges and commitments for young conservation leader empowerment within the International Union for Conservation of Nature (IUCN) and its Commissions to create change. 3. Young conservation leadership contribution to the development and delivery of the 2014 IUCN World Parks Congress highlights the drive by this cohort to inspire and mobilize change. 4. Global marine conservation initiatives being led by transformative young leaders in partnership with senior leaders with the IUCN World Commission on Protected Areas Young Professionals (WCPA YP) group and the recently established IUCN WCPA Young Professionals Marine Task Force are actioning change. 5. This paper highlights a critical need for the global conservation sector to invest in current and emerging young conservation leaders for creating change. Copyright (C) 2016 John Wiley & Sons, Ltd.","Bianco, M.",0,10.1002/aqc.2650,195
499,,"This article presents the results of a systematic review of the literature on dialogue-based CALL, resulting in a conceptual framework for research on the matter. Applications allowing a learner to have a conversation in a foreign language with a computer have been studied from various perspectives and under different names (dialogue systems, conversational agents, chatbots…). Considering the fragmentation of what we identify under the term dialogue-based CALL, we attempt to offer a structured overview of these efforts into a conceptual framework. Through a methodical search strategy, we collected a corpus of 343 publications. From this corpus, we formalized an operational definition of dialogue-based CALL, which allowed us to identify 96 relevant systems. Analyzing the type of dialogue they offer, on a continuum of constraints on form and meaning, we propose to classify those systems into four groups. We have called these branching, form-focused, goal-oriented and reactive systems, and we describe their corresponding interactional, instructional and technological traits. We summarize the main results from empirical studies on such systems, distinguishing observational, survey and experimental studies, and discuss the impact of dialogue-based CALL on motivation and L2 development, identifying positive evidence on both outcomes. Finally, we propose two main avenues for future research: relative effectiveness of dialogue-based CALL approaches, and dialogue systems as an environment for testing SLA hypotheses. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Bibauw, Serge",0,http://dx.doi.org/10.1080/09588221.2018.1535508,196
502,Automated interventions for multiple health behaviors using conversational agents,"Objective: An automated health counselor agent was designed to promote both physical activity and fruit and vegetable consumption through a series of simulated conversations with users on their home computers. Methods: The agent was evaluated in a 4-arm randomized trial of a two-month daily contact intervention comparing: (a) physical activity; (b) fruit and vegetable consumption; (c) both interventions; and (d) a non-intervention control. Physical activity was assessed using daily pedometer steps. Daily servings of fruit and vegetables were assessed using the NIH/NCI self-report Fruit and Vegetable Scan. Results: Participants in the physical activity intervention increased their walking on average compared to the control group, while those in the fruit and vegetable intervention and combined intervention decreased walking. Participants in the fruit and vegetable intervention group consumed significantly more servings per day compared to those in the control group, and those in the combined intervention reported consuming more compared to those in the control group. Conclusion: Automated health intervention software designed for efficient re-use is effective at changing health behavior. Practice implications: Automated health behavior change interventions can be designed to facilitate translation and adaptation across multiple behaviors. (C) 2013 Elsevier Ireland Ltd. All rights reserved.","Bickmore, T. W.",0,10.1016/j.pec.2013.05.011,197
505,A Randomized Controlled Trial of an Automated Exercise Coach for Older Adults,"ObjectivesTo compare the efficacy of a computer-based physical activity program (Embodied Conversational AgentECA) with that of a pedometer control condition in sedentary older adults. DesignSingle-blind block-randomized controlled trial stratified according to clinic site and health literacy status. SettingThree urban ambulatory care practices at Boston Medical Center between April 2009 and September 2011. ParticipantsOlder adults (N=263; mean age 71.3; 61% female; 63% African American; 51% high school diploma or less). InterventionECA participants were provided with portable tablet computers with touch screens to use for 2months and were directed to connect their pedometers to the computer using a data cable and interact with a computer-animated virtual exercise coach daily to discuss walking and to set walking goals. Intervention participants were then given the opportunity to interact with the ECA in a kiosk in their clinic waiting room for the following 10months. Control participants were given a control pedometer intervention that only tracked step counts for an equivalent period of time. Intervention participants were also provided with pedometers. MeasurementsThe primary outcome was average daily step count for the 30days before the 12-month interview. Secondary outcomes were average daily step count for the 30days before the 2-month interview. Outcomes were also stratified according to health literacy level. ResultsECA participants walked significantly more steps than control participants at 2months (adjusted mean 4,041 vs 3,499 steps/day, P=.01), but this effect waned by 12months (3,861 vs 3,383, P=.09). For participants with adequate health literacy, those in the ECA group walked significantly more than controls at both 2months (P=.03) and 12months (P=.02), while those with inadequate health literacy failed to show significant differences between treatment groups at either time point. Intervention participants were highly satisfied with the program. ConclusionAn automated exercise promotion system deployed from outpatient clinics increased walking among older adults over the short-term. Effective methods for long-term maintenance of behavior change are needed.","Bickmore, T. W.",0,10.1111/jgs.12449,198
512,"Patient and Consumer Safety Risks When Using Conversational Assistants for Medical Information: An Observational Study of Siri, Alexa, and Google Assistant","Background: Conversational assistants, such as Siri, Alexa, and Google Assistant, are ubiquitous and are beginning to be used as portals for medical services. However, the potential safety issues of using conversational assistants for medical information by patients and consumers are not understood. Objective: To determine the prevalence and nature of the harm that could result from patients or consumers using conversational assistants for medical information. Methods: Participants were given medical problems to pose to Siri, Alexa, or Google Assistant, and asked to determine an action to take based on information from the system. Assignment of tasks and systems were randomized across participants, and participants queried the conversational assistants in their own words, making as many attempts as needed until they either reported an action to take or gave up. Participant-reported actions for each medical task were rated for patient harm using an Agency for Healthcare Research and Quality harm scale. Results: Fifty-four subjects completed the study with a mean age of 42 years (SD 18). Twenty-nine (54%) were female, 31 (57%) Caucasian, and 26 (50%) were college educated. Only 8 (15%) reported using a conversational assistant regularly, while 22 (41%) had never used one, and 24 (44%) had tried one "" a few times."" Forty-four (82%) used computers regularly. Subjects were only able to complete 168 (43%) of their 394 tasks. Of these, 49 (29%) reported actions that could have resulted in some degree of patient harm, including 27 (16%) that could have resulted in death. Conclusions: Reliance on conversational assistants for actionable medical information represents a safety risk for patients and consumers. Patients should be cautioned to not use these technologies for answers to medical questions they intend to act on without further consultation from a health care provider.","Bickmore, T. W.",0,10.2196/11510,199
519,Improving Access to Online Health Information With Conversational Agents: A Randomized Controlled Experiment,"Background: Conventional Web-based search engines may be unusable by individuals with low health literacy for finding health-related information, thus precluding their use by this population. Objective: We describe a conversational search engine interface designed to allow individuals with low health and computer literacy identify and learn about clinical trials on the Internet. Methods: A randomized trial involving 89 participants compared the conversational search engine interface (n=43) to the existing conventional keyword-and facet-based search engine interface ( n=46) for the National Cancer Institute Clinical Trials database. Each participant performed 2 tasks: finding a clinical trial for themselves and finding a trial that met prespecified criteria. Results: Results indicated that all participants were more satisfied with the conversational interface based on 7-point self-reported satisfaction ratings (task 1: mean 4.9, SD 1.8 vs mean 3.2, SD 1.8, P <.001; task 2: mean 4.8, SD 1.9 vs mean 3.2, SD 1.7, P<.001) compared to the conventional Web form-based interface. All participants also rated the trials they found as better meeting their search criteria, based on 7-point self-reported scales (task 1: mean 3.7, SD 1.6 vs mean 2.7, SD 1.8, P=.01; task 2: mean 4.8, SD 1.7 vs mean 3.4, SD 1.9, P<.01). Participants with low health literacy failed to find any trials that satisfied the prespecified criteria for task 2 using the conventional search engine interface, whereas 36% (5/14) were successful at this task using the conversational interface (P=.05). Conclusions: Conversational agents can be used to improve accessibility to Web-based searches in general and clinical trials in particular, and can help decrease recruitment bias against disadvantaged populations.","Bickmore, T. W.",1,10.2196/jmir.5239,200
523,Tinker: a relational agent museum guide,"A virtual museum guide agent that uses human relationship-building behaviors to engage museum visitors is described. The computer animated agent, named ""Tinker"", uses nonverbal conversational behavior, empathy, social dialogue, reciprocal self-disclosure and other relational behavior to establish social bonds with users, and encourage continued interaction and repeated visits. Tinker describes exhibits in the museum, gives directions, and discusses technical aspects of her own implementation. Tinker also recognizes returning visitors through biometric analysis of their hand shapes and dialogue cues. Results from two experiments using Tinker are described. In the first, 29 returning visitors are randomized to interact with the agent with the biometric identification turned on or off. In the second experiment, 1,607 visitors are randomized to interact with versions of Tinker that have relationship-building behavior turned on or off. Results indicate that the use of relational behavior leads to significantly greater engagement by museum visitors, measured by session length, number of sessions, and self-reported attitude, as well as learning gains, as measured by a knowledge test, compared to the same agent that does not use relational behavior. Implications for museum exhibits and intelligent tutoring systems are discussed.","Bickmore, T. W.",1,10.1007/s10458-012-9216-7,201
526,,"Multi-agent systems (MAS) research has not produced consensus on how to best structure dialogues conducted between artificial agents. Even simple interactions require robust protocols to accommodate agent autonomy, provide fault tolerance, and signal the termination of dialogues. This research analyzes and demonstrates the feasibility of establishing conversations as the first-order mechanism of communication between artificial agents. It identifies recurring patterns of performative messages exchanged in existing protocols and builds a system in which these patterns are used alongside social commitments and policies to construct complete, coherent agent dialogues. The first-order conversational paradigm allows the agent designer to easily extend agent and dialogue functionality, as demonstrated by the simple Transaction Agents and various Auction Agents implemented here. As well, these conversation protocols naturally signal their own termination when all social commitments formed over their course have been fulfilled - a recognized problem within belief-desire-intention (BDI) and ad hoc agent development paradigms.","Bidulock, Daniel",0,,202
527,The Missing Dimensions of Children's Well-being and Well-becoming in Education Systems: Capabilities and Philosophy for Children,"The objectives of this paper are twofold. The first is to consider how the capability approach can help rethink the policy goals of educational systems by analysing well-being and well-becoming from an individual and societal point of view. The second is to explore Philosophy for Children as a suitable pedagogical approach to promote capable agents and enhance critical, creative and caring thinking. The paper is divided into four parts. After a background is sketched, the capability approach and the concept of evolving capabilities are disentangled in order to rethink educational systems. The Philosophy for Children approach is then presented as a pedagogical base and possible instrument to foster the individual faculties (creativity, critical thinking and care) needed to flourish and participate fully in society (these are usually missing in achievement-based educational systems). In the final part of the paper the main elements of change are recalled and some conclusions are offered.","Biggeri, M.",0,10.1080/19452829.2012.694858,203
529,,"One way to build large-scale autonomous systems is to develop an open multi-agent system using peer-to-peer architectures in which agents are not pre-engineered to work together and in which agents themselves determine the social norms that govern collective behaviour. The social norms and the agent interaction models can be described by Electronic Institutions such as those expressed in the Lightweight Coordination Calculus (LCC), a compact executable specification language based on logic programming and pi-calculus. Open multi-agent systems have experienced growing popularity in the multi-agent community and are expected to have many applications in the near future as large scale distributed systems become more widespread, e.g. in emergency response, electronic commerce and cloud computing. A major practical limitation to such systems is security, because the very openness of such systems opens the doors to adversaries for exploit existing vulnerabilities. This thesis addresses the security of open multi-agent systems governed by electronic institutions. First, the main forms of attack on open multi-agent systems are introduced and classified in the proposed attack taxonomy. Then, various security techniques from the literature are surveyed and analysed. These techniques are categorised as either prevention or detection approaches. Appropriate countermeasures to each class of attack are also suggested. A fundamental limitation of conventional security mechanisms (e.g. access control and encryption) is the inability to prevent information from being propagated. Focusing on information leakage in choreography systems using LCC, we then suggest two frameworks to detect insecure information flows: conceptual modeling of interaction models and language-based information flow analysis. A novel security-typed LCC language is proposed to address the latter approach. Both static (design-time) and dynamic (run-time) security type checking are employed to guarantee no information leakage can occur in annotated LCC interaction models. The proposed security type system is then formally evaluated by proving its properties. A limitation of both conceptual modeling and language-based frameworks is difficulty of formalising realistic policies using annotations. Finally, the proposed security-typed LCC is applied to a cloud computing configuration case study, in which virtual machine migration is managed. The secrecy of LCC interaction models for virtual machine management is analysed and information leaks are discussed.","Bijani, Shahriar",0,,204
530,Exploring Secondary School Students' Stances on the Predictive and Explanatory Power of Science,"There are widespread calls for school education to put more emphasis on developing students' appreciation of the power and limitations of science. Without effective teaching, there is a risk that sensationalist media claims will unduly influence students' perceptions of the power of science to already explain and predict aspects of our daily lives. Secondly, schools have a role in preparing students for a future in which they are likely to work and play alongside increasingly humanlike machines. The study reported here assessed the feasibility of a survey to discover students' stances on the predictive and explanatory power of science in relation to personality, behaviour and the mind The study forms part of a larger project that seeks to identify ways that schools can develop students' epistemic insight when they consider big questions about the nature of reality and human personhood. Beginning with a broad conceptualisation of personhood designed to pick up on questions in the science-religion dialogue, we drew on interviews and focus groups with students in upper secondary school to formulate a set of statements that seemed to be effective in stimulating discussion about the power and limitations of science. The questionnaire was administered to 311 secondary students. Students' responses indicate that they were engaged by the theme and that they were generally not working with a secure overarching scientistic or nonscientistic framework. When we grouped students according to how they responded to the narrower theme of personality and behaviour, one in five of the cohort was labelled as strongly scientistic. We also found that in their comments at different points in the survey, the majority of students expressed ideas and everyday phrases associated with scientism. The article concludes with implications for future research and further recommendations for teachers.","Billingsley, B.",0,10.1007/s11191-019-00031-7,205
532,,"Humanoid motion generation using human-to-humanoid motion transfer (motion retargeting) has become an essential and useful method to produce human-like motions. However, this method has a number of challenges that limit its usefulness. The objective of this dissertation is to develop efficient methods to retarget whole-body, task-space motion from a human to a humanoid while managing online (real-time) dynamic (balance) and kinematic (joint-limit, self-collision, and foot) constraints, and while ensuring motion tracking characterized by dynamic consistency with natural human motion. This dissertation describes a very efficient, modified resolved acceleration control (MRAC) algorithm for dynamic filtering and control of whole-body humanoid motion in response to upper-body task specifications, or a commanded joint-space motion reference in general. The dynamic filter is applicable for general motions when standing in place. It is characterized by modification of the commanded torso acceleration based on a geometric solution to produce a Zero Moment Point (ZMP) which is inside the foot support. The resulting feasible, modified motion is synchronized to the reference motion when the computed ZMP for the reference motion again falls within the support. Contact forces at each foot are controlled through a dedicated force distribution module which optimizes the ankle roll and pitch torques. MRAC uses time-local information and is therefore targeted for online control. The effectiveness of the algorithm is demonstrated by means of simulated experiments. This dissertation presents a Cartesian-space constrained resolved acceleration control (CRAC) framework to manage execution of operational motion-tracking tasks, and handle constraints for redundant and non-redundant task specifications. The approach is particularly well suited for online control of humanoid robots using captured human motion data expressed by Cartesian variables. The current formulation is dynamically consistent, and enforces kinematic constraints such as joint-limit, self-collision, and foot constraints. Based on the applied reference motion and constraints setup, CRAC enables motion control at rates of 3k Hz in the fastest case and more than 400 Hz in the slowest case. A method, called the Unified CRAC (UCRAC), that handles dynamic balance and kinematic constraints together for whole-body task-space motion is also developed. The approach is non-iterative and as a result suitable for real-time applications. It utilizes an efficient centroidal dynamics formulation to relate the net force, applied to the humanoid by the environment, to the joint accelerations that realize the motion. UCRAC uses heuristically-designed rules to force the computed ZMP and centroidal projection to remain inside the foot support area, and to compute and command the net force on the system. Enforcing foot constraints are managed through the application of the constrained centroidal dynamic equations. UCRAC is capable to handle quasi-static tic balance in addition to dynamic balance, which is shown to provide significant flexibility for different humanoid foot dimensions. This method performs with rates providing faster than real-time performance with a minimum speed of 250 Hz which includes all constraint computations as well. The efficacy of the proposed methods is demonstrated in all cases by simulated and real-time experiments of task-level human motion replication on a Honda-like humanoid robot model.","Bin Hammam, Ghassan M.",0,,206
533,Emergent Regularities of Interpersonal Victimization: An Agent-Based Investigation,"Objectives: Apply computational agent-based modeling to explore the generative sufficiency of several mechanisms derived from the field of environmental criminology in explaining commonly observed patterns of interpersonal victimization. Method: Controlled simulation experiments compared patterns of simulated interpersonal victimization to three empirically derived regularities of crime using established statistical techniques: (1) spatial clustering (nearest neighbor index), (2) repeat victimization (Gini coefficient), and (3) journeys to crime (Pearson's coefficient of skewness). Results: Large, statistically significant increases in spatial clustering, repeat victimization, and journey to crime skewness are observed when virtual offenders operate according to mechanisms proposed by the routine activity approach, rational choice perspective, and geometry/pattern theories of crime. Conclusion: This research provides support for several propositions of environmental criminology in explaining why interpersonal victimization tends to be spatially concentrated, experienced by a small number of repeat victims, and why aggregate journey to crime curves tend to follow a distance decay relationship. By extending previous work in agent-based modeling of property victimization, it also demonstrates that the same core mechanisms are sufficient to generate plausible patterns of crime when examining fundamentally different types of offending.","Birks, D.",0,10.1177/0022427813487353,207
536,,"The lead characters in the CGI-animated children’s films produced by Pixar and DreamWorks Animation are overwhelming male, and more often than not, they are not human. This simultaneously reflects a long history of anthropomorphization in animated storytelling and a breakaway from Disney’s princess-centric focus. Given these characters’ non-human status, how do animators map biological maleness and masculine gender norms onto these characters? This qualitative textual analysis of the studios’ films produced between roughly 2000 and 2010 suggests that these anthropomorphized characters were constructed as male and masculine through three textual strategies: codes of bodily masculinity, sexual masculinity, and social masculinity. The project considers the implication of these constructions of hegemonic masculinity for audiences of children, building on the premise that major global companies such as Pixar and DreamWorks are “teaching machines” and “agents of socialization,” teaching children the “right” way to conceptualize themselves and others. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Birthisel, Jessica",0,http://dx.doi.org/10.1080/17482798.2014.960435,208
537,,"This paper, based on my PhD empirical study, suggests that qualitative investigations, seen as reflective practices, have much in common with—and probably much to learn from—jazz improvisational practices. The complex processes of hermeneutic understanding include laying bare the researcher’s pre-understanding as well as, in the interpretation of statements, the dynamics between their holistic coherence and the agent’s intentions. Through interview excerpts, the important phenomenon of","Bjerstedt, Sven",0,http://dx.doi.org/10.1080/14623943.2014.992407,209
538,Care robots for the supermarket shelf: a product gap in assistive technologies,"The literature on the development of assistive robots is dominated by technological papers with little consideration of how such devices might be commercialised for a mass market at a price that is affordable for older people and their families as well as public services and care insurers. This article argues that the focus of technical development in this field is too ambitious, neglecting the potential market for an affordable device that is aleady in the realm of the 'adjacent possible' given current technology capabilities. It also questions on both ethical and marketing grounds the current effort to develop assistive robots with pet-like or human-like features. The marketing literature on 'really new products' has so far not appeared to inform the development of assistive robots but has some important lessons. These include using analogies with existing products and giving particular attention to the role of early adopters. Relevant analogies for care robots are not animals or humans but useful domestic appliances and personal technologies with attractive designs, engaging functionality and intuitive usability. This points to a strategy for enabling mass adoption - which has so far eluded even conventional telecare - of emphasising how such an appliance is part of older people's contemporary lifestyles rather than a sign of age-related decline and loss of independence.","Blackman, T.",0,10.1017/s0144686x1200027x,210
539,,"Training professionals about intimate partner violence is a huge task requiring a theoretical framework that can address the complexity of the problem and highlight the need to be aware of power relationships and political dimensions of professional practice. This paper addresses the increasing recognition on the part of state agencies for specialist training in intimate partner violence as a critical component of an effective system response. The objective of the paper is to propose a feminist post- structuralist pedagogical model of delivering training to public professionals. We discuss issues of power, knowledge, and the discursive construction of the self. Our goal is to provide space for learners to think about what it means to embrace change agency and how to make a difference in their capacities as agents of the state. The paper concludes by proposing that an integrated model of learning is needed, one that goes beyond individualized responses and enables practitioners to develop the criticality and reflexivity central to a professional as a social change agent practice approach.","Blaney, Elizabeth",0,,211
541,,"Data-driven techniques have become synonymous with replication of real-world phenomena. Efforts have been underway to use these techniques in crowd simulation through a mapping of pedestrian trajectories onto virtual agents using a similarity of circumstance. These works have exposed two fundamental issues with data-driven crowds. First, robust real-world data is logistically difficult to accurately collect and filled with unknown variables, such as a person's mental state, which change behavior without providing a means to replicate their effects. Second, current data-driven approaches store and search the entire set of training data to decide the next course of action for each agent. A straightforward single-model system would alleviate the burden of storing and searching the data. The problem with a monolithic model, though, is that a single steering policy cannot handle all possible scenarios. To counter this we propose the splitting of possible scenarios into separable contexts, with each context in turn learning a model. The model used by an agent can then be dynamically swapped at runtime based on the evolving conditions around the agent. This results in a more scalable approach to data-driven simulation. In lieu of tracked data from real pedestrians, we propose the use of an oracle steering algorithm. This algorithm stands in for real data and can be queried for a steering decision for any combination of factors. This allows us to more thoroughly explore the problem space as needed. Furthermore, we can control all variables and capture behavior from scenarios that are otherwise infeasible to adequately sample in reality. This synthetic source of training data allows for a scalable and structured approach to training machine-learned models which virtual agents can use to navigate at runtime.","Boatright, Cory D.",0,,212
