X,title,abstract,authors,Included,ID
725,A sugar-coated pacifier reduces procedural pain in newborns,"PURPOSE: To examine the efficacy of pacifiers and sugar, alone and in combination, for pain management in neonates. METHODS: An experimental design examined pain responses of 84 newborns undergoing heelstick. They were randomly assigned to one of four groups: (a) water-moistened pacifier, (b) sugar-coated pacifier, (c) 2 cc of a 12% oral sucrose solution, or (d) control. Pain measures were duration of cry, vagal tone, and salivary cortisol. RESULTS: Multivariate analysis of variance (MANOVA) revealed that the sugar-coated pacifier group cried significantly less than the water-moistened pacifier and control groups. Repeated measures analysis of variance (ANOVA) revealed that the sugar-coated pacifier group demonstrated significantly lower vagal tone during heelstick than the oral sucrose solution and control groups. This difference between the sugar-coated pacifier and control groups persevered for 15 minutes after heelstick. CONCLUSIONS: Offering a sugar coated pacifier during heelstick in healthy neonates reduces pain behaviors more effectively than a water-moistened pacifier, 2 cc of a 12% sucrose solution, or no intervention.","Greenberg, C. S.",0,571
726,"Safety and immunogenicity of a combination diphtheria-tetanus toxoids-acellular pertussis-hepatitis B vaccine administered at two, four and six months of age compared with monovalent hepatitis B vaccine administered at birth, one month and six months of age","OBJECTIVE: To evaluate the safety and immunogenicity of diphtheria-tetanus toxoids-acellular pertussis (DTPa)-hepatitis B (HepB) combination vaccine given at 2, 4 and 6 months of age compared with monovalent HepB vaccine given at birth, 1 month and 6 months of age and DTPa vaccine given at 2, 4 and 6 months of age. METHODS: Healthy infants were randomized to receive a combination DTPa-HepB vaccine (diphtheria and tetanus toxoids, acellular pertussis antigens and hepatitis B surface antigen), concomitantly with type b and oral poliovirus vaccines at 2, 4 and 6 months of age (Group 1) or HepB vaccine given at birth, 1 month and 6 months of age and DTPa, type b and oral poliovirus vaccines given at 2, 4 and 6 months of age (Group 2). Antibody responses were evaluated at birth, 2 months and 7 months of age. Safety was evaluated after each immunization using diary cards and parental interviews. RESULTS: One month after the third dose (7 months of age), the geometric mean concentration of antibody to hepatitis B surface antigen was approximately 3.5-fold higher in Group 2 than in Group 1 infants (3643 and 1052 mIU/ml, respectively","Greenberg, D. P. and Wong, V. K. and Partridge, S. and Howe, B. J. and Ward, J. I.",0,572
727,Contributors to Dysbiosis in Very-Low-Birth-Weight Infants,"The objective of this commentary was to analyze the causes and outcomes of gut microbiome dysbiosis in preterm infants who are born at very low birth weight (VLBW). The intrauterine development of VLBW infants is interrupted abruptly with preterm birth and followed by extrauterine, health-threatening conditions and sequelae. These infants develop intestinal microbial dysbiosis characterized by low diversity, an overall reduction in beneficial and/or commensal bacteria, and enrichment of opportunistic pathogens of the Gammaproteobacteria class. The origin of VLBW infant dysbiosis is not well understood and is likely the result of a combination of immaturity and medical care. We propose that these factors interact to produce inflammation in the gut, which further perpetuates dysbiosis. Understanding the sources of dysbiosis could result in interventions to reduce gut inflammation, decrease enteric pathology, and improve health outcomes for these vulnerable infants. The authors describe gut microbiome dysbiosis in preterm infants, related influencing factors, and potential for inflammatory outcomes. © 2020","Groer, M. W. and Miller, E. M. and D'Agata, A. and Ho, T. T. B. and Dutra, S. V. and Yoo, J. Y. and Yee, A. L. and Gilbert, J. A. and Dishaw, L. J.",0,573
729,Fecal microflora in healthy infants born by different methods of delivery: Permanent changes in intestinal flora after cesarean delivery,"Background: Newborn infants in modern maternity hospitals are subject to numerous factors that affect normal intestinal colonization - for example, cesarean delivery and antimicrobial agents. To study the duration of the effect of external factors on intestinal colonization, two groups of infants with different delivery methods were investigated. Methods: The fecal flora of 64 healthy infants was studied prospectively. Thirty-four infants were delivered vaginally, and 30 by cesarean birth with antibiotic prophylaxis administered to their mothers before the delivery. The fecal flora was cultured on nonselective and selective media in infants 3 to 5, 10, 30, 60, and 180 days of age. Gastrointestinal signs were recorded daily by the mothers for 2 months. Results: The fecal colonization of infants born by cesarean delivery was delayed. Bifidobacterium-like bacteria and Lactobacillus-like bacteria colonization rates reached the rates of vaginally delivered infants at 1 month and 10 days, respectively. Infants born by cesarean delivery were significantly less often colonized with bacteria of the Bacteroides fragilis group than were vaginally delivered infants: At 6 months the rates were 36% and 76% respectively (p = 0.009). The occurrence of gastrointestinal signs did not differ between the study groups. Conclusions: This study shows for the first time that the primary gut flora in infants born by cesarean delivery may be disturbed for up to 6 months after the birth. The clinical relevance of these changes is unknown and even longer follow-up is needed to establish how long-lasting these alterations of the primary gut flora can be.","Grönlund, M. M. and Lehtonen, O. P. and Eerola, E. and Kero, P.",0,574
730,Food insecurity and obesogenic maternal infant feeding styles and practices in low-income families,"OBJECTIVES: We explored the relationship between household food insecurity and maternal feeding styles, infant feeding practices, and perceptions and attitudes about infant weight in low-income mothers. METHODS: Mothers participating in the Special Supplemental Food Program for Women, Infants, and Children with infants aged between 2 weeks and 6 months were interviewed. By using regression analyses, the following relationships were examined between food insecurity and: (1) controlling feeding styles (restrictive and pressuring)","Gross, R. S. and Mendelsohn, A. L. and Fierman, A. H. and Racine, A. D. and Messito, M. J.",0,575
731,Additive effects of household food insecurity during pregnancy and infancy on maternal infant feeding styles and practices,"Food insecurity, or the limited access to food, has been associated with maternal child feeding styles and practices. While studies in other parenting domains suggest differential and additive impacts of poverty-associated stressors during pregnancy and infancy, few studies have assessed relations between food insecurity during these sensitive times and maternal infant feeding styles and practices. This study sought to analyze these relations in low-income Hispanic mother-infant pairs enrolled in a randomized controlled trial of an early obesity prevention program (Starting Early). Food insecurity was measured prenatally and during infancy at 10 months. Food insecurity timing was categorized as never, prenatal only, infancy only, or both. Regression analyses were used to determine relations between food insecurity timing and styles and practices at 10 months, using never experiencing food insecurity as the reference, adjusting for family characteristics and material hardships. 412 mother-infant pairs completed 10-month assessments. Prolonged food insecurity during both periods was associated with greater pressuring, indulgent and laissez-faire styles compared to never experiencing food insecurity. Prenatal food insecurity was associated with less vegetable and more juice intake. If food insecurity is identified during pregnancy, interventions to prevent food insecurity from persisting into infancy may mitigate the development of obesity-promoting feeding styles and practices. © 2018 Elsevier Ltd","Gross, R. S. and Mendelsohn, A. L. and Messito, M. J.",0,576
732,"Empirical basis of the questionnaire for crying, feeding and sleeping","The Questionnaire for Crying, Feeding and Sleeping of an infant, constructed based on theory and factor analysis, is assessed for internal consistency, inter-correlations, and its relation to a behaviour diary. A clinical and a non-clinical sample are compared. Te sample of in total 704 infants younger than one year consists of different subsamples. To test the differences between a clinical and a non-clinical sample assessed with the questionnaire, data of 134 infants brought to the outpatient unit for parents with their infants and toddlers and a matched sample are used. Te principal components analysis results in three well-interpretable scales correlating with each other, which all show a high internal consistency. Te connections to the diary records and the differences between the means of the clinical and the non-clinical sample are found in the expected directions. Te results of the Questionnaire for Crying, Feeding and Sleeping, including the criterion of Wessel, are consistent with the behaviour diary as well as the clinical diagnostics. Te Questionnaire for Crying, Feeding and Sleeping shows validity according to these criteria and can therefore be used in research and clinical practise for the assessment of problems concerning crying, feeding and sleeping in the first year of life. © Vandenhoeck & Ruprecht GmbH & Co. KG, Göttingen 2013.","Groß, S. and Reck, C. and Tiel-Bonney, C. and Cierpka, M.",1,577
734,Neonatal facial and cry responses to invasive and non-invasive procedures,"Examined behavioral reactions of cry and facial activity provoked by an invasive (im injection) vs noninvasive (dye application to umbilical stub and rubbing thigh with alcohol) procedures in 36 infants (aged 57–253 min). Significant effects of procedure were found for total face activity and latency to face movement. A cluster of facial actions was associated most frequently with the injection. Ss showed more facial activity to thigh swabbing and less to dye application. There were significant differences across procedures for latency to cry and cry duration. Ss that cried to 2 procedures showed higher pitch and greater intensity to the injection. Facial expression with short latency to onset of cry and long duration of 1st cry cycle typified reaction to acute invasive procedures. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Grunau, Ruth V. and Johnston, C. Celeste and Craig, Kenneth D.",0,578
735,Why functional pre-erythrocytic and bloodstage malaria vaccines fail: A meta-analysis of fully protective immunizations and novel immunological model,"Background: Clinically protective malaria vaccines consistently fail to protect adults and children in endemic settings, and at best only partially protect infants. Methodology/Principal Findings: We identify and evaluate 1916 immunization studies between 1965-February 2010, and exclude partially or nonprotective results to find 177 completely protective immunization experiments. Detailed reexamination reveals an unexpectedly mundane basis for selective vaccine failure: live malaria parasites in the skin inhibit vaccine function. We next show published molecular and cellular data support a testable, novel model where parasite-host interactions in the skin induce malaria-specific regulatory T cells, and subvert early antigen-specific immunity to parasite-specific immunotolerance. This ensures infection and tolerance to reinfection. Exposure to Plasmodium-infected mosquito bites therefore systematically triggers immunosuppression of endemic vaccine-elicited responses. The extensive vaccine trial data solidly substantiate this model experimentally. Conclusions/Significance: We conclude skinstage-initiated immunosuppression, unassociated with bloodstage parasites, systematically blocks vaccine function in the field. Our model exposes novel molecular and procedural strategies to significantly and quickly increase protective efficacy in both pipeline and currently ineffective malaria vaccines, and forces fundamental reassessment of central precepts determining vaccine development. This has major implications for accelerated local eliminations of malaria, and significantly increases potential for eradication. © 2010 Guilbride et al.","Guilbride, D. L. and Gawlinski, P. and Guilbride, P. D. L.",0,579
736,Differential DNA methylation profiles of infants exposed to maternal asthma during pregnancy,"Background Asthma is a complex disease that involves both genetic factors and environmental exposures. Aberrant epigenetic modifications, such as DNA methylation, may be important in asthma development. Fetal exposure to maternal asthma during critical periods of in utero development may lead to epigenetic alterations that predispose infants to a greater risk of developing asthma themselves. We investigated alterations in the DNA methylation profile of peripheral blood from infants exposed to maternal asthma during pregnancy. Methods Peripheral blood was collected from 12-month-old infants born to women with (n = 25) and without (n = 15) doctor diagnosed asthma during pregnancy. Genomic DNA was extracted, bisulfite converted, and hybridized to Infinium Methylation 27 arrays (Illumina), containing over27,000 CpGs from 14,495 genes. CpG loci in only autosomal genes were classified as differentially methylated at the 99% level (P < 0.01, |DiffScore| > 22 and delta beta >0.06). Results There were 70 CpG loci, corresponding to 67 genes that were significantly differentially methylated. Twelve CpG loci (11 genes) showed greater than 10% comparative difference in DNA methylation, including hyper-methylated loci of FAM181A, MRI1, PIWIL1, CHFR, DEFA1, MRPL28, AURKA, and hypo-methylated loci of NALP1L5, MAP8KIP3, ACAT2, and PM20D1 in maternal asthma. Methylation of MAPK8IP3 was significantly negatively correlated with maternal blood eosinophils (r = -0.38","Gunawardhana, L. P. and Baines, K. J. and Mattes, J. and Murphy, V. E. and Simpson, J. L. and Gibson, P. G.",0,580
737,Faecal calprotectin levels during the first year of life in healthy children,"Aim: A high faecal calprotectin (FC) level is a non-invasive marker for inflammatory bowel disease. Nevertheless, healthy infants have elevated levels of FC with large variations. The aim of our study was to determine the levels of FC and associated factors in healthy infants aged 0–12 months. Methods: Infants younger than 1 year of age were in the follow-up programme of the Well Child Unit. Data on the clinical characteristics, including birth, anthropometric measurements and feeding types of infants in the unit, were obtained from their personal health records. One fresh stool sample was collected from each infant. ELISA was used to measure FC. Results: We included 84 infants younger than 1 year of age. The median FC value was 313 μg/g. The FC levels were greater in the youngest (0–30 days) group of infants than in the oldest (181–365 days) group (P < 0.001). The FC levels were higher in infants delivered by caesarean section than in those delivered vaginally (P = 0.016). The levels were also higher in infants who were solely breastfed than in those who received mixed feeding (breast milk and formula) during the first 6 months of life (P = 0.030). Conclusion: The FC levels in this group of infants were high, especially in the first month of life. Several birth and environmental factors influenced the FC values. Further studies with a larger cohort of infants and serial assessment of FC over time are required to better understand the patterns of this biomarker during infancy. © 2020 Paediatrics and Child Health Division (The Royal Australasian College of Physicians)","Günaydın Şahin, B. S. and Keskindemirci, G. and Özden, T. A. and Durmaz, Ö and Gökçay, G.",0,581
738,"The study of women, infant feeding and type 2 diabetes after GDM pregnancy and growth of their offspring (SWIFT Offspring study): Prospective design, methodology and baseline characteristics","Background: Breastfeeding is associated with reduced risk of becoming overweight or obese later in life. Breastfed babies grow more slowly during infancy than formula-fed babies. Among offspring exposed in utero to maternal glucose intolerance, prospective data on growth during infancy have been unavailable. Thus, scientific evidence is insufficient to conclude that breastfeeding reduces the risk of obesity among the offspring of diabetic mothers (ODM). To address this gap, we devised the Study of Women, Infant Feeding and Type 2 Diabetes after GDM Pregnancy and Growth of their Offspring, also known as the SWIFT Offspring Study. This prospective, longitudinal study recruited mother-infant pairs from the SWIFT Study, a prospective study of women with recent gestational diabetes mellitus (GDM). The goal of the SWIFT Offspring Study is to determine whether breastfeeding intensity and duration, compared with formula feeding, are related to slower growth of GDM offspring during the first year life. This article details the study design, participant eligibility, data collection, and methodologies. We also describe the baseline characteristics of the GDM mother-infant pairs. Methods: The study enrolled 466 mother-infant pairs among GDM deliveries in northern California from 2009-2011. Participants attended three in-person study exams at 6-9 weeks, 6 months and 12 months after delivery for infant anthropometry (head circumference, body weight, length, abdominal circumference and skinfold thicknesses), as well as maternal anthropometry (body weight, waist circumference and percent body fat). Mothers also completed questionnaires on health and lifestyle behaviors, including infant diet, sleep and temperament. Breastfeeding intensity and duration were assessed via several sources (diaries, telephone interviews, monthly mailings and in-person exams) from birth through the first year of life. Pregnancy course, clinical perinatal and newborn outcomes were obtained from health plan electronic medical records. Infant saliva samples were collected and stored for genetics studies. Discussion: This large, racially and ethnically diverse cohort of GDM offspring will enable evaluation of the relationship of infant feeding to growth during infancy independent of perinatal characteristics, sociodemographics and other risk factors. The longitudinal design provides the first quantitative measures of breastfeeding intensity and duration among GDM offspring during early life. © 2015 Gunderson et al.","Gunderson, E. P. and Hurston, S. R. and Dewey, K. G. and Faith, M. S. and Charvat-Aguilar, N. and Khoury, V. C. and Nguyen, V. T. and Quesenberry, C. P., Jr.",0,582
739,Neonatal stress reactivity: predictions to later emotional temperament,"To investigate the relations among popular measures of neonatal stress and their link to subsequent temperament, 50 full-term newborns from a normal care nursery were examined responding to a heelstick blood draw. Baseline and heelstick measures of behavioral state, heart period, vagal tone, and salivary cortisol were obtained. Recovery measures of behavioral and cardiac activity were also analyzed. Mothers completed Rothbart's Infant Behavior Questionnaire when their infants reached 6 months of age. Baseline vagal tone predicted cortisol in response to the heelstick, suggesting that baseline vagal tone reflects the infants' ability to react to stressors. Greater reactivity to the heelstick (more crying, shorter heart periods, lower vagal tone, and higher cortisol) was associated with lower scores on ""Distress-to-Limitations"" temperament at 6 months. This finding was consistent with the expectation that the capacity to react strongly to an aversive stimulus would reflect better neurobehavioral organization in the newborn. Recovery measures of cardiac activity approximated and were correlated with baseline measures indicating the strong self-righting properties of the healthy newborn. Finally, vagal tone and salivary cortisol measures were not significantly related, suggesting the importance of assessing both systems in studies of the ontogeny of stress-temperament relations.","Gunnar, M. R. and Porter, F. L. and Wolf, C. M. and Rigatuso, J. and Larson, M. C.",0,583
740,Risk factors for recurrent intussusception in children: a retrospective cohort study,"OBJECTIVE: The aim of this study was to assess the frequency of clinical features and pathological lead points in recurrent intussusception, with a special focus on the risk factors that lead to recurrent intussusception. DESIGN: This is a retrospective cohort study. A 5-year retrospective study was performed between January 2012 and July 2016 in the Children's Hospital of Soochow University, Suzhou, China, to determine the clinical features and pathological lead points of recurrent intussusception. SETTING: This is a retrospective chart review of recurrent intussusception cases in a large university teaching hospital. PARTICIPANTS: The medical records were obtained for 1007 cases with intussusception, including demographics, clinical signs and symptoms, imaging and recurrence times if available. INTERVENTIONS: Univariate and multivariate logistic regression analyses were used to measure significant factors affecting recurrent intussusception and recurrent intussusception with pathological lead points. RESULTS: There were 481 total episodes of recurrence in 191 patients. Among these, 87 had one recurrence and 104 had multiple recurrences. After comparing recurrent and non-recurrent intussusception cases using univariate analysis, it was determined that the factors associated with recurrent intussusception were age (>1 year), duration of symptoms (≤12 hours), the lack of bloody stool, paroxysmal crying or vomiting, the mass location (right abdomen) and pathological lead point (P<0.05). Age (>1 year), duration of symptoms (≤12 hours), the absence of vomiting, mass location (right abdomen) and pathological lead point were significantly independently predictive of recurrent intussusception. The factors associated with recurrent intussusception with lead points present were vomiting and mass location in the right abdomen (P<0.05). Vomiting and mass location (left abdomen) were significantly predictive of recurrent intussusception with lead points. CONCLUSIONS: Age (>1 year), symptom duration (≤12 hours), the absence of vomiting, mass location (right abdomen) and pathological lead points were significantly predictive of recurrent intussusception. Vomiting and mass location (left abdomen) were significantly predictive of recurrent intussusception with lead points.","Guo, W. L. and Hu, Z. C. and Tan, Y. L. and Sheng, M. and Wang, J.",0,584
741,Ankle-Foot Orthosis in Duchenne Muscular Dystrophy: A 4 year Experience in a Multidisciplinary Neuromuscular Disorders Clinic,"Objective: To assess Ankle-Foot-Orthosis (AFO) requirement and ambulation in Duchenne Muscular Dystrophy (DMD) patients seen over a period of 4 y at a multi-disciplinary Neuromuscular disorders clinic (NMD). Methods: A study was conducted in university quaternary research hospital with DMD patients confirmed by MLPA (multiplex ligation – dependent probe amplification) method and were evaluated between January 2012 and December 2015. Their ambulatory status, detailed neurological and functional status were recorded. Requirement of AFOs was determined and provided. Results: In total 126 DMD children reported to the NMD clinic. Mean age at presentation was 7.6 y (range 2 to12 y, SD 2.1). Mean duration of illness at first evaluation was 3.4 y (range 0.5 to 10 y, SD 2.0). AFO’s were advised at a mean age of 8.5 y (range 7 to 12 y, SD 1.8). Fifty-nine patients were advised AFO as resting or walking splint. At last follow-up 113 patients were still ambulatory whereas 13 had become wheel chair bound. Out of 59 patients, 48 were still wearing AFOs and the remaining discontinued AFOs for various reasons. Conclusions: Children with DMD require wearing of AFOs as resting or walking splint, mostly in first or early second decade of life. As there is some gap between onset of clinical signs and requirement of orthosis, follow-up preferably at a multidisciplinary clinic at regular intervals is desirable for timely intervention in the form of AFOs or other splints to prolong ambulatory status in these patients. © 2016, Dr. K C Chaudhuri Foundation.","Gupta, A. and Nalini, A. and Arya, S. P. and Vengalil, S. and Khanna, M. and Krishnan, R. and Taly, A. B.",0,585
742,Feeding performance in preterm infants and full term infants at 40 weeks postmenstrual age,"Introduction: Feeding problems are commonly reported among preterm infants. As premature infants are born before adequate maturation, inadequate feeding capabilities are common among preterm infants. Feeding is an innate behaviour in a new born. Swallowing is evident in a foetus by 16th week of gestation (Tuchman, 1994). By 40th week of gestation, neural processes are expected to mature completely. Feeding is an innate behaviour in a new born. Swallowing is evident in a foetus by 16th week of gestation. By 40th week of gestation, neural processes are expected to mature completely. Since the premature infants are born before adequate maturation of the systems, it is not unusual for them to have inadequate feeding capabilities. Material and Methods: This study aimed to compare feeding performance in preterm (between 30 and 34 weeks GA) and full term infants at 40 weeks Post menstrual age. Seventy infants and their mothers served as participants. A close ended questionnaire documented the oral reflexes, oro-motor skills, oro-sensory skills and feeding history in infants. Results: Results were tabulated under feeding history, (viz","Gupta, G. and Vijay Kumar, K. V. and Anitha, R. and Ninan, B.",0,586
743,Randomized controlled trial of topical EMLA and breastfeeding for reducing pain during wDPT vaccination,"The primary objective was to evaluate the analgesic effect of a eutectic mixture of local anesthetics (EMLA) during whole cell DPT vaccination. The secondary objective was to evaluate if the analgesic effect of EMLA was synergistic to breastfeeding. A randomized, placebo-controlled trial was done to include infants of up to 3 months of age who came for their first DPT vaccination. The outcome variables were duration of cry, latency of onset of cry, and Modified Facial Coding Score. Thirty babies were enrolled in each of three groups. The groups did not differ significantly in baseline characteristics. Median (interquartile range) of duration of cry was least [34.6 (24.1-72.2) s] in babies receiving EMLA cream with breastfeeding (EB group), followed by 94.2 (46.1-180) s in babies receiving EMLA cream with oral distilled water (EW group), as compared to 180.0 (180-180) s in babies receiving placebo cream with oral distilled water (PCW group) (p < 0.05). Mean (SD) of latency of cry was significantly greater in EB group [2.4 (1.14) s] and EW group [1.9 (0.62) s] as compared to babies in PCW group [1.5 (0.47) s] (p < 0.05), but the difference between EB and EW groups was not significant. Modified Facial Coding Score was significantly lower in EB group as compared to the other groups (p < 0.05). CONCLUSIONS: Topical EMLA is effective in reducing pain and has a synergistic effect in analgesia when combined with breastfeeding during vaccination in infants.","Gupta, N. K. and Upadhyay, A. and Agarwal, A. and Goswami, G. and Kumar, J. and Sreenivas, V.",0,587
744,Randomized controlled trial of topical EMLA and vapocoolant spray for reducing pain during wDPT vaccination,"BACKGROUND: Intramuscular vaccination is among the most common source of iatrogenic pain in infants. Vapocoolant sprays are rapid-acting alternative to topical anesthetics. They provide transient anesthesia via evaporation induced skin cooling, and reduce pain due to vaccine injection in children and adults. The objective was to compare the synergistic analgesic effect of eutectic mixture of local anesthetics (EMLA) with breastfeeding (EB group) and vapocoolant spay with breastfeeding (VB group) to that of only breastfeeding (BO group) during whole cell diptheria, pertussis and tetanus (wDPT) vaccination. METHODS: A double blind randomized controlled trial was done to include infants up to 3 months of age who came for their first wDPT vaccination. The primary outcome variable was the duration of cry after vaccination. Secondary outcome variables were Modified Facial Coding Score, Neonatal Infant Pain Scale and latency of onset of cry. RESULTS: Of the 201 eligible participants, 111 babies were excluded and remaining 90 babies were randomized into three groups of thirty each. The groups did not differ significantly in baseline characteristics. Median (interquartile range, IQR) of duration of cry was lesser [35.86 (21.07-107.75) seconds] in babies receiving EMLA cream with breast feeding (EB group) and in babies receiving vapocoolant spray with breast feeding (VB group) [32.58 (21.25-106.21) seconds] as compared to babies receiving only breast feeding (BO group) [67.5 (27.6-180) seconds] (P=0.147). Difference in median (IQR) of latency of cry was not statistically significant. Modified Facial Coding Score and Neonatal Infant Pain Scale at 1 minute and 3 minutes was significantly lower in the EB and VB group, as compared to the BO group (P<0.05). CONCLUSION: Addition of topical EMLA application or vapocoolant spray to breastfeeding during wDPT vaccination does not reduce duration of cry in infants up to 3 months of age. However, they are able to show reduction in pain score and further studies are warranted to assess their efficacy as pain relief measures in infants and children.","Gupta, N. K. and Upadhyay, A. and Dwivedi, A. K. and Agarwal, A. and Jaiswal, V. and Singh, A.",0,588
745,On the importance of fundamental frequency and other acoustic features in cry perception and infant development,"Examined acoustic correlates of adults' ratings of infants' cries. 20 parents of 10 3–6 mo old infants and 22 undergraduate nonparents rated 12 spontaneous cries from young infants on 8 items describing the cries' aversiveness and on 9 semantic differential items. Results indicate that the duration, the amount of dysphonation, and proportion of energy in various frequency bands were highly correlated with adults' ratings. Further, the pattern of correlations between each of the 17 rating scale items and the acoustic attributes was virtually the same, suggesting that the items represented a single underlying dimension of perceived aversiveness. No differences were found between the results for parents and nonparents. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Gustafson, Gwen E. and Green, James A.",0,589
746,Acoustic correlates of individuality in the cries of human infants,"400 nonparent undergraduates performed a recognition task in which they were asked to classify 20 30-day-old infants as easy or difficult to recognize on the sole basis of their tape-recorded cries. The cries of easy- vs difficult-to-recognize infants were then compared on measures of duration, fundamental frequency, peak frequency in the spectrum, signal-to-noise ratios, and energy in selected frequency bands. Results indicate that each of these measures differentiated the cries of easy- vs difficult-to-recognize infants. It is suggested that such redundancy should make the cry robust to degradations of selected acoustic parameters, thus enhancing its ability to carry information about individual identity across distances. (31 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Gustafson, Gwen E. and Green, James A. and Tomic, Tamara",0,590
748,Risk and resilience,"The study of childhood resilience focuses on why children demonstrate positive adaptation despite experiencing significant risk in their lives. Risk factors - such as poverty, maltreatment, and war - increase the likelihood of maladjustment in children. Protective factors - such as children’s psychological and personality characteristics, supportive and structured parenting, and the availability of external support systems - buffer the effects of risk factors leading to positive development. Resilience is a dynamic and developmental process that can be modified as new risks and/or protective factors emerge with changing life circumstances. Current research on resilience is focused on identifying those protective processes that can be adapted through interventions to meet the needs of children facing adversity. © 2019 Elsevier Inc. All rights reserved.","Gutman, L. M.",0,591
749,How many children in Australia are at risk of adult mental illness?,"Objective: To estimate the prevalence of children in the Australian population with risk factors for adult mental illness. Method: Key risk factors and risk domains were identified from a 2013 review of longitudinal studies on child and adolescent determinants of adult mental illness. Data items were identified from the Longitudinal Study of Australian Children that map onto the risk domains and were used to estimate the prevalence of these key individual risk factors and the magnitude of multiple risk in children aged 3 months to 13 years. Results: Even by infancy, risk factors for adult mental illness are highly prevalent, with 51.7% of infants having multiple risks. In 10 infants, 1 was born to mothers who consumed daily alcohol and 1 in 8 to mothers who smoked cigarettes daily during pregnancy. Also, 10.5% of infants were in families where the parents had separated, which increased to 18% in 10-11 year-olds. Psychological problems in the clinical range (based on the Strengths and Difficulties Questionnaire total problems score) ranged from 7.8% to 9.7% across the 4-13 years age range. Risks from negative parenting behaviours were highly prevalent across age groups. Two-thirds of children aged 12-13 years had parents who displayed low warmth or exhibited high hostility/anger. Across childhood, one in seven children are in families exposed to 3+ major life stressors. By age 8-9 years, more than 18% of children are exposed to '3/45 risk factors. Conclusions: We find that modifiable risk factors for adult mental illness occur at the earliest stage in the life course and at greater prevalence than is commonly recognised. Considerable capacity will be required in child and adolescent mental health services and complementary family support programmes if risk factors for adult mental illness that are already apparent in infancy and childhood are to be addressed. © The Royal Australian and New Zealand College of Psychiatrists.","Guy, S. and Furber, G. and Leach, M. and Segal, L.",0,592
750,Cycled light exposure reduces fussing and crying in very preterm infants,"OBJECTIVE: To examine whether cycled lighting (CL) conditions during neonatal care in very preterm infants (<32 weeks' gestational age [GA]) decrease crying and fussing behavior, improve the consolidation of sleep, and influence activity behavior at 5 and 11 weeks' postterm corrected age (CA) compared with preterm infants cared for in dim lighting (DL) conditions. METHODS: Thirty-seven preterm infants were randomly assigned to CL (7 AM-7 PM lights on, 7 PM-7 AM lights off [n = 17","Guyer, C. and Huber, R. and Fontijn, J. and Bucher, H. U. and Nicolai, H. and Werner, H. and Molinari, L. and Latal, B. and Jenni, O. G.",0,593
751,Very preterm infants show earlier emergence of 24-hour sleep-wake rhythms compared to term infants,"Background: Previous studies show contradictory results about the emergence of 24-h rhythms and the influence of external time cues on sleep-wake behavior in preterm compared to term infants. Aims: To examine whether very preterm infants (<. 32. weeks of gestational age) differ in their emergence of the 24-h sleep-wake rhythm at 5, 11 and 25. weeks corrected age compared to term infants and whether cycled light conditions during neonatal intermediate care affects postnatal 24-h sleep-wake rhythms in preterm infants. Study design: Prospective cohort study with nested interventional trial.Subjects: 34 preterm and 14 control term infants were studied. During neonatal hospitalization, preterm infants were randomly assigned to cycled light [7. am-7. pm lights on, 7. pm-7. am lights off, n = 17] or dim light condition [lights off whenever the child is asleep, n = 17].Outcome measures: Sleep and activity behavior recorded by parental diary and actigraphy at 5, 11 and 25. weeks corrected age. Results: Sleep at nighttime and the longest consolidated sleep period between 12. pm-6. am was longer (mixed model analysis, factor group: p = 0.02, resp. p = 0.01) and activity at nighttime was lower (p = 0.005) at all ages in preterm compared to term infants. Cycled light exposed preterm infants showed the longest nighttime sleep duration. Dim light exposed preterm infants were the least active. Conclusions: Preterm infants show an earlier emergence of the 24-h sleep-wake rhythm compared to term infants. Thus, the length of exposure to external time cues such as light may be important for the maturation of infant sleep-wake rhythms. © 2014 Elsevier Ltd.","Guyer, C. and Huber, R. and Fontijn, J. and Bucher, H. U. and Nicolai, H. and Werner, H. and Molinari, L. and Latal, B. and Jenni, O. G.",0,594
752,Sleep in neonates and infants,"From a polyphasic sleep pattern at birth, sleep shifts towards the night and consolidates to one long nocturnal sleep period generally by 6-9 months of age. Sleep architecture matures from the immature active and quite sleep pattern in the first year of life to the mature form of rapid eye movement (REM) and non-REM sleep. The timing and initiation of sleep and wake is governed by the interplay of the circadian rhythm with sleep homeostasis. Both sleep regulatory processes mature in the first few months after birth. The developing interaction of these two processes may be a key determinant for the maturation of sleep-wake behavior in the first year of life. © 2016 Elsevier Inc. All rights reserved.","Guyer, C. and Jenni, O. G.",0,595
