X,abstract,authors,Included,doi,ID
749,"Background, Informal carers of people with dementia can suffer from depressive symptoms, emotional distress and other physiological, social and financial consequences., Objectives, This review focuses on three main objectives:, Search methods, The Cochrane Dementia and Cognitive Improvement Group's Specialized Register, The Cochrane LibraryMEDLINE, MEDLINE in Process, EMBASE, CINAHL, PSYNDEX, PsycINFO, Web of Science, DIMDI databases, Springer database, Science direct and trial registers were searched on 3 May 2011 and updated on 25 February 2013. A Forward Citation search was conducted for included studies in Web of Science and Google Scholar. We used the Related Articles service of PubMed for included studies, contacted experts and hand-searched abstracts of five congresses., Selection criteria, Randomised controlled trials (RCTs) or cross-over trials that compared telephone counselling for informal carers of people with dementia against no treatment, usual care or friendly calls for chatting were included evaluation of efficacy. Qualitative studies with qualitative methods of data collection and analysis were also included to address experiences with telephone counselling., Data collection and analysis, Two authors independently screened articles for inclusion criteria, extracted data and assessed the quantitative trials with the Cochrane 'Risk of bias' tool and the qualitative studies with the Critical Appraisal Skills Program (CASP) tool. The authors conducted meta-analyses, but reported some results in narrative form due to clinical heterogeneity. The authors synthesised the qualitative data and integrated quantitative RCT data with the qualitative data., Main results, Nine RCTs and two qualitative studies were included. Six studies investigated telephone counselling without additional intervention, one study combined telephone counselling with video sessions, and two studies combined it with video sessions and a workbook. All quantitative studies had a high risk of bias in terms of blinding of participants and outcome assessment. Most studies provided no information about random sequence generation and allocation concealment. The quality of the qualitative studies ('thin descriptions') was assessed as moderate. Meta-analyses indicated a reduction of depressive symptoms for telephone counselling without additional intervention (three trials, 163 participants: standardised mean different (SMD) 0.32, 95% confidence interval (CI) 0.01 to 0.63, P value 0.04; moderate quality evidence). The estimated effects on other outcomes (burden, distress, anxiety, quality of life, self-efficacy, satisfaction and social support) were uncertain and differences could not be excluded (burden: four trials, 165 participants: SMD 0.45, 95% CI -0.01 to 0.90, P value 0.05; moderate quality evidence; support: two trials, 67 participants: SMD 0.25, 95% CI -0.24 to 0.73, P value 0.32; low quality evidence). None of the quantitative studies included reported adverse effects or harm due to telephone counselling. Three analytical themes (barriers and facilitators for successful implementation of telephone counselling, counsellor's emotional attitude and content of telephone counselling) and 16 descriptive themes that present the carers' needs for telephone counselling were identified in the thematic synthesis. Integration of quantitative and qualitative data shows potential for improvement. For example, no RCT reported that the counsellor provided 24-hour availability or that there was debriefing of the counsellor. Also, the qualitative studies covered a limited range of ways of performing telephone counselling., Authors' conclusions, There is evidence that telephone counselling can reduce depressive symptoms for carers of people with dementia and that telephone counselling meets important needs of the carer. This result needs to be confirmed in future studies that evaluate efficacy through robust RCTs and the experience aspect through qualitative studies with rich data.","Sabine Lins, Daniela HayderBeichel, Gerta Rucker, Edith Motschall, Gerd Antes, Gabriele Meyer, Gero Langer (2014).  Efficacy and experiences of telephone counselling for informal carers of people with dementia Cochrane Database of Systematic Reviews, #volume#(9),  #Pages#",0,,554
750,"Background, Multisystemic Therapy (MST) is an intensive, home-based intervention for families of youth with social, emotional, and behavioral problems. Masters-level therapists engage family members in identifying and changing individual, family, and environmental factors thought to contribute to problem behavior. Intervention may include efforts to improve communication, parenting skills, peer relations, school performance, and social networks. Most MST trials were conducted by program developers in the USA; results of one independent trial are available and others are in progress., Objectives, To provide unbiased estimates of the impacts of MST on restrictive out-of-home living arrangements, crime and delinquency, and other behavioral and psychosocial outcomes for youth and families., Search strategy, Electronic searches were made of bibliographic databases (including the Cochrane Library, C2-SPECTR, PsycINFO, Science Direct and Sociological Abstracts) as well as government and professional websites, from 1985 to January 2003. Reference lists of articles were examined, and experts were contacted., Selection criteria, Studies where youth (age 10-17) with social, emotional, and/or behavioral problems were randomised to licensed MST programs or other conditions (usual services or alternative treatments)., Data collection and analysis, Two reviewers independently reviewed 266 titles and abstracts; 95 full-text reports were retrieved, and 35 unique studies were identified. Two reviewers independently read all study reports for inclusion. Eight studies were eligible for inclusion. Two reviewers independently assessed study quality and extracted data from these studies., Main results, The most rigorous (intent-to-treat) analysis found no significant differences between MST and usual services in restrictive out-of-home placements and arrests or convictions. Pooled results that include studies with data of varying quality tend to favor MST, but these relative effects are not significantly different from zero. The study sample size is small and effects are not consistent across studies; hence, it is not clear whether MST has clinically significant advantages over other services., Authors' conclusions, There is inconclusive evidence of the effectiveness of MST compared with other interventions with youth.There is no evidence that MST has harmful effects.","Julia H. Littell, Margo Campbell, Stacy Green, Barbara Toews (2009).  Multisystemic Therapy for social, emotional, and behavioral problems in youth aged 10-17 Cochrane Database of Systematic Reviews, #volume#(4),  #Pages#",0,,555
751,"Background, Muscle weakness in old age is associated with physical function decline. Progressive resistance strength training (PRT) exercises are designed to increase strength., Objectives, To assess the effects of PRT on older people and identify adverse events., Search strategy, We searched the Cochrane Bone, Joint and Muscle Trauma Group Specialized Register (to March 2007), the Cochrane Central Register of Controlled Trials (The Cochrane Library 2007, Issue 2), MEDLINE (1966 to May 01, 2008), EMBASE (1980 to February 06 2007), CINAHL (1982 to July 01 2007) and two other electronic databases. We also searched reference lists of articles, reviewed conference abstracts and contacted authors., Selection criteria, Randomised controlled trials reporting physical outcomes of PRT for older people were included., Data collection and analysis, Two review authors independently selected trials, assessed trial quality and extracted data. Data were pooled where appropriate., Main results, One hundred and twenty one trials with 6700 participants were included. In most trials, PRT was performed two to three times per week and at a high intensity. PRT resulted in a small but significant improvement in physical ability (33 trials, 2172 participants; SMD 0.14, 95% CI 0.05 to 0.22). Functional limitation measures also showed improvements: e.g. there was a modest improvement in gait speed (24 trials, 1179 participants, MD 0.08 m/s, 95% CI 0.04 to 0.12); and a moderate to large effect for getting out of a chair (11 trials, 384 participants, SMD -0.94, 95% CI -1.49 to -0.38). PRT had a large positive effect on muscle strength (73 trials, 3059 participants, SMD 0.84, 95% CI 0.67 to 1.00). Participants with osteoarthritis reported a reduction in pain following PRT(6 trials, 503 participants, SMD -0.30, 95% CI -0.48 to -0.13). There was no evidence from 10 other trials (587 participants) that PRT had an effect on bodily pain. Adverse events were poorly recorded but adverse events related to musculoskeletal complaints, such as joint pain and muscle soreness, were reported in many of the studies that prospectively defined and monitored these events. Serious adverse events were rare, and no serious events were reported to be directly related to the exercise programme., Authors' conclusions, This review provides evidence that PRT is an effective intervention for improving physical functioning in older people, including improving strength and the performance of some simple and complex activities. However, some caution is needed with transferring these exercises for use with clinical populations because adverse events are not adequately reported.","Chiungju Liu, Nancy K. Latham (2009).  Progressive resistance strength training for improving physical function in older adults Cochrane Database of Systematic Reviews, #volume#(4),  #Pages#",0,,556
752,"Background, Traditional herbal therapies have been used for a long time to treat gastrointestinal disorders including irritable bowel syndrome, and their effectiveness from clinical research evidence needs to be systematically reviewed., Objectives, To assess the effectiveness and safety of herbal medicines in patients with irritable bowel syndrome., Search methods, We searched the following electronic databases till July 2004: The Cochrane Library (CENTRAL), MEDLINE, EMBASE, AMED, LILACS, the Chinese Biomedical Database, combined with hand searches of Chinese journals and conference proceedings till end of 2003. No language restriction was used., Selection criteria, Randomised controlled trials of herbal medicines compared with no treatment, placebo, pharmacological interventions were included., Data collection and analysis, Data were extracted independently by two authors. The methodological quality of trials was evaluated using the components of randomisation, allocation concealment, double blinding, and inclusion of randomised participants., Main results, Seventy-five randomised trials, involving 7957 participants with irritable bowel syndrome, met the inclusion criteria. The methodological quality of three double-blind, placebo-controlled trials was high, but the quality of remaining trials was generally low. Seventy-one different herbal medicines were tested in the included trials, in which herbal medicines were compared with placebo or conventional pharmacologic therapy. Herbal medicines were also combined with conventional therapy and compared to conventional therapy alone., Authors' conclusions, Some herbal medicines may improve the symptoms of irritable bowel syndrome. However, positive findings from less rigorous trials should be interpreted with caution due to inadequate methodology, small sample sizes, and lack of confirming data. Some herbal medicines deserve further examination in high-quality trials.","Ping Jian Liu, Min Yang, Yunxia Liu, Ling Mao Wei, Sameline Grimsgaard (2011).  Herbal medicines for treatment of irritable bowel syndrome Cochrane Database of Systematic Reviews, #volume#(5),  #Pages#",0,,557
753,"Background, Horticultural therapy is defined as the process of utilising fruits, vegetables, flowers and plants facilitated by a trained therapist or healthcare provider, to achieve specific treatment goals or to simply improve a person's well-being. It can be used for therapy or rehabilitation programs for cognitive, physical, social, emotional, and recreational benefits, thus improving the person's body, mind and spirit. Between 5% to 15% of people with schizophrenia continue to experience symptoms in spite of medication, and may also develop undesirable adverse effects, horticultural therapy may be of value for these people., Objectives, To evaluate the effects of horticultural therapy for people with schizophrenia or schizophrenia-like illnesses compared with standard care or other additional psychosocial interventions., Search methods, We searched the Cochrane Schizophrenia Group Trials Register (Janurary 2013) and supplemented this by contacting relevant study authors, and manually searching reference lists., Selection criteria, We included one randomised controlled trial (RCT) comparing horticultural therapy plus standard care with standard care alone for people with schizophrenia., Data collection and analysis, We reliably selected, quality assessed and extracted data. For continuous outcomes, we calculated a mean difference (MD) and for binary outcomes we calculated risk ratio (RR), both with 95% confidence intervals (CI). We assessed risk of bias and created a 'Summary of findings' table using the GRADE (Grades of Recommendation, Assessment, Development and Evaluation) approach., Main results, We included one single blind study (total n = 24). The overall risk of bias in the study was considered to be unclear although the randomisation was adequate. It compared a package of horticultural therapy which consisted of one hour per day of horticultural activity plus standard care with standard care alone over two weeks (10 consecutive days) with no long-term follow-up. Only two people were lost to follow-up in the study, both in the horticultural therapy group (1 RCT n = 24,RR 5.00 95% CI 0.27 to 94.34, very low quality evidence). There was no clear evidence of a difference in Personal Wellbeing Index (PWI-C) change scores between groups, however confidence intervals were wide (1 RCT n = 22, MD -0.90 95% CI -10.35 to 8.55, very low quality evidence). At the end of treatment, the Depression Anxiety Stress Scale (DASS21) change scores in horticultural therapy group were greater than that in the control group (1 RCT n = 22, MD -23.70 CI -35.37 to - 12.03, very low quality evidence). The only included study did not report on adverse effects of interventions., Authors' conclusions, Based on the current very low quality data, there is insufficient evidence to draw any conclusions on benefits or harms of horticultural therapy for people with schizophrenia. This therapy remains unproven and more and larger randomised trials are needed to increase high quality evidence in this area.","Yan Liu, Li Bo, Stephanie Sampson, Samantha Roberts, Guoyou Zhang, Weiping Wu (2014).  Horticultural therapy for schizophrenia Cochrane Database of Systematic Reviews, #volume#(5),  #Pages#",0,,558
754,"Background, Many survivors of stroke complain about attentional impairments, such as diminished concentration and mental slowness. However, the effectiveness of cognitive rehabilitation for improving these impairments is uncertain., Objectives, To determine whether (1) people receiving attentional treatment show better outcomes in their attentional functions than those given no treatment or treatment as usual, and (2) people receiving attentional treatment techniques have a better functional recovery, in terms of independence in activities of daily living, mood and quality of life, than those given no treatment or treatment as usual., Search methods, We searched the Cochrane Stroke Group Trials Register (October 2012), Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library October 2012), MEDLINE (1948 to October 2012), EMBASE (1947 to October 2012), CINAHL (1981 to October 2012), PsycINFO (1806 to October 2012), PsycBITE and REHABDATA (searched October 2012) and ongoing trials registers. We screened reference lists and tracked citations using Scopus., Selection criteria, We included randomised controlled trials (RCTs) of cognitive rehabilitation for impairments of attention for people with stroke. The primary outcome was measures of global attentional functions, and secondary outcomes were measures of attention domains, functional abilities, mood and quality of life., Data collection and analysis, Two review authors independently selected trials, extracted data and assessed trial quality., Main results, We included six RCTs with 223 participants. All six RCTs compared cognitive rehabilitation with a usual care control. Meta-analyses demonstrated no statistically significant effect of cognitive rehabilitation for persisting effects on global measures of attention (two studies, 99 participants; standardised mean difference (SMD) 0.16, 95% confidence interval (CI) -0.23 to 0.56; P value = 0.41), standardised attention assessments (two studies, 99 participants; P value >= 0.08) or functional outcomes (two studies, 99 participants; P value >= 0.15). In contrast, a statistically significant effect was found in favour of cognitive rehabilitation when compared with control for immediate effects on measures of divided attention (four studies, 165 participants; SMD 0.67, 95% CI 0.35 to 0.98; P value < 0.0001) but no significant effects on global attention (two studies, 53 participants; P value = 0.06), other attentional domains (six studies, 223 participants; P value >= 0.16) or functional outcomes (three studies, 109 participants; P value >= 0.21)., Authors' conclusions, The effectiveness of cognitive rehabilitation remains unconfirmed. The results suggest there may be a short-term effect on attentional abilities, but future studies need to assess the persisting effects and measure attentional skills in daily life. Trials also need to have higher methodological quality and better reporting.","Tobias Loetscher, Nadina B. Lincoln (2013).  Cognitive rehabilitation for attention deficits following stroke Cochrane Database of Systematic Reviews, #volume#(5),  #Pages#",0,,559
755,"This is the protocol for a review and there is no abstract. The objectives are as follows:, To assess the efficacy of cognitive-behavioural-based therapy as a treatment for adults with ADHD.","Luis Pablo Lopez, Manuel Fernando Torrente, Agustin Ciapponi, Graciela Alicia Lischinsky, Marcelo CetkovichBakmas, Ignacio Juan Rojas, Marina Romano, Facundo F. Manes (2013).  Cognitive-behavioural interventions for attention deficit hyperactivity disorder (ADHD) in adults Cochrane Database of Systematic Reviews, #volume#(11),  #Pages#",0,,560
756,"Background, This is an update of the original Cochrane Review, last published in 2012 (Loy 2012). Children and youths with disruptive behaviour disorders may present to health services, where they may be treated with atypical antipsychotics. There is increasing usage of atypical antipsychotics in the treatment of disruptive behaviour disorders., Objectives, To evaluate the effect and safety of atypical antipsychotics, compared to placebo, for treating disruptive behaviour disorders in children and youths. The aim was to evaluate each drug separately rather than the class effect, on the grounds that each atypical antipsychotic has different pharmacologic binding profile () and that this is clinically more useful., Search methods, In January 2017, we searched CENTRAL, MEDLINE, Embase, five other databases and two trials registers., Selection criteria, Randomised controlled trials of atypical antipsychotics versus placebo in children and youths aged up to and including 18 years, with a diagnosis of disruptive behaviour disorders, including comorbid ADHD. The primary outcomes were aggression, conduct problems and adverse events (i.e. weight gain/changes and metabolic parameters). The secondary outcomes were general functioning, noncompliance, other adverse events, social functioning, family functioning, parent satisfaction and school functioning., Data collection and analysis, We used standard methodological procedures expected by Cochrane. Two review authors (JL and KS) independently collected, evaluated and extracted data. We used the GRADE approach to assess the quality of the evidence. We performed meta-analyses for each of our primary outcomes, except for metabolic parameters, due to inadequate outcome data., Main results, We included 10 trials (spanning 2000 to 2014), involving a total of 896 children and youths aged five to 18 years. Bar two trials, all came from an outpatient setting. Eight trials assessed risperidone, one assessed quetiapine and one assessed ziprasidone. Nine trials assessed acute efficacy (over four to 10 weeks); one of which combined treatment with stimulant medication and parent training. One trial was a six-month maintenance trial assessing symptom recurrence., Authors' conclusions, There is some evidence that in the short term risperidone may reduce aggression and conduct problems in children and youths with disruptive behaviour disorders There is also evidence that this intervention is associated with significant weight gain.","Jik H. Loy, Sally N. Merry, Sarah E. Hetrick, Karolina Stasiak (2017).  Atypical antipsychotics for disruptive behaviour disorders in children and youths Cochrane Database of Systematic Reviews, #volume#(8),  #Pages#",0,,561
757,"This is a protocol for a Cochrane Review (Intervention). The objectives are as follows:, To compare the effectiveness of different work break schedules for preventing or decreasing WRMS in workers.","Tessy Luger, Christopher G. Maher, Monika A. Rieger, Benjamin Steinhilber (2017).  Work-break schedules for preventing musculoskeletal disorders in workers Cochrane Database of Systematic Reviews, #volume#(11),  #Pages#",0,,562
758,"Background, Respiratory hazards are common in the workplace. Depending on the hazard and exposure, the health consequences may include: mild to life-threatening illnesses from infectious agents, acute effects ranging from respiratory irritation to chronic lung conditions, or even cancer from exposure to chemicals or toxins. Use of respiratory protective equipment (RPE) is an important preventive measure in many occupational settings. RPE only offers protection when worn properly, when removed safely and when it is either replaced or maintained regularly. The effectiveness of behavioural interventions either directed at employers or organisations or directed at individual workers to promote RPE use in workers remains an important unanswered question., Objectives, To assess the effects of any behavioural intervention either directed at organisations or at individual workers on observed or self-reported RPE use in workers when compared to no intervention or an alternative intervention., Search methods, We searched the Cochrane Work Group Specialised Register, the Cochrane Central Register of Controlled Trials (CENTRAL 2016, Issue 07), MEDLINE (1980 to 12 August 2016), EMBASE (1980 to 20 August 2016) and CINAHL (1980 to 12 August 2016)., Selection criteria, We included randomised controlled trials (RCTs), controlled before and after (CBA) studies and interrupted time-series (ITS) comparing behavioural interventions versus no intervention or any other behavioural intervention to promote RPE use in workers., Data collection and analysis, Four authors independently selected relevant studies, assessed risk of bias and extracted data. We contacted investigators to clarify information. We pooled outcome data from included studies where the studies were sufficiently similar., Main results, We included 14 studies that evaluated the effect of training and education on RPE use, which involved 2052 participants. The included studies had been conducted with farm, healthcare, production line, office and coke oven workers as well as nursing students and people with mixed occupations. All included studies reported the effects of interventions as use of RPE, as correct use of RPE or as indirect measures of RPE use. We did not find any studies where the intervention was delivered and assessed at the whole organization level or in which the main focus was on positive or negative incentives. We rated the quality of the evidence for all comparisons as low to very low., Authors' conclusions, There is very low quality evidence that behavioural interventions, namely education and training, do not have a considerable effect on the frequency or correctness of RPE use in workers. There were no studies on incentives or organisation level interventions. The included studies had methodological limitations and we therefore need further large RCTs with clearer methodology in terms of randomised sequence generation, allocation concealment and assessor blinding, in order to evaluate the effectiveness of behavioural interventions for improving the use of RPE at both organisational and individual levels. In addition, further studies should consider some of the barriers to the successful use of RPE, such as experience of health risk, types of RPE and the employer's attitude to RPE use.","Yen Bao Luong Thanh, Malinee Laopaiboon, David Koh, Pornpun Sakunkoo, Hla Moe (2016).  Behavioural interventions to promote workers' use of respiratory protective equipment Cochrane Database of Systematic Reviews, #volume#(12),  #Pages#",0,,563
759,"This is the protocol for a review and there is no abstract. The objectives are as follows:, To assess the effects of the range of school-based psychological or educational prevention programmes that are available to prevent suicide and suicidal behaviour in adolescents.","Emily Macleod, Shyamala NadaRaja, Annette Beautrais, Roger Shave, Vanessa Jordan (2015).  Primary prevention of suicide and suicidal behaviour for adolescents in school settings Cochrane Database of Systematic Reviews, #volume#(12),  #Pages#",0,,564
760,"Background, Valproate has become a leading adjunctive and alternative treatment to lithium in bipolar disorder., Objectives, To determine the efficacy and acceptability of valproate in acute episodes of bipolar disorder., Search methods, Registers and databases:, Selection criteria, Randomised controlled trials comparing valproate with placebo and other medications for any acute episode. Bipolar patients, male and female, of all ages were included., Data collection and analysis, Data extraction and methodological quality assessment were each performed independently by two reviewers. For analysis, relative risk was used for binary efficacy outcomes and the weighted mean difference or standardised mean difference used for continuously distributed outcomes., Main results, Ten trials compared valproate with other interventions in mania. None examined depression or mixed affective episodes. Data were extracted on 'failure to respond by the end of the study' (i.e.less than 50% reduction in Young Mania Rating Scale or SADS-S mania scale). Three trials (316 participants) compared valproate with placebo. Three trials (158 participants) compared valproate with lithium. Two trials (363 participants) compared valproate with olanzapine. One trial (36 participants) compared valproate with haloperidol. Two trials (59 patients) compared valproate with carbamazepine., Authors' conclusions, There is consistent, if limited, evidence that valproate is an efficacious treatment for acute mania. Valproate may be less efficacious than olanzapine. More, rigorously designed, trials over the full range of acute affective episodes are required.","Karine Macritchie, John Geddes, Jan Scott, D. R. Haslam, Mauricio Silva de Lima, Guy Goodwin (2015).  Valproate for acute mood episodes in bipolar disorder Cochrane Database of Systematic Reviews, #volume#(6),  #Pages#",0,,565
761,"This is the protocol for a review and there is no abstract. The objectives are as follows:, To review the effects of rehabilitation programs, compared with standard care for people with schizophrenia.","Samer Makhoul, Clive E. Adams, Vijender Balain (2012).  Rehabilitation programmes for schizophrenia Cochrane Database of Systematic Reviews, #volume#(2),  #Pages#",0,,566
762,"Background, Folate deficiency can result in congenital neural tube defects and megaloblastic anaemia. Low folate levels may be due to insufficient dietary intake or inefficient absorption, but impaired metabolic utilization also occurs., Objectives, To examine the effects of folic acid supplementation, with or without vitamin B12, on elderly healthy or demented people, in preventing cognitive impairment or retarding its progress., Search strategy, Trials were identified from a search of the Cochrane Dementia and Cognitive Improvement Group's Specialized Register on 10 October 2007 using the terms: folic acid, folate, vitamin B9, leucovorin, methyltetrahydrofolate, vitamin B12, cobalamin and cyanocobalamin. This Register contains references from all major health care databases and many ongoing trials databases. In addition MEDLINE, EMBASE, CINAHL, PsychINFO and LILACS were searched (years 2003-2007) for additional trials of folate with or without vitamin B12 on healthy elderly people., Selection criteria, All double-blind, placebo-controlled, randomized trials, in which supplements of folic acid with or without vitamin B12 were compared with placebo for elderly healthy people or people with any type of dementia or cognitive impairment., Data collection and analysis, The reviewers independently applied the selection criteria and assessed study quality. One reviewer extracted and analysed the data. In comparing intervention with placebo, weighted mean differences and standardized mean difference or odds ratios were estimated., Main results, Eight randomized controlled trials fulfilled the inclusion criteria for this review. Four trials enrolled healthy older people, and four recruited participants with mild to moderate cognitive impairment or dementia with or without diagnosed folate deficiency. Pooling the data was not possible owing to heterogeneity in sample selections, outcomes, trial duration, and dosage. Two studies involved a combination of folic acid and vitamin B12., Authors' conclusions, The small number of studies which have been done provide no consistent evidence either way that folic acid, with or without vitamin B12, has a beneficial effect on cognitive function of unselected healthy or cognitively impaired older people. In a preliminary study, folic acid was associated with improvement in the response of people with Alzheimer's disease to cholinesterase inhibitors. In another, long-term use appeared to improve the cognitive function of healthy older people with high homocysteine levels. More studies are needed on this important issue.","Reem Malouf, John Grimley Evans (2009).  Folic acid with or without vitamin B12 for the prevention and treatment of healthy elderly and demented people Cochrane Database of Systematic Reviews, #volume#(4),  #Pages#",0,,567
763,"Background, Irritable bowel syndrome (IBS) is a common, costly, and difficult to treat disorder that impairs health-related quality of life and work productivity. Evidence-based treatment guidelines have been unable to provide guidance on the effects of acupuncture for IBS because the only previous systematic review included only small, heterogeneous and methodologically unsound trials., Objectives, The primary objectives were to assess the efficacy and safety of acupuncture for treating IBS., Search methods, MEDLINE, the Cochrane Central Register of Controlled Trials, EMBASE, the Cumulative Index to Nursing and Allied Health, and the Chinese databases Sino-Med, CNKI, and VIP were searched through November 2011., Selection criteria, Randomized controlled trials (RCTs) that compared acupuncture with sham acupuncture, other active treatments, or no (specific) treatment, and RCTs that evaluated acupuncture as an adjuvant to another treatment, in adults with IBS were included., Data collection and analysis, Two authors independently assessed the risk of bias and extracted data. We extracted data for the outcomes overall IBS symptom severity and health-related quality of life. For dichotomous data (e.g. the IBS Adequate Relief Question), we calculated a pooled relative risk (RR) and 95% confidence interval (CI) for substantial improvement in symptom severity after treatment. For continuous data (e.g. the IBS Severity Scoring System), we calculated the standardized mean difference (SMD) and 95% CI in post-treatment scores between groups., Main results, Seventeen RCTs (1806 participants) were included. Five RCTs compared acupuncture versus sham acupuncture. The risk of bias in these studies was low. We found no evidence of an improvement with acupuncture relative to sham (placebo) acupuncture for symptom severity (SMD -0.11, 95% CI -0.35 to 0.13; 4 RCTs; 281 patients) or quality of life (SMD = -0.03, 95% CI -0.27 to 0.22; 3 RCTs; 253 patients). Sensitivity analyses based on study quality did not change the results. A GRADE analysis indicated that the overall quality of the evidence for the primary outcomes in the sham controlled trials was moderate due to sparse data. The risk of bias in the four Chinese language comparative effectiveness trials that compared acupuncture with drug treatment was high due to lack of blinding. The risk of bias in the other studies that did not use a sham control was high due to lack of blinding or inadequate methods used for randomization and allocation concealment or both. Acupuncture was significantly more effective than pharmacological therapy and no specific treatment. Eighty-four per cent of patients in the acupuncture group had improvement in symptom severity compared to 63% of patients in the pharmacological treatment group (RR 1.28, 95% CI 1.12 to 1.45; 5 studies, 449 patients). A GRADE analysis indicated that the overall quality of the evidence for this outcome was low due to a high risk of bias (no blinding) and sparse data. Sixty-three per cent of patients in the acupuncture group had improvement in symptom severity compared to 34% of patients in the no specific therapy group (RR 2.11, 95% CI 1.18 to 3.79; 2 studies, 181 patients). There was no statistically significant difference between acupuncture and Bifidobacterium (RR 1.07, 95% CI 0.90 to 1.27; 2 studies; 181 patients) or between acupuncture and psychotherapy (RR 1.05, 95% CI 0.87 to 1.26; 1 study; 100 patients). Acupuncture as an adjuvant to another Chinese medicine treatment was significantly better than the other treatment alone. Ninety-three per cent of patients in the adjuvant acupuncture group improved compared to 79% of patients who received Chinese medicine alone (RR 1.17, 95% CI 1.02 to 1.33; 4 studies; 466 patients). There was one adverse event (i.e. acupuncture syncope) associated with acupuncture in the 9 trials that reported this outcome, although relatively small sample sizes limit the usefulness of these safety data., Authors' conclusions, Sham-controlled RCTs have found no benefits of acupuncture relative to","Eric Manheimer, Ke Cheng, Susan L. Wieland, Shih Li Min, Xueyong Shen, Brian M. Berman, Lixing Lao (2012).  Acupuncture for treatment of irritable bowel syndrome Cochrane Database of Systematic Reviews, #volume#(5),  #Pages#",0,,568
764,"Background, Low back pain (LBP) is associated with enormous personal and societal burdens, especially when it reaches the chronic stage of the disorder (pain for a duration of more than three months). Indeed, individuals who reach the chronic stage tend to show a more persistent course, and they account for the majority of social and economic costs. As a result, there is increasing emphasis on the importance of intervening at the early stages of LBP., Objectives, To examine the effectiveness of MBR for subacute LBP (pain for a duration of six to 12 weeks) among adults, with a focus on pain, back-specific disability, and work status., Search methods, We searched for relevant trials in any language by a computer-aided search of CENTRAL, MEDLINE, Embase, CINAHL, PsycINFO and two trials registers. Our search is current to 13 July 2016., Selection criteria, We included randomised controlled trials (RCTs) of adults with subacute LBP. We included studies that investigated a MBR program compared to any type of control intervention. We defined MBR as an intervention that included a physical component (e.g. pharmacological, physical therapy) in combination with either a psychological, social, or occupational component (or any combination of these). We also required involvement of healthcare professionals from at least two different clinical backgrounds with appropriate training to deliver the component for which they were responsible., Data collection and analysis, We used standard methodological procedures expected by Cochrane. In particular, the data extraction and 'risk of bias' assessment were conducted by two people, independently. We used the Cochrane tool to assess risk of bias and the GRADE approach to assess the overall quality of the evidence for each outcome., Main results, We included a total of nine RCTs (981 participants) in this review. Five studies were conducted in Europe and four in North America. Sample sizes ranged from 33 to 351. The mean age across trials ranged between 32.0 and 43.7 years., Authors' conclusions, On average, people with subacute LBP who receive MBR will do better than if they receive usual care, but it is not clear whether they do better than people who receive some other type of treatment. However, the available research provides mainly low to very low-quality evidence, thus additional high-quality trials are needed before we can describe the value of MBP for clinical practice.","Teresa J. Marin, Dwayne Van Eerd, Emma Irvin, Rachel Couban, Bart W. Koes, Antti Malmivaara, Maurits W. van Tulder, Steven J. Kamper (2017).  Multidisciplinary biopsychosocial rehabilitation for subacute low back pain Cochrane Database of Systematic Reviews, #volume#(6),  #Pages#",0,,569
