X,title,abstract,authors,Included,doi,ID
170,Stress management and innovation interventions at work,"A study among health-care workers is reported where a traditional stress management program (n = 66) was compared with an intervention promoting innovation at work as a form of stress management (n = 52), and a control group (n = 84). Measures relating to both the process of participation in the respective interventions, and outcome in terms of psychological well-being were taken. The traditional program, emphasizing cognitive-behavioral and arousal reduction techniques, was associated with improvements in general psychological strain and job satisfaction. The intervention promoting innovative responses to stressors (e.g., changing work methods, modifying working relations with colleagues) was associated with improvements in work-related stress, and innovation. Statistical analysis suggested session process variables, in addition to the theoretical orientations of the respective interventions, were associated with outcome variance. Follow-up data, 1 year post-intervention, suggested short-term gains on outcome variables relating to psychological well-being were not maintained. However, increases in levels of innovation, although not apparent post-intervention (3 months), were significant after 1 year. It is concluded that stress management research should focus more on process variables, and that interventions promoting innovation at work, show some promise in addressing occupational strain.","Bunce, D; West, MA",0,10.1177/001872679604900205,126
171,Evaluation of a Comprehensive Employee Wellness Program at an Organization With a Consumer-Directed Health Plan,"Objective: Consumer-directed health plans (CDHPs) are popular among employers in the United States. This study examined an employee wellness program and its association with employee health in an organization that recently initiated a CDHP. Methods: This retrospective observational analysis compared the health risks, employer-paid health care costs, and short-term disability absences of employees of a large financial services corporation from 2009 to 2010. Results: The two-time health risk appraisal participants had a significant improvement in the percentage of employees in the overall low-risk category. The average annual employer-paid medical and pharmacy costs did not significantly change. For employees who improved their health risk category, there was a commensurate change in costs and absences. Conclusions: In a difficult economic climate, this organization began a health promotion program for employees as well as a new CDHP benefit structure. No short-term reduction in health care usage or overall health status was observed.","Burton, WN; Chen, CY; Li, XQ; Schultz, AB; Kasiarz, D; Edington, DW",0,10.1097/JOM.0000000000000121,127
172,Employee stress levels and the intention to participate in a worksite smoking cessation program,"This study examines the nature and extent of the relationship between stress levels and intentions to participate in a worksite smoking cessation program among male current smokers (n = 220) employed in an automobile manufacturing plant. A plantwide survey was conducted which measured job stress, nonjob stress, smoking behavior, and intent to participate. The results of polychotomous logistic regressions suggest that among the current smokers in this plant, job and nonjob stress were positively associated with workers' intentions to participate in a worksite smoking cessation program. Thus, contrary to the popular notion that stress diminishes the motivation to quit, employees under high levels of stress may be most receptive to educational interventions intended to persuade smokers to commit to quitting.","Chan, WF; Heaney, CA",0,10.1023/A:1025565013675,128
173,A Controlled Pilot Evaluation of Acceptance and Commitment Training for Intellectual Disability Staff,"The present study pilot tested a mindfulness and acceptance-based work stress reduction intervention for intellectual disability staff. The intervention combined Acceptance and Commitment Training (ACT) with instruction in applied behavior analysis. This combined intervention was compared to a control condition consisting of applied behavior analysis training only. Considering both distressed and nondistressed participants, between-group differences were observed only for participants who reported that they had been consistently applying the techniques they had learned. In addition, ACT group participants with higher levels of psychological distress at pretest showed greater reductions in psychological distress from pretest to follow-up when compared to their control group counterparts. A concurrent decrease in the believability of burnout-related thoughts was observed in the ACT group from pretest to follow-up, relative to the control group. These results support and extend previous research on ACT interventions for intellectual disability staff. Â© 2012 Springer Science+Business Media, LLC.","Bethay J.S., Wilson K.G., Schnetzer L.W., Nassar S.L., Bordieri M.J.",1,10.1007/s12671-012-0103-8,129
174,Intimate Partner Violence and Welfare Participation: A Longitudinal Causal Analysis,"This longitudinal study examined the temporal-ordered causal relationship between intimate partner violence (IPV), five mental disorders (depression, generalized anxiety disorder, social phobia, panic attack, posttraumatic stress disorder [PTSD]), alcohol abuse/dependence, drug abuse/dependence, treatment seeking (from physician, counselor, and self-help group), employment, child support, and welfare participation. It was a secondary data analysis of records of 571 women; the records were extracted from the study ""Violence Against Women and the Role of Welfare Reform"" (VAWRWR). Results from generalized estimating equations (GEE) showed that experiencing controlling behaviors reduced likelihood of welfare participation whereas experiencing physical abuse increased it. Significant impact on welfare participation was wielded by panic attack, drug abuse/dependence, and employment; treatment seeking and child support made no significant impact. The study found no significant mediating effect wielded by panic attack, drug abuse/dependence, employment, or child support on welfare participation's relationship to controlling behaviors or physically abusive behaviors experienced. Implications for intervention are discussed. Â© The Author(s) 2012.",Cheng T.C.,0,10.1177/0886260512455863,130
175,Dancing between Theory and Practice: Enhancing Work Engagement through Work Stress Intervention,"This quasi-experimental and longitudinal study assesses the effectiveness of a work stress intervention (i.e., Team Redesign) to increase job and personal resources and to consequently reduce job strain and increase employee psychosocial well-being in an enamel manufacturing company following the Resources-Experiences-Demands Model (RED Model) and within the Action-Research approach. The sample consisted of 108 employees at Time 1 and 72 employees at Time 2. Repeated-measures multivariable analysis of variance (MANOVA) showed that the Time x Intervention interaction had reliable, positive, and incremental effects on job resources (i.e., innovation climate), personal resources (i.e., professional self-efficacy and perceived competence), and motivational outcomes (i.e., work engagement, vigor, and dedication) on the intervention group (laboratory team, n = 9) when compared with the control group (n = 63 employees from different departments). Finally, we discuss the theoretical and practical implications based on the RED Model, including the feedback from Intervention (Action) to Theory (Research). (C) 2010 Wiley Periodicals, Inc.","Cifre, E; Salanova, M; Rodriguez-Sanchez, AM",0,10.1002/hfm.20232,131
176,The integration of studio cycling into a worksite stress management programme,"High stress is a prevalent problem in the worksite. To reduce stress, improve productivity, reduce absenteeism, and lower healthcare costs, many companies offer exercise classes or stress management programmes. Although physical activity is an important component of stress management, few worksites have integrated physical activity into their comprehensive stress reduction programmes. The purpose of this single-arm pilot project was to examine the potential effectiveness of an integrated exercise (studio cycling) and cognitive-behavioural stress management programme. Eighty-four adults, 75% female, mostly aged 40+years, participated in an integrated 12-week cycling studio and cognitive-behavioural stress management programme. Participants experienced a significant and clinically meaningful reduction on the Perceived Stress Scale (p<0.01), rating of current stress level and confidence to manage stress at the programme's end and at a 1-month follow-up. Participants also reported having significantly improved overall health, improved nutritional habits, higher physical activity level, greater confidence in their ability to follow a healthy diet, higher spiritual well-being, improved sleep, receiving more support for maintaining healthy living and improved quality of life at the completion of the 12-week programme and 1-month follow-up. These findings provide further support for an integrated exercise and stress management programme. Copyright Â© 2013 John Wiley & Sons, Ltd. Â© 2013 John Wiley & Sons, Ltd.","Clark M.M., Soyring J.E., Jenkins S.M., Daniels D.C., Berkland B.E., Werneburg B.L., Hagen P.T., Lopez-Jimenez F., Warren B.A., Olsen K.D.",0,10.1002/smi.2514,132
177,Emotional intelligence in social work,"Abstract copyright data collection owner.The aim of this research project was to examine the relationship between Emotional Intelligence, stress, burnout and social work practice and also assess whether Emotional Intelligence training for social workers would reduce their burnout rates and improve their practice over time. The study design used a Randomised Control Trial over 12 months collecting quantitative data at 6 time points, two before the Emotional Intelligence Training and 4 after the Emotional Intelligence Training. Twenty-five percent of participants also took part in a qualitative interview. 207 Child and family social workers took part in the study from eight local authorities in the UK.Project description:This interdisciplinary project examines whether emotional intelligence helps professionals in emotionally demanding jobs such as social work to perform well and whether it helps them to manage their anxiety and stress. Emotional intelligence indicates how good someone is at understanding how emotions work, recognising emotions in themselves, recognising emotions in others, managing their own emotions and managing emotions in others. This project aims to assess the influence of Emotional Intelligence (EI) training for social workers in relation to burnout and performance using a randomised control trial. It also aims to produce a psychometric measure of social work performance created from the perspective of social workers, managers, service users and educators. The three year study has four phases: (1) a literature review and focus groups will identify items which tap into behavioural characteristics of social worker performance; (2) will validate a social work performance measure created from phase 1; (3) an emotional intelligence intervention will be designed using elements from existing EI programmes which show effects on outcomes; (4) a randomised control trial will evaluate an emotional intelligence training intervention for social workers and assess its effect on social work performance and stress. Copyright: Laura Paule Biggart, University of East Anglia","Biggart, Laura Paule",1,http://dx.doi.org/10.5255/UKDA-SN-852431,133
178,Organisational interventions,"Within developed economies, work-related psychological stress represents a significant burden to employees, organisations, and society. In light of these substantial costs, there is a clear requirement for comprehensive stress prevention and management programs. Despite this acknowledged requirement, there is a disproportionate focus on interventions targeting individual workers, relative to interventions targeting organisational sources of stress, in the published research literature. Furthermore, published examples of organisational interventions have been predominantly conducted in Europe and the US, where labour conditions differ markedly from those within the Asia-Pacific region. This chapter will provide an overview of organisational intervention research, with a specific focus on issues relating to the development, implementation, and evaluation of organisational interventions within the Asia-Pacific region. Two case studies reflecting successful organisational intervention programs conducted in Japan and Australia will be presented. Finally, challenges associated with implementing organisational interventions will be discussed, with a specific focus on potential solutions for overcoming these challenges and directions for future research within the Asia-Pacific region. Â© 2014 Springer Science+Business Media Dordrecht. All rights are reserved.","Biggs A., Noblet A., Allisey A.",1,10.1007/978-94-017-8975-2_19,134
179,From distress guidelines to developing models of psychosocial care: Current best practices,"Psychological distress has been recognized as having a significant effect upon cognitive and emotional functioning, quality of life, and in some populations increased costs of care. Screening for distress and provision of psychosocial care in oncology treatment settings has been identified as a future accreditation standard by the American College of Surgeons Commission on Cancer (CoC). Because there are few available models of programs of distress screening and referral to inform oncology social workers and other members of the psychosocial support team with planning their own programs, this article seeks to provide exemplars of best practices that are currently in place in four different settings where psychosocial support is provided to people living with cancer and their families. Each program will provide an overview of how it was successfully established and its contribution toward evolving evidence-informed best practices. Â© 2012 Copyright Taylor and Francis Group, LLC.","Clark P.G., Bolte S., Buzaglo J., Golant M., Daratsos L., Loscalzo M.",0,10.1080/07347332.2012.721488,135
180,A web-based approach to managing stress and mood disorders in the workforce,"Objective: To evaluate the effectiveness of a web-based multimedia health promotion program for the workplace, designed to help reduce stress and to prevent depression, anxiety, and substance abuse. Methods: Using a randomized controlled trial design, 309 working adults were randomly assigned to the web-based condition or to a wait control condition. All participants were assessed on multiple selfreported outcomes at pretest and Posttest. Results: Relative to controls, the web-based group reduced their stress, increased their knowledge of depression and anxiety, developed more positive attitudes toward treatment, and adopted a more healthy approach to alcohol consumption., Conclusions: Wefound that a brief and easily adaptable web-based stress management program can simultaneously reduce worker stress and address stigmatized behavioral health problems by embedding this prevention material into a more positive stress management framework.","Billings, Douglas W.; Cook, Royer F.; Hendrickson, April; Dove, David C.",0,10.1097/JOM.0b013e31816c435b,136
181,Evaluating organizational-level work stress interventions: Beyond traditional methods,"Since the early 1990s, there has been a growing literature on organizational-level interventions for work-related stress, and associated calls for such interventions to be evaluated. At the same time, doubts have been expressed about the adequacy of traditional scientific research methods in applied psychology (the natural science paradigm) in providing an effective framework for such evaluations. This paper considers some of the philosophical and methodological issues raised by evaluation research in relation to organizational-level interventions for work-related stress. Four key issues are discussed: the concept of a study being ""fit for purpose"" in relation to research designs and the nature of acceptable evidence; the issue of control of research conditions in real-world studies; the need to evaluate process as well as outcome, including the interrelated nature of process and outcome; and the interpretation of imperfect evidence sets. The starting point of this paper is the reality of organizational life, which is complex and continually changing. Its main objective is not to offer an alternative to a scientific approach but to argue for a more broadly conceived and eclectic framework for evaluation that acknowledges the limitations of the traditional approach. It espouses an approach that is reflective of the reality of organizational life and in which the methods used for evaluating an intervention are fit for purpose. The paper concludes by offering an outline framework for this broader approach to the evaluation of interventions. Â© 2007 Taylor & Francis.","Cox T., Karanika M., Griffiths A., Houdmont J.",0,10.1080/02678370701760757,137
182,Evaluation of a biofeedback-assisted meditation program as a stress management tool for hospital nurses: A pilot study,"Objective: To assess whether a self-directed, computer-guided meditation training program is useful for stress reduction in hospital nurses. Design: We prospectively evaluated participants before and after a month-long meditation program. The meditation program consisted of 15 computer sessions that used biofeedback to reinforce training. Participants were instructed to practice the intervention for 30 minutes per session, four times a week, for four weeks. Visual analogue scales were used to measure stress, anxiety, and quality of life (assessments were performed using Linear Analogue Self-Assessment [LASA], State Trait Anxiety Inventory [STAI], and Short-Form 36 [SF-36] questionnaires). Differences in scores from baseline to the study's end were compared using the paired t test. Results: Eleven registered nurses not previously engaged in meditation were enrolled; eight completed the study. Intent-to-treat analysis showed significant improvement in stress management, as measured by SF-36 vitality subscale (P = .04), STAI (P = .03), LASA stress (P = .01), and LASA anxiety (P = .01). Nurses were highly satisfied with the meditation program, rating it 8.6 out of 10. Conclusions: The results of this pilot study suggest the feasibility and efficacy of a biofeedback-assisted, self-directed, meditation training program to help hospital nurses reduce their stress and anxiety. Optimal frequency of use of the program, as well as the duration of effects, should be addressed in future studies. Â© 2011 Elsevier Inc.","Cutshall S.M., Wentworth L.J., Wahner-Roedler D.L., Vincent A., Schmidt J.E., Loehrer L.L., Cha S.S., Bauer B.A.",0,10.1016/j.explore.2010.12.004,138
183,Development of a Logic Model for a Physical Activity-Based Employee Wellness Program for Mass Transit Workers,"Transportation workers, who constitute a large sector of the workforce, have worksite factors that harm their health. Worksite wellness programs must target this at-risk population. Although physical activity is often a component of worksite wellness logic models, we consider it the cornerstone for improving the health of mass transit employees. Program theory was based on in-person interviews and focus groups of employees. We identified 4 short-term outcome categories, which provided a chain of responses based on the program activities that should lead to the desired end results. This logic model may have significant public health impact, because it can serve as a framework for other US mass transit districts and worksite populations that face similar barriers to wellness, including truck drivers, railroad employees, and pilots. The objective of this article is to discuss the development of a logic model for a physical activity based mass-transit employee wellness program by describing the target population, program theory, the components of the logic model, and the process of its development.","Das, BM; Petruzzello, SJ; Ryan, KE",0,10.5888/pcd11.140124,139
184,STRETCHING AND JOINT MOBILIZATION EXERCISES REDUCE CALL-CENTER OPERATORS' MUSCULOSKELETAL DISCOMFORT AND FATIGUE,"AIM: We sought to evaluate musculoskeletal discomfort and mental and physical fatigue in the call-center workers of an airline company before and after a supervised exercise program compared with rest breaks during the work shift.INTRODUCTION: This was a longitudinal pilot study conducted in a flight-booking call-center for an airline in Sao Paulo, Brazil. Occupational health activities are recommended to decrease the negative effects of the call-center working conditions. In practice, exercise programs are commonly recommended for computer workers, but their effects have not been studied in call-center operators.METHODS: Sixty-four call-center operators participated in this study. Thirty-two subjects were placed into the experimental group and attended a 10-min daily exercise session for 2 months. Conversely, 32 participants were placed into the control group and took a 10-min daily rest break during the same period. Each subject was evaluated once a week by means of the Corlett-Bishop body map with a visual analog discomfort scale and the Chalder fatigue questionnaire.RESULTS: Musculoskeletal discomfort decreased in both groups, but the reduction was only statistically significant for the spine and buttocks (p=0.04) and the sum of the segments (p=0.01) in the experimental group. In addition, the experimental group showed significant differences in the level of mental fatigue, especially in questions related to memory Rienzo,#181ff and tiredness (p=0.001).CONCLUSIONS: Our preliminary results demonstrate that appropriately designed and supervised exercise programs may be more efficient than rest breaks in decreasing discomfort and fatigue levels in call-center operators.","de Castro Lacaze, Denise Helena; Sacco, Isabel de C. N.; Rocha, Lys Esther; de Braganca Pereira, Carlos Alberto; Casarotto, Raquel Aparecida",0,10.1590/S1807-59322010000700003,140
185,Stress management interventions: what do managers actually do?,"Presents a report of research which surveyed managers' views on stress, their beliefs about stress interventions and who should be responsible for addressing job-related stress problems. Stress management interventions have embedded in them a range of practices that offer opportunities for individual development and employee wellbeing. Equally, though, there is a strongly-held belief that many interventions fall short, because they offer only a partial solution or fail to recognize the wider contextual-structural issues within which organisational behaviour takes place. One reason for this may be that little attempt has been made to find out what managers understand by stress and the extent to which they think that their organisation has a responsibility to address problems of stress. Both qualitative and quantitative techniques were used to explore these issues, using a sample of 540 New Zealand managers. The results draw attention to a number of issues including: do managers' views of stress reflect acknowledged definitions? Who should assume responsibility for managing stress? What do managers mean when they indicate that an intervention is effective? Are stress interventions any different from standard human resource practices and is there a role for theory in stress interventions?.","Dewe, P; O'Driscoll, M",0,10.1108/00483480210416847,141
187,Reducing Stress to Minimize Injury: The Nation's First Employee Assistance Program for Dairy Farmers,"This commentary describes the nation's first Employee Assistance Program (EAP) for dairy farmers. It discusses (1) the significant financial strain and emotional stress experienced by Vermont's dairy farmers reaching dangerous levels; (2) the effect of stress and anxiety on workplace safety; and (3) the highly effective role of an EAP in reducing stress. The commentary depicts the Farm First program model of prevention and early intervention services for dairy farmers that include short-term solution-focused counseling, resources, and referrals to help farmers address the stressors they confront daily. The Farm First program mitigates depression, anxiety, financial and legal problems, family issues, and other stressors on farms that are correlated with accidents, on-the-job injuries, disability, and harm to self or others. EAPs specifically have been shown to reduce on-the-job injuries by reducing employee stress. Ultimately the program has seen good usage commensurate with that at any place of employment. Further, in addition to seeking help for themselves, a number of farmers have used this management consultation service to obtain assistance with farm worker issues. Although the authors have not systematically studied this approach, it shows promise and the authors encourage its duplication and further study in other states.","Dickens, S; Dotter, E; Handy, M; Waterman, L",0,10.1080/1059924X.2014.911637,142
188,Using work stress measurement to develop and implement a TQM programme: a case of counter clerks in Serbian Post,"Every concept of total quality management depends on the appropriate actions of people involved in the business. Managers usually pay attention to what should be done, ignoring how their actions or directives could affect their colleagues' behaviour or their feelings. The model proposed in this paper puts employees' mental health in the centre of attention in order to design and implement a TQM programme. First of all, the parameters of the observed business process in a specific company should be defined. The actual condition of each parameter should be assessed by analysing the stress level of employees. With further analysis, conclusions can be reached about the exact part of the organisation where improvement should be done. Hence, the use of this model can help companies to achieve a successful and sustainable business. In this paper, work stress index (WSI) and employee dissatisfaction index (EDI) are defined in order to quantify employees' stress level caused by work conditions and employee's dissatisfaction about some aspects of the business process. WSI and EDI also give the possibility to compare different companies, various departments in a company or business parameters between themselves. The proposed model has been tested and verified through a research carried out at Serbian Post.","Dobrodolac, M; Markovic, D; Cubranic-Dobrodolac, M; Denda, N",0,10.1080/14783363.2012.704280,143
189,Evaluation of a Participatory Risk Management Work Stress Intervention,"This study evaluated the effects of a participatory risk management intervention in an Australian public sector organization. In this quasi-experimental cohort study, intervention workgroups attended capacity-building workshops and developed and implemented action plans to reduce work and organizational stress risk factors (e.g., job design, performance management, work quality, and organizational change) and stress outcomes (e.g., work stress, morale, and sickness absence duration). There were 5 intervention and 17 control workgroups. An existing organizational development survey of work conditions and well-being was administered as a risk assessment and evaluation tool. Data were collected before the intervention (Time 1 [T1], Intervention n = 94, Control n = 511) and 12 months after (Time 2 [T2], Intervention, n = 123, Control n = 556). Multivariate analysis of variance showed a Group (Intervention vs. Control) x Time (T1 vs. T2) interaction effect with significant improvements for job design, training and development, and morale; and marginal effects for quality and positive performance management. Positive organizational change was not significant. Organizational sickness absence duration decreased, which is consistent with an intervention effect. Results were quite robust against competing explanations (i.e., changing cohorts), although regression to the mean could explain improvements in morale. Top management commitment and support, worker participation, and action plan implementation appeared","Dollard, MF; Gordon, JA",0,10.1037/a0035795,144
190,Stress prevention and management: A challenge for patients and physicians,"Chronic stress is now the commonest contributor to ill health in modern societies. The cost of stress in terms of absenteeism, lost productivity, and health care expense is rapidly increasing. As the problem continues to worsen, there will be an increasing need for interactive systems designed to help people cope with stress. Effective prevention of stress's adverse effects will require the widest possible deployment and implementation of stress reduction strategies. Copyright 2002, Elsevier Science (USA). All rights reserved.","Duhault, JL",0,10.1053/meta.2002.33192,145
191,Employee use and perceived benefit of a complementary and alternative medicine wellness clinic at a major military hospital: Evaluation of a pilot program,"Objectives: The objectives of this study were to examine the feasibility of a weekly on-site complementary and alternative medicine (CAM) wellness clinic for staff at a military hospital, and to describe employees' perceptions of program effectiveness. Setting: The study setting was the Restore &amp; RenewÂ® Wellness Clinic at a United States Department of Defense hospital. Subjects: The subjects were hospital nurses, physicians, clinicians, support staff, and administrators. Interventions: The walk-in wellness clinic was open 8:00 am-2:00 pm 1 day a week. Participants selected one or more modalities each visit: ear acupuncture, clinical acupressure, and Zero Balancing.Â® Outcome measures: A self-report survey was done after each clinic visit to evaluate clinic features and perceived impact on stress-related symptoms, compassion for patients, sleep, and workplace or personal relationships. Results: Surveys completed after first-time and repeat visits (n=2,756 surveys) indicated that most participants agreed or strongly agreed they felt more relaxed after sessions (97.9%), less stress (94.5%), more energy (84.3%), and less pain (78.8%). Ninety-seven percent (97%) would recommend it to a co-worker. Among surveys completed after five or more visits, more than half (59%-85%) strongly agreed experiencing increased compassion with patients, better sleep, improved mood, and more ease in relations with co-workers. Perceived benefits were sustained and enhanced by number of visits. The most frequently reported health habit changes were related to exercise, stress reduction, diet/nutrition, and weight loss. Conclusions: This evaluation suggests that a hospital-based wellness clinic based on CAM principles and modalities is feasible, well-utilized, and perceived by most participants to have positive health benefits related to stress reduction at work, improved mood and sleep, and lifestyle. Â© 2011, Mary Ann Liebert, Inc.","Duncan A.D., Liechty J.M., Miller C., Chinoy G., Ricciardi R.",0,10.1089/acm.2010.0563,146
192,The prevalence of burnout among oncology professionals: Oncologists are at risk of developing burnout,"Objective: International research shows that oncology staff suffers more from burnout than other healthcare professionals. Burnout is common among oncologists. The prevalence of emotional exhaustion, depersonalization, and low personal accomplishment appears to be signi ficantly higher among physicians. Detecting burnout is highly relevant, because it affects the personal well-being and quality of life of the healthcare professional. A national study on the prevalence of burnout in oncology was never conducted in Flanders (Dutch-speaking part of Belgium). Methods: The CÃ©dric HÃ¨le institute spread anonymous questionnaires among 923 healthcare workers in oncology (physicians, social workers, psychologists, nurses, and specialist-nurses) in Flanders. The questionnaire consisted of two parts. The first part contained questions concerning demographic and job features. The second part included the Dutch version of the Maslach Burnout Inventory. Results: Five hundred and fifty subjects participated in the survey (response rate of 59.5%). Of themedical oncologists, 51.2%suffered fromemotional exhaustion, 31.8%fromdepersonalization, and 6.8% from a lack of personal accomplishment. Multivariate analysis of variance suggested a significantly elevated level of emotional exhaustion and depersonalization in oncologists compared with other professionals. Logistic regression indicated that the following variables have predictive value on risk of burnout: gender, profession, and combining work in a university hospital with work in a private hospital. Conclusion: The CHi research showed a significantly increased level of burnout-components in professionals working in oncology, especially inmedical oncologists. These results should have an impact on the daily clinic of oncology, and could be guidance for further research. Copyright Â© 2014 John Wiley & Sons, Ltd.","Eelen S., Bauwens S., Baillon C., Distelmans W., Jacobs E., Verzelen A.",0,10.1002/pon.3579,147
193,Counseling Psychology and Occupational Health Psychology,"Given its historical roots in vocational psychology and its current emphases on multiculturalism, positive psychology and social justice, counseling psychology is uniquely poised to contribute to the emerging, interdisciplinary field of occupational health psychology (OHP). Despite a halving of work-related injury rates in recent decades, work remains the sixth leading cause of death in the United States. The goal of OHP is to protect and promote the health of workers and of their families, and to improve the quality of work life. Occupational health psychology has a threefold focus on the work environment, the individual worker, and the interface between work and family. Specific topics that OHP is attempting to address include work-related stress; occupational health disparities related to gender, age, ethnicity or race, work-family interface; increasing intervention effectiveness; improving safety climate; job design; and work organization. Â© Oxford University Press, 2014.","Eggerth D.E., Cunningham T.R.",0,10.1093/oxfordhb/9780195342314.013.0029,148
194,Interaction effects of effort-reward imbalance and overcommitment on emotional exhaustion and job performance,"The model of effort-reward imbalance, with its 2 components effort-reward imbalance (ERI) and overcommitment (OC), has proven its significance in the area of work stress and occupational health. The 2 aims of the present study were to study the relationships of the 2 model components ERI (as a measure of chronic work stress) and OC (as a person variable) with self-rated emotional exhaustion (as a personal outcome) as well as supervisor-rated job performance (as an organizational outcome). Second, we tested the often neglected interaction hypothesis of the model, which proposes that OC potentiates the detrimental relationships between ERI and respective outcome variables. We applied multilevel modeling based on data from 152 employees nested in 20 teams from a German manufacturing company. Our results showed that ERI was positively related to emotional exhaustion and negatively related to supervisor-rated job performance, whereas OC was unrelated to emotional exhaustion and job performance. Testing the interaction hypothesis by taking OC into account as a moderator, our data showed that OC significantly aggravated the associations between ERI and emotional exhaustion, as well as ERI and job performance. We discuss limitations and implications for future research and practice. Â© 2012 American Psychological Association.","Feuerhahn N., KÃ¼hnel J., Kudielka B.M.",0,10.1037/a0028338,149
195,Healthy eating at different risk levels for job stress: Testing a moderated mediation,"Health behavior, like fruit and vegetable consumption (FVC), is affected by unfavorable job conditions. However, there is little research to date that combines job stress models and health-behavior change models. This longitudinal study examined the contribution of risk factors associated with job stress to the intention-planning-FVC relationship. In the context of the Health Action Process Approach, action planning (when-where-how plans) and coping planning (plans to overcome anticipated barriers) have been shown to be successful mediators in the translation of health-related intentions into action. Risk factors for job stress are operationalized as the interaction of job demands and job resources in line with the Job Demands-Resources (JD-R) model. Two hundred seventy-two employees (mean age 41.2 years, 73.9% female) from different jobs completed measures of intention at baseline (t1), action planning and coping planning 2 weeks later (t2), and FVC another 2 weeks later (t3). Job demands and job resources were assessed at t1 and t2. A moderated mediation analysis indicated that risk factors for job stress moderate the translation of intention into action planning (B = -0.23, p < .05) and coping planning (B = -0.14, p < .05). No moderation effect of the planning-FVC relationship by risk factors for job stress was found. However, coping planning directly predicted FVC (B = 0.36, p < .001). Findings suggest that employees intending to eat healthily use action planning and coping planning when job demands exceed job resources. For increasing FVC, coping planning appears most beneficial. Â© 2014 American Psychological Association.","Fodor D.P., Antoni C.H., Burkert S., Wiedemann A.U.",0,10.1037/a0036267,150
196,Cognitive therapy and behavioural coping in the management of work- related stress: An intervention study,Transactional models of stress emphasize the importance of cognitive appraisal of potential stressors in the determination of the stress response. This appraisal can be modified by the use of techniques normally associated with cognitive therapy. The contribution of a specifically cognitive component when intervening in work-related stress has not been well evaluated to date. This research seeks to determine the effectiveness of stress management training in the treatment of the work-related effects of stress by comparing the role of modifying dysfunctional cognitions with the teaching of appropriate behavioural coping strategies. Participants were allocated to one of two intervention conditions or to a waiting list control group. Those in the intervention conditions received group stress management either with the focus on delivering cognitive therapy techniques or with the focus on behavioural coping skills. Measures of general health were taken at the beginning and end of intervention and at 3-month follow-up. Participants in the cognitive therapy groups who were reporting symptoms of general ill-health at the start of the intervention showed a significant improvement at follow-up. Cognitive therapy appears to have been an effective intervention in work-related stress. Those in the behavioural group showed a smaller but still clinically effective improvement. Results are discussed in terms of methodological issues and implications for future research. It is suggested that changes in cognitive appraisal may need to be developed.,"Gardner, B; Rose, J; Mason, O; Tyler, P; Cushway, D",0,10.1080/02678370500157346,151
197,Risk of antenatal psychosocial distress in indigenous women and its management at primary health care centres in Australia,"Objective: This study explored the risk of antenatal psychosocial distress (APD) and associated potential factors and examined management aspects of risk of APD in women attending Aboriginal primary health care services in Australia.Method: Audits of medical records of 797 pregnant women from 36 primary health centres in five jurisdictions (NSW, QLD, SA, WA and NT) were undertaken as part of a quality improvement programme. Information collected included mental health assessed by a standard screening tools, enquiry regarding social and emotional well-being (SEWB), depression management (including antidepressant medications) and referral.Results: Around 18% (n=141) of women were at risk of APD based on assessment using a standard screening tool or by SEWB enquiry. There was a significant association between risk of distress and women's life style behaviours (e.g., alcohol, illicit drug use) and health centre characteristics. Of the 141 women, 16% (n=22) were prescribed antidepressant drugs during pregnancy. A range of nonpharmaceutical mental health interventions were also recorded, including brief intervention of 61% (n=86), counselling of 57% (n=80) and cognitive behaviour therapy of 5% (n=7). About 39% (n=55) of women with APD were referred to external services for consultations with a psychiatrist, psychologist or social worker or to a women's refuge centre.Conclusions: The higher risk of APD associated with women's life style behaviour indicates that the better understanding of mental health in its cultural context is essential. (C) 2015 Elsevier Inc. All rights reserved.","Gausia, Kaniz; Thompson, Sandra C.; Nagel, Tricia; Schierhout, Gill; Matthews, Veronica; Bailie, Ross",0,10.1016/j.genhosppsych.2015.04.005,152
198,Systemic Trauma,"Substantial theoretical, empirical, and clinical work examines trauma as it relates to individual victims and perpetrators. As trauma professionals, it is necessary to acknowledge facets of institutions, cultures, and communities that contribute to trauma and subsequent outcomes. Systemic trauma-contextual features of environments and institutions that give rise to trauma, maintain it, and impact posttraumatic responses-provides a framework for considering the full range of traumatic phenomena. The current issue of the Journal of Trauma & Dissociation is composed of articles that incorporate systemic approaches to trauma. This perspective extends conceptualizations of trauma to consider the influence of environments such as schools and universities, churches and other religious institutions, the military, workplace settings, hospitals, jails, and prisons; agencies and systems such as police, foster care, immigration, federal assistance, disaster management, and the media; conflicts involving war, torture, terrorism, and refugees; dynamics of racism, sexism, discrimination, bullying, and homophobia; and issues pertaining to conceptualizations, measurement, methodology, teaching, and intervention. Although it may be challenging to expand psychological and psychiatric paradigms of trauma, a systemic trauma perspective is necessary on both scientific and ethical grounds. Furthermore, a systemic trauma perspective reflects current approaches in the fields of global health, nursing, social work, and human rights. Empirical investigations and intervention science informed by this paradigm have the potential to advance scientific inquiry, lower the incidence of a broader range of traumatic experiences, and help to alleviate personal and societal suffering. Â© 2014 Copyright Taylor & Francis Group, LLC.","Goldsmith R.E., Martin C.G., Smith C.P.",0,10.1080/15299732.2014.871666,153
