X,title,abstract,authors,Included,doi,ID
208,"Is the feeling of strangeness necessary? ""Savage mind"" and stranger anxiety in the prism of Trobriand socialization","This paper deals with stranger anxiety of the infant against the backdrop of findings of the author's field research into the society of the Trobriand islanders. The author describes irritating aspects of the ""savage mind"" by means of exploring the mythical Trobriand parthenogenesis. An examination of the extreme stranger anxiety of the Trobriand infant brings to light that this stranger anxiety points to the extent of the infant's dependence on the social structure for maintaining its psychic balance. As such, stranger anxiety can be interpreted as not only as a precursor of both real and signal anxiety, but also as a precondition for curiosity and interest in the unknown. It is one of the unresolvable paradoxes of human existence; coping therewith belongs to the essential tasks of life. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Maier, Christian",0,,157
210,Framework for Success in Postsecondary Writing,"The concept of ""college readiness"" is increasingly important in discussions about students' preparation for postsecondary education. This Framework describes the rhetorical and twenty-first-century skills as well as habits of mind and experiences that are critical for college success. Based in current research in writing and writing pedagogy, the Framework was written and reviewed by two- and four-year college and high school writing faculty nationwide and is endorsed by the Council of Writing Program Administrators, the National Council of Teachers of English, and the National Writing Project. Habits of mind refers to ways of approaching learning that are both intellectual and practical and that will support students' success in a variety of fields and disciplines. The Framework identifies eight habits of mind essential for success in college writing: (1) Curiosity--the desire to know more about the world; (2) Openness--the willingness to consider new ways of being and thinking in the world; (3) Engagement--a sense of investment and involvement in learning; (4) Creativity--the ability to use novel approaches for generating, investigating, and representing ideas; (5) Persistence--the ability to sustain interest in and attention to short- and long-term projects; (6) Responsibility--the ability to take ownership of one's actions and understand the consequences of those actions for oneself and others; (7) Flexibility--the ability to adapt to situations, expectations, or demands; and (8) Metacognition--the ability to reflect on one's own thinking as well as on the individual and cultural processes used to structure knowledge. The Framework then explains how teachers can foster these habits of mind through writing, reading, and critical analysis experiences. These experiences aim to develop students': (1) Rhetorical knowledge--the ability to analyze and act on understandings of audiences, purposes, and comprehending texts; (2) Critical thinking--the ability to analyze a situation or text and make thoughtful decisions based on that analysis, through writing, reading, and research; (3) Writing processes--multiple strategies to approach and undertake writing and research; (4) Knowledge of conventions--the formal and informal guidelines that define what is considered to be correct and appropriate, or incorrect and inappropriate, in a piece of writing; and (5) Ability to compose in multiple environments--from traditional pen and paper to electronic technologies. [This paper was developed by the Council of Writing Program Administrators.]","English, National Council of Teachers of and Project, National Writing",0,,158
211,Ethic dimension in health research focusing on the qualitative approach,"This article addresses the ethical dimension in health research, relating it more specifically to the qualitative approach, based on contributions of the social sciences and ethnography in particular, as it presupposes building a relationship of trust and respect between researchers and researched subjects that is gradually configured. The ethical aspects permeate qualitative research from the choice of the subject matter, the methodological outlines, analysis of the results, to the commitment of providing a feedback for the researched subjects regarding the obtained information. The ethical aspects presuppose the value of an interpersonal relationship in which the different interests, values and worldviews stand as a possibility or not of a joint construction of knowledge. The choice of a subject or object of study is related to a particular life trajectory in which the researcher should ask himself, at all times, how to conciliate the constitution of an ethical attitude in relation to the researched subjects with his own desires, dreams, curiosities and expectations. The article aims to discuss such dilemmas experienced by the researcher, highlighting the importance of ethics for his personal, professional and socio-political growth, and emphasizing the desire for knowledge autonomy, solidarity with social groups and with people involved in the research. Based on the report of a research process, the article intends to contribute to the understanding of how ethical aspects are inextricably linked to research, and also to the researcher, bringing elements to the conduction of qualitative research especially in public health.","e Silva, C R C and Mendes, R and Nakamura, E",0,,159
212,"Shifting Contexts and Shifting Identities: Campus Race-Related Experiences, Racial Identity, and Academic Motivation Among Black Students During the Transition to College","This study examined Black college students<e2><80><99> (N<c2><a0>=<c2><a0>309, 70% women) racial identity beliefs over their freshman year. Using latent class cluster analysis, we identified clusters reflecting patterns of change and stability in students<e2><80><99> racial centrality (importance of race to overall self-concept), private regard (group pride), and public regard (perceptions of others<e2><80><99> views of Blacks). Racial identity change clusters were distinguished by campus experiences (racial discrimination, interracial friendships, and campus racial climate). Racial identity change clusters predicted end-of-year academic motivation (competence, affect, interest/curiosity, and persistence). Findings suggest the importance of examining critical transitions in identity development and highlight the deleterious effects of stigmatizing campus experiences on identity. Findings also highlight ways students<e2><80><99> racial identity beliefs may help promote academic motivation. <c2><a9> 2017, Springer Science+Business Media, LLC.","Chavous, T M and Richardson, B L and Webb, F R and Fonseca-Bolorin, G and Leath, S",0,10.1007/s12552-017-9218-9,160
214,Early childhood teacher candidates' qualifications in science teaching,"In recent years, researchers and educators have been paying more attention to science education in early ages of children. Children's innate curiosity and interest in science, as well as the development and learning benefits of early childhood science instruction, are encouraging researchers and educators to study how to raise the quality of science education in early childhood education centers. Since the `teacher' is one of the factors that either increases or decreases the quality of education, educators and researchers are looking for the ways to support early childhood teachers in science content and science education. To accomplish that, it is essential to determine the strengths and weaknesses of teachers in science teaching. The study is conducted to see if teacher candidates are qualified enough to teach science. In other words, the current study is interested in understanding early childhood education teacher candidates' qualifications in teaching young children science content and helping them develop science process skills. The results of the study are stated in the paper.","Alisinanoglu, Fatma and Inan, Hatice Zeynep and Ozbey, Saide and Usak, Muhammed",0,,161
218,"Production, simulation and games in mew millennium","Many factors have influence on which problems or situations simulation models are designed for. A great deal of simulation models takes an outset in existing situations, near future problems or planned situations. But which problems and situations are we going to simulate in the years ahead? This question can be discussed for our total areas: Simulation in general - or specific for the production management area. Turning to the latter, we may ask the question: Which trends do we see today, with possible effect on how we are going to produce, and how we are going to simulate? The picture to be drawn must be created with input from many people and a final question is: Are we simulating the most important problems? Maybe short term, specific company interest, new technological tools, and researchers' curiosity for trying new tools or methods and for making meritorious work in the scientific world determine our choice of topics.","Thorsteinsson, U",0,,162
219,"Fun-tastic Activities for Differentiating Comprehension Instruction, Grades 2-6","Get your students motivated! As a teacher, you know how essential student buy-in is to instructional effectiveness: It is not enough to merely have students participate in the classroom activities you select--you need to get them to want to participate. In ""Fun-tastic Activities for Differentiating Comprehension Instruction, Grades 2-6"", you will discover unique and engaging instructional strategies that will motivate all of your students! By using Literacy Bins--multi-unit compartments containing thematic, content-aligned activities--you can meet multiple classroom objectives while sparking your students' curiosity and sustaining their interest. Through the blending of teacher-led small-group instruction, independent student adventure, and the exploration of game-based literacy activities, you will find ways to strengthen your reading instruction while promoting autonomous student learning. Fun-tastic activities can also help students develop multiple avenues of learning and continue to stretch their skills in reading, writing, speaking, listening, viewing, and critical thinking.","Athans, Sandra K and Devine, Denise Ashe and Association, International Reading",0,,163
220,A users manual for treating suicidal adolescents,"Reviews the book, Dialectical behavior therapy with suicidal adolescents by Alec L. Miller, Jill H. Rathus, and Marsha M. Linehan (see record 2006-23301-000). This book quite dense, full of helpful, relevant information. It was obviously written by experts dedicated to their clients, enthusiastic about their work, realistic about the pitfalls involved, and excellent writers. If you have any interest in starting a dialectical behavior therapy program for suicidal teens, or any curiosity about a successful program, order the book and put it where it is easy to grab. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Range, Lillian M",0,http://dx.doi.org/10.1080/07481180802494404,164
221,FLEX: A Foreign Language Experience,"An exploratory course was designed to give secondary school students exposure to all languages in the foreign language curriculum, in sequence, so they may decide which, if any, to enroll in. This course was begun in 1979 to counter an elitist image of foreign language courses. Course topics encouraged students to explore the languages fully by: being activity-oriented; facilitating adaptation to new sound and grammatical systems; dealing with major cultural concepts; including intriguing sounds, expressions, and gestures of the target languages; addressing the relationship of geography to occupations, food, clothing, and so on; dealing with the language's history and contributions to American culture; attempting to elicit interest in the target countries; being addressed, when possible, in a single class period; encouraging values clarification; and promoting career awareness. The languages (French, German, Latin, and Spanish) each were responsible for 20-22 class meetings during the semester. Each of the four language teachers involved developed activities from the standard unit topics provided. The course has been well received by teachers, students, parents, and administrators. Appended materials include: lists of specific activities for each language, a 1982-83 course schedule, results of teacher and student surveys regarding the course, student grade statistics for 1981-82, and the district's total foreign language enrollments for the fall semesters of 1975 through 1982. (MSE)","Raven, Patrick T",0,,165
225,Sparking curiosity: How do you know what your students are thinking?,People find it easier to learn about topics that interest them. Recent neuroscience research has demonstrated that memory is improved when learning material about which we are curious. Therefore teaching in the context of what students are interested in should result in improved learning. How do we figure out what our students are curious about? What are they thinking? In this paper we will share techniques that we use in our teaching to determine what our students are highly motivated to learn. Data demonstrating increased interest in physics over the course of the term as well as student learning will also be shared. <c2><a9> 2015 American Association of Physics Teachers.,"Adams, W K and Willis, C",0,10.1119/1.4933147,166
226,Establishing a K-12 Nanotechnology Program for teacher professional development,"Interest in science and engineering starts early. Opportunities need to be available for students to nourish their budding curiosity. In order to provide educational opportunities on the cutting edge of advanced technology, the National Science Council, Taiwan, R.O.C., established a nanotechnology program for K-12 teachers. Supported by the National Science Council and the Ministry of Education, the K-12 Nanotechnology Program was led by engineering faculty at National Taiwan University, Taipei, Taiwan, R.O.C. In about two years, 169 schools participated in five regional programs. The teachers began the program knowing little about nanotechnology. Survey results showed that participating teachers' attitudes and interests toward learning about science and technology increased through the involvement in the project. Issues about sustaining the effort and reaching out to students are also discussed.","Lee, C K and Wu, T T and Liu, P L and Hsu, S K",0,10.1109/TE.2005.863429,167
227,How Does Your Garden Grow? Building Positive Environments for Children,This workshop presentation discusses the importance of a positive classroom environment in the early childhood center in helping children develop their potential. The evaluation of centers and the effects of a negative environment on young children are considered. The presentation also deals with the interpretations and implications for treatment of 10 selected characteristics of young children which should be taken into consideration in the early childhood curriculum. These characteristics include: (1) short attention spans and lack of concentration; (2) possessiveness and tantrums; (3) centeredness in the present; (4) vivid imaginations and focus on fantasy worlds; (5) curiosity and questioning; (6) interest in what is real; (7) interest in playing alone and frustration at inability to perform as well as others; (8) interest in use of and experimentation with language; (9) eagerness to please and need for encouragement; and (10) occasional reservation and nonparticipation. The presentation concludes with a list of 22 suggestions for the creation of a positive classroom environment. (RJC),"Miles, Sue L and Waubonsee Community Coll.  IL., Sugar Grove",0,,168
228,Alternative Science Game for Increase Cognitive Ability of Early Age Children,"The purpose of this study was to improve children's cognitive ability of Group A in ECE Yasmin Jember, which was focused on (1) the ability to recognize simple concepts in daily life; (2) the ability to observe and curiosity; (3) the ability to classify; (4) the ability to relate cause and effect. This study was conducted by using qualitative descriptive approach. 11 children of Group A in ECE Yasmin Jember were subject of this study. Data collection techniques used observation, interview, and documentation. Miles and Huberman model were chosen as data analysis techniques which has three steps; data reduction, data display, and drawing or conclusion (verification). Based on research and data analysis during learning process activities known that there were 6 children who have been able to show interest in learning and problem solving while 45% or 5 of the 11 children required motivation and guidance in terms of expressing curiosity and solving problems when they were in science center. This happened because previously 5 children have ever been attended school at other, so they did not follow the whole same learning activities in ECE Yasmin Jember.","Rachman, Angraeny Unedia",0,,169
229,Professional fulfillment and parenting work-life balance in female physicians in Basic Sciences and medical research: A nationwide cross-sectional survey of all 80 medical schools in Japan,"Background: In Japan, the field of Basic Sciences encompasses clinical, academic, and translational research, as well as the teaching of medical sciences, with both an MD and PhD typically required. In this study, it was hypothesized that the characteristics of a Basic Sciences career path could offer the professional advancement and personal fulfillment that many female medical doctors would find advantageous. Moreover, encouraging interest in Basic Sciences could help stem shortages that Japan is experiencing in medical fields, as noted in the three principal contributing factors: premature resignation of female clinicians, an imbalance of female physicians engaged in research, and a shortage of medical doctors in the Basic Sciences. This study examines the professional and personal fulfillment expressed by Japanese female medical doctors who hold positions in Basic Sciences. Topics include career advancement, interest in medical research, and greater flexibility for parenting. Methods: A cross-sectional questionnaire survey was distributed at all 80 medical schools in Japan, directed to 228 female medical doctors whose academic rank was assistant professor or higher in departments of Basic Sciences in 2012. Chi-square tests and the binary logistic regression model were used to investigate the impact of parenthood on career satisfaction, academic rank, salary, etc. Results: The survey response rate of female physicians in Basic Sciences was 54.0%. Regardless of parental status, one in three respondents cited research interest as their rationale for entering Basic Sciences, well over twice other motivations. A majority had clinical experience, with clinical duties maintained part-time by about half of respondents and particularly parents. Only one third expressed afterthoughts about relinquishing full-time clinical practice, with physicians who were parents expressing stronger regrets. Parental status had little effect on academic rank and income within the Basic Sciences, Conclusion: Scientific curiosity and a desire to improve community health are hallmarks of those choosing a challenging career in medicine. Therefore, it is unsurprising that interest in research is the primary motivation for a female medical doctor to choose a career in Basic Sciences. Additionally, as with many young professionals with families, female doctors seek balance in professional and private lives. Although many expressed afterthoughts relinquishing a full-time clinical practice, mothers generally benefited from greater job flexibility, with little significant effect on career development and income as Basic Scientists. <c2><a9> 2017 The Author(s).","Yamazaki, Y and Uka, T and Marui, E",0,10.1186/s12960-017-0241-0,170
230,Curiosity has comprehensive benefits in the workplace: Developing and validating a multidimensional workplace curiosity scale in United States and German employees,"Curiosity is a fundamental human motive that is beginning to garner closer attention by researchers and practitioners interested in workplace functioning. Recent work suggests that rather than designating someone as possessing curiosity or not, there is benefit in detailing the various elements of curiosity. To date, there is no research on how multiple dimensions of curiosity operate in the workplace. Across four samples, we developed and validated the M-Workplace Curiosity Scale. Participants were American and German employees from a range of industries. We found evidence for four workplace curiosity dimensions: Joyous Exploration, Deprivation Sensitivity, Stress Tolerance, and Openness to Peoples Ideas. These workplace curiosity dimensions predicted a substantial amount of variance in adaptive outcomes including job satisfaction, work engagement, job crafting, healthy work relationships, and innovation; as a test of construct specificity, workplace curiosity outperformed trait mindfulness in predicting each of these workplace outcomes. Results offer support for a comprehensive model of curiosity that identifies high performing, satisfied individuals in the workplace. These findings underscore the importance of understanding, assessing, leveraging, and developing curiosity in teams and organizations.","Kashdan, Todd B and Goodman, Fallon R and Disabato, David J and McKnight, Patrick E and Kelso, Kerry and Naughton, Carl",0,10.1016/j.paid.2019.109717,171
231,"Language arts: Explore, create, discover through inquiry","Inquiry's many different shapes reflect diverse students' interests and intellects. As an act of language, inquiry is born in dialogue. And the dialogue of real discussion supports the reading, writing, thinking, listening, and speaking that meet the National Standards for the English Language Arts (National Council of Teachers of English & International Reading Association [NCTE/IRA], 1996). Opportunities for such dialogue cross the curriculum, but they come to special fruition in talk about literary characters' plights and possibilities. When students are collectively engaged in imaginative wonderings about issues of compelling human interest, the resulting dialogue supports their intellectual and social development in powerful ways. What opportunities, then, do students have to express and explore their inquiries in a language arts class? Authentic classroom discussions where students engage actively and ask substantive questions of personal interest are possible, and talk about literature seems to offer a particularly inviting context for such wondering (Almasi, O'Flahavan, & Arya, 2001; Hadjioannou, 2003; Townsend, 1998). This chapter evaluates a classroom example, the National Standards for English Language Arts, tools and strategies for inquiry, and ideas from the language arts field. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Townsend, Jane S",0,,172
232,Positive professional leaders: Aspects to consider in leadership development,"Purpose: The purpose of this article is to make explicit a number of positive views that professionals have about assuming formal leadership positions and relating those aspects to leadership development. Design/methodology/approach: A total of 17 leaders in the pharmaceutical industry were interviewed about their perceptions of leadership. A challenging interview technique was developed in order to elicit reflections on leadership. The interviews were analysed with regard to content. Findings: The oxymoronic nature of professionals as leaders was confirmed but a more comprehensive picture was obtained. Positive aspects of the leadership role were identified: reward for good scientific work, increased influence over scientific processes, and tutoring and developing colleagues. Interest, curiosity and the ability to discuss and learn more about leadership were displayed. By drawing on the devotion to science, those positive aspects should be used in leadership development, e.g. relating scientific tutoring to leadership skills and clarifying the importance of leadership for successful scientific work. The activities should have a challenging approach. Research limitations/implications: The result might have been different if leaders from additional organisational levels, or from a less successful R&D site, had been interviewed. Practical implications: The increased merging of professional and leadership roles makes the findings important. Results are actionable in that human resource departments can take advantage of the findings when training and preparing scientists for leadership positions. Originality/value: This paper offers an alternative view of professionals in the leadership role to the view traditionally put forth in the literature. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Mulec, Katharina",0,http://dx.doi.org/10.1108/01437730610641377,173
233,Pique: Recommending a Personalized Sequence of Research Papers to Engage Student Curiosity,"This paper describes Pique, a web-based recommendation system that applies word embedding and a sequence generator to present students with a sequence of scientific paper recommendations personalized to their background and interest. The use of natural language processing (NLP) on learning materials enables educational environments to present students with papers with content that is responsive to their knowledge history and interests. Instructors tend to focus on presentation of learning materials based on overall learning goals in a course rather than personalizing the presentation for each student. The ultimate goal of Pique is to provide learners with content that will encourage their curiosity to learn more by presenting sequences of papers with increasingly more novel content. We piloted Pique with students in a course and report on their responses to the recommended sequences. The next steps are to improve the identification of relevant keywords to represent content and the algorithm for the sequence generator.","Mohseni, Maryam and Maher, Mary Lou and Grace, Kazjon and Najjar Nadia and and Abbas, Fakhri and Eltayeby, Omar",0,10.1007/978-3-030-23207-8_38,174
234,The learning process from the standpoint of behaviorism,"In the preceding chapters we have traced the process by which the development of physiological psychology led into behaviorism. It is to be expected that a development of this kind would have an extensive influence on educational theory. This influence became evident long before the development had culminated in the behavioristic psychology of the present day. How this came about is easily pointed out. The study of the body in its relation to the facts of psychology naturally emphasized such matters as instincts, tendencies, and impulses. In earlier times these things were mainly disregarded. Thus the disposition of the child to play, to draw and paint and construct things, was usually treated as more or less of a nuisance, since it interfered with the high purpose of making the child learn the things which were in the book and which he would need for the affairs of adult life. At best this disposition was regarded as due to frivolity and irresponsibility; very often it was classed as evidence of inherent depravity. The business of education was not to exploit this disposition so as to make it contribute to mental development, but to ignore and perhaps even to suppress it. When we deal with childhood from the point of view of physiological psychology, however, the matter tends to assume a very different aspect. We have learned to think of the child as an organism full of explosive energy, which is set off by the solicitations of the environment in somewhat the same way that a firecracker is set off by a match. The infant comes into the world with the capacity or tendency to react in various typical ways, which we call by such names as fear, rage, curiosity, vocalization, reaching, grasping, and the like. One of the characteristic traits of modern education is the insistence that teaching must take its point of departure from these native tendencies, or capacities, of childhood. In terms of the Herbartian Five Steps, the teacher must first arouse or revive certain of the pupil's earlier experiences (the step of Preparation), and then must add certain new material (the step of Presentation). The remaining steps then necessarily follow in their appointed order. No matter how much the Herbartians may talk about self-activity, the starting point is a condition of passivity, because the pupil is supposed to operate with a certain material called sensations or impressions. Teaching then becomes a matter of following a certain fixed order of steps, more or less as a cook follows a recipe. Consequently the advantage of recognizing interest and the need of psychological organization was largely lost. In brief, then, the trouble with Herbartianism is that the doctrine of mental states resulted in a fundamental misconception of the learning process. This chapter discusses the effect of behaviorism on the understanding of the learning process. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Bode, Boyd Henry",0,http://dx.doi.org/10.1037/14771-010,175
235,"Exploring Mirrors, Recreating Science and History, Becoming a Class Community","A teacher narrates from activities and discussions that arose among undergraduates and herself while doing critical explorations of mirrors. Surprised by light's behaviors, the students responded with curiosity, losing their dependence on answers as the format of school knowledge. Inadequacies in how participants supposed light works emerged in the context of reinventing historical discoveries, including Ptolemy's second century AD account of how curved mirrors reflect, Chinese burning mirrors reported in the Han dynasty (206 BC<e2><80><93>220 AD), and a ninth century AD Arabic translation of Euclid's surveying proposition. Using historical accounts only as a starting point and motivation, students' improvisational experiments explored personal interests and provided grounds for synthesizing new understandings of light and learning, and for forming relationships of community among each. <c2><a9> 2009, Copyright Taylor & Francis Group, LLC.","Cavicchi, E",0,10.1080/1547688X.2009.10399577,176
238,AT STUDENTS' SERVICE - TUTORING AND COACHING AS INNOVATIVE METHODS OF,"A proposed paper presents academic Tutoring and Coaching as innovative methods of personalized teaching and learning, aimed at maintaining/preserving and developing high quality education at the contemporary university. Both methods constitute a didactic offer which apparently seems contradictory with the assumptions of Higher Education (HE) reforms, conducted recently in Poland and in Europe and directed at marketisation and commodification of education. This impression might be caused by the fact that Tutoring and Coaching refer back to the rooted in the Anglo-Saxon tradition of individualized teaching by a Tutor or Coach, who cares for a complex intellectual, cognitive and psycho-social (i. e. also emotional) development of his/her student. The idea of re-introducing elements of personalized education in the formula of Tutoring, Coaching and even Mentoring occur in progressive academic milieus as an alternative to purely pragmatic and depersonalized relationship between students and teachers. They evoke curiosity among academic researchers, as they assume unique, slightly forgotten in the contemporary practice of mass education ties between Master and Pupil, being per se a primary form of reciprocal stimulation of passion, interests and exchange of knowledge between two Subjects. As both discussed methods are directed at raising the efficacy of a teaching/learning process, they shall also be analyzed in the context of restructuring educational systems and changing requirements as for human/intellectual capital, driven by the processes of Europeanization and globalization of university/tertiary education. When professionally applied, Tutoring and Coaching stand a chance to become the best, if not the only tools to preserve the elite level of HE for those individuals (both teachers and students) who are ready to face an intellectual challenge, and who want to continue their personal development instead of only getting a diploma to fit the labor market. In this approach, Tutoring and Coaching turn into the measurable/institutionalized instruments to raise the quality of HE, and their application can be viewed as a factor which decides about the Institution's competitiveness. In the proposed article, general features of Tutoring as an academic method shall be enlisted alongside the assumptions of Coaching, the objective of which is, as it shall be argued, deepening of personalized teaching efficiency. The purpose of this juxtaposition shall be highlighting the points at which both approaches complement each other in order to provide a student with optimal conditions not only to widen his declarative or pragmatic knowledge, but also to develop his/her cognitive and emotional attitudes. The latter constitute the basis for successful learning and knowledge processing (re.: S. Krashen's Emotional Filter Hypothesis). Thus, Coaching shall be presented as an effective way of drawing students to their highest cognitive potentials by means of awakening their self-reflection over own goals, aptitudes and weaknesses meaningful to their learning process. Reaching this level of reflectivity is indispensable to successively build their knowledge capital, which in turn takes place in the personalized didactic dialogue with a Tutor: a leader, a coordinator and a source of professional knowledge in one. The authors also assume that combining Tutoring and Coaching as methods of teaching constitutes a highly competitive offer for HE pushed into the frames of European Qualification Framework. The objective will be to insert a postulated didactic approach in the administrative triple division of educational goals and effects formulated as knowledge, skills and attitudes (social skills). Accordingly, it shall be argued that personalized education may go in line with administrative rules of democratic education, and simultaneously serve the individual, autonomous student.","Karpinska-Musial, Beata and Dziedziczak-Foltyn, Agnieszka",0,,177
241,Children's university at Budapest University of technology and economics,"The very first edition of the Children's University summer camp intended to primary school students was organized in 2015 at the Budapest University of Technology and Economics (BME). Since then, we held the summer camp every year. The concept of the Children's University was similar to that of several foreign initiatives but the camp was unique in its form and content. Our aims were i) to show the 8-14 year old students -through colorful and diverting activities- the amazing richness of scientific fields covered by BME and ii) to stimulate their curiosity for natural sciences and technology. Our one week program consisted in lectures and seminars and was closed by a symbolic graduation ceremony. In addition, during the week children worked on projects in teams so that they could improve their cooperative skills. At the end of the week a satisfaction survey was given to the parents and students to get their feedback on the camp. We summarize the results of the surveys taken in 2018. The Children's camp was a challenge for the university stuff as they got in contact with a much younger age group than usually. BME students were responsible for taking care of the children during the program and guiding them between the places. The accompanying students were prepared for the task on a specific training. With regard of the success of the Children's academy, we are now organizing satellite events with a point-gaining system during the whole academic year in order to sustain the interest. <c2><a9> 2020 SEFI 47th Annual Conference: Varietas Delectat... Complexity is the New Normality, Proceedings. All rights reserved.","Dallos, Gy. and Farkas, L and Horny<c3><a1>nszky, G and L<c3><a1>zi, M and Luk<c3><a1>cs, M",0,,178
243,Celebrate Mathematical Curiosity,"Children's mathematical questions are often based in real-world experiences, as they instinctively make connections to the world around them. In teaching math methods courses, this author recently started to emphasize the importance of fostering curiosity in, and activating the thinking of, the students. In this article, she describes how to tap students' curiosity, stimulate their thinking, and help them connect the mathematical world to their own. (Contains 3 figures.)","Redford, Christine",0,,179
244,Can't See the Wood for the Trees? What Forest School Can Do for Science,"Originating in Scandinavia, Forest School is a form of child-centred outdoor education with an ethos of promoting children's independence and raising children's self-esteem. It also allows children to pursue their own interests and fosters curiosity in the natural world. The emphasis on child-led learning within a framework of tight boundaries and expectations allows the children to have the confidence to learn new skills and try things out for themselves. In this article, Jenny Hayward, who has been involved in delivering Forest School sessions for almost five years, explores the impact Forest School can have for learners. Forest School, which has strong cross-curricular links, should be regarded as something that is uniquely positioned to support the development of enquiring minds and positive learning attitudes. Such attributes are key components in the effective development of children's scientific education.","Hayward, Jenny",0,,180
245,The Use of Technology in Educational Teaching,"Today, Information and communication technology has become a way of life in which children are drawn. Today's children are beginning to use digital tools at a very young age, so that the school should respond to the needs of students. Also today it is impossible for any profession performs without the help of information technology. The computer and the Internet gives us endless possibilities and resources in improving the quality of work. Even in education, computer skills and additional equipment are needed, because they create great opportunities for teachers and inspire curiosity, imagination and interest of students.Teachers should not oppose change, but they should use new technology for better quality teaching and make it more interesting. The use of technology will positively improve results faculty and students. Teachers must carefully plan the use and integration of technology in teaching. How to integrate technology into teaching mainly depends on how many computers has at its disposal.","Murati, Rabije and Ceka, Ardita",0,,181
246,Treatment and management of child pornography use,"The current article focuses on the treatment and management of child pornography use. Individuals who genuinely accessed child pornography out of curiosity or as part of nonsexual thrill seeking are unlikely to have a paraphilic disorder. However, many individuals will claim accidental access or curiosity as a motivation, and the credibility of these explanations requires a comprehensive sexological assessment. Individuals who access child pornography as part of a pattern of hypersexual or compulsive behavior share treatment needs with those who access child pornography because it reflects their sexual interest in children. Namely, both groups of individuals are likely to require treatment emphasizing increased self-regulation skills in the sexual domain delivered in the form of cognitive-behavioral therapy and possibly with the aid of sex drive-reducing medications. Sexual self-regulation deficits are the one domain where child pornography offenders have been found to score higher than contact sex offenders. Research is beginning to emerge on the assessment, diagnosis, and treatment of online child pornography offenders. There is an urgent need for a better understanding of the different trajectories individuals might follow to child pornography use, beginning with broad distinctions between paraphilic motivations (such as pedophilia or hebephilia), hypersexuality, and less overtly sexual motivations, such as thrill seeking or curiosity. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Seto, Michael C and Ahmed  Michael C.; ORCID: http://orcid.org/0000-0002-1212-3388, A G A I - ORCID: http://orcid.org/Seto",0,http://dx.doi.org/10.1016/j.psc.2014.03.004,182
247,"Philosophy of conduct: A treatise of the facts, principles, and ideals of ethics","The number of voluminous works dealing with man's moral life and moral development which have recently appeared has been by no means inconsiderable. Among these some have been especially noteworthy, both for the array of phenomena which they have marshalled, and also for the scientific spirit and method which have characterized their treatment of these phenomena. It is difficult to say how much this fact discloses as to the revival of a more profound and vital interest in the study of morality--properly so-called. Doubtless the history of the evolution of the race on the side of manners and morals arouses in many minds only the same kind of curiosity as that to which the sciences of biology and anthropology are so vigorously ministering, all over the scientific world, at the present time. But such interest is by no means necessarily the equivalent of that which is demanded by the kind of inquiry upon which I have entered in this volume. For this inquiry proposes at least to raise, even if it cannot completely answer, the more ultimate problems of conduct as our experience forces them upon the reflective thinking of mankind. I have, therefore, called this treatise of human moral life and moral development a ""Philosophy of Conduct."" In Part First, the nature of the Moral Self, or of man as equipped for the life of conduct, has been described as this nature appears in the light of psychological science, both individual and ethnic. In Part Second, which treats of the Virtuous Life, it has been my aim to show how, in spite of the bewildering variety of opinions and practices which has always existed, there is still, and, so far as can be discovered, always has been, a very substantial agreement touching the characteristic traits and habitual practices of the ""good man."" And, finally, in Part Third I have discussed the Nature of the Right. It is, of course, this Part in which the method of philosophy is most prominently and unmistakably employed. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Ladd, George Trumbull",0,http://dx.doi.org/10.1037/13713-000,183
248,A comparison of behaviour in test and in everyday life: evidence of three consistent boldness-related personality traits in dogs,"Six specific personality traits - playfulness, chase-proneness, curiosity/fearlessness, sociability, aggressiveness, and distance-playfulness - and a broad boldness dimension have been suggested for dogs in previous studies based on data collected in a standardized behavioural test (''dog mentality assessment'', DMA). In the present study I investigated the validity of the specific traits for predicting typical behaviour in everyday life. A questionnaire with items describing the dog's typical behaviour in a range of situations was sent to owners of dogs that had carried out the DMA behavioural test 1-2 years earlier. Of the questionnaires that were sent out 697 were returned, corresponding to a response rate of 73.3%. Based on factor analyses on the questionnaire data, behavioural factors in everyday life were suggested to correspond to the specific personality traits from the","Svartberg, K",0,10.1016/j.applanim.2004.08.030,184
249,The forbidden book,"The work of Kelchner and Lau in Germany, and that of Odier in France, have thrown much light on ""morbid curiosity."" A questionnaire has brought over 100 replies from adults in three Polish cities on the evils arising from this situation. Harmful reading falls into (1) criminalistic-penny dreadfuls, (2) erotic and romantic, (3) informational as to human anatomy, (4) near-scientific, on atheism, socialism, etc. From the answers it seems that boys have a wider range of interest than girls, the latter tending more to the romantic type. As motives for reading are given (1) curiosity, (2) desire for experience (by proxy), (3) need for solution of vexing questions, (4) revolt against censorships. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Kuchta, J",0,,185
