X,authors,title,abstract,Included,ID
100,"Jones, D. N. (2016","The 'Chasing Amy' bias in past sexual experiences: Men can change, women cannot.","An extensive sexual history may deter individuals from committing to a potential romantic partner. However, the reasons for this deterrence may differ between men and women, such that women focus on practical concerns over suitability whereas men focus on reputation. Thus, individuals with extensive sexual histories, who are currently monogamous, should be more acceptable to women than they are to men. Two studies supported this hypothesis. Study 1 found that women rated male targets with a sexually experienced past with increased desirability for a long-term relationship if they reported recent shifts towards monogamy. In contrast, men rated sexually experienced female targets, with a recent shift towards monogamy, as least desirable. Study 2 extended the understanding of this effect by demonstrating that one time sexual experiences (i.e., threesome) had no effect on women's judgments of currently monogamous men, but continued to negatively affect men's judgments of currently monogamous women. In sum, women seem accepting of lifestyle changes in men, whereas men fixate on women's previous experiences in spite of shifts towards monogamy. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,100
101,"Juan, C. S., et al. (2010",A study on the psychometric properties of the Brazilian version of the Index of Spouse Abuse.,"Factorial structure, reliability and validity of the Brazilian version of the Index of Spouse Abuse were examined. It was applied, together with the Double Standard Scale and Rape Supportive Attitude Scale, to a sample made up of 800 Brazilian women, selected by an incident sampling on general population. Four models from previous researches were tested through a confirmatory factor analysis. The best adjustment was showed by a model made up of 19 items divided up into two factors (Non-physical abuse and Physical abuse), which showed a good internal consistency reliability (.85 and .66, respectively). Scores from both subscales positively correlates with male sexist sexual attitudes.",1,101
102,"Jurich, A. P. (1979",Differential determinants of premarital sexual standards among college students.,"Studied premarital sexual standards of 160 male and female students from 8 different colleges. Differences in demographic characteristics, levels of cognitive moral development, and college environments were found to influence choice of premarital sexual standard. An Automatic Interaction Detection analysis was performed to determine the optimal combinations of variables differentiating between pairs of premarital sexual standards. Findings indicate a highly complex interrelationship among variables, with no single variable providing overriding importance in the choice of premarital sexual attitude. Results suggest the utilization of a general systems approach to fully study the formulation of moral standards among adolescents. (10 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,102
103,"Jurich, A. P. (1984",College environments and premarital sexual standards.,"Interviewed 10 males and 10 females (upperclass undergraduates) at each of 8 colleges that represented schools of different sizes, rural or urban locale, and sectarian (Roman Catholic) or nonsectarian in affiliation to determine background data and to establish premarital sexual standards at Ss' colleges. Ss were also asked to complete the College Climate Index. Results show that if a college were large or nonsectarian, it presented an environmental press more tolerant toward or promoting of nonconventional sexual standards than if it were small and sectarian. A small religiously affiliated college was most conventional in its effects on sexual attitudes, while the large nonsectarian college was the most unconventional. Present and previous findings suggest that environmental conditions and levels of cognitive moral development influence attitudes toward premarital sexual activity. (31 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,103
104,"Jurich, A. P. and J. A. Jurich (1974",The effect of cognitive moral development upon the selection of premarital sexual standards.,"A sample of 160 college students from 8 different colleges was solicited and tested. Using Kohlberg's method of assessing cognitive moral development and questions about premarital sexual attitudes, the present study discovered a strong relationship between these variables. Subjects with low levels of cognitive moral development chose either traditional morality, the double standard, or permissiveness without affection standard. Those with a moderate degree of cognitive moral development chose a nonexploitive permissiveness without affection standard. The formulation of premarital sexual standards was discussed and theoretical implications were drawn.",1,104
105,"Kaats, G. R. and K. E. Davis (1970",The dynamics of sexual behavior of college students.,"In contrast to pre-1962 research is a 1967 reported premarital coital rate for college women (mostly sophomores) of 41% a finding which was replicated in an independent follow-up study. For males, a 60% coital rate differed little from previous research. Ss were 155 male and 222 female undergraduates in the initial study, and 84 male and 97 female Ss in the follow-up. In spite of their relatively liberal sexual behavior, considerable evidence was found among both men and women for the existence of a strong double standard, a finding particularly true of males when the female involved was a potentially meaningful one. While males felt their friends approved of premarital intercourse, females felt their having had intercourse would be disapproved of by friends, family, and society alike. It appears that the female's liberal sexual behavior occurred in a setting where she perceived little support for such behavior. Evidence was also found that the more physically attractive college woman, while differing little from less attractive women in sexual attitudes and values, had more noncoital and coital experience. (26 ref.) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,105
106,"Kaats, G. R. and K. E. Davis (1971",Effects of volunteer biases in studies of sexual behavior and attitudes.,"Attempted to determine whether or not individuals who are willing to report their sexual behavior and attitudes are significantly different from those who will not report such behavior. An extensive questionnaire including 24 items from Reiss' scales of sexual standards was administered to 1 control group consisting of 84 males and 97 females, a ""voluntary selection"" group of 26 males and 65 females, and a ""voluntary completion"" group of 155 males and 222 females. With respect to Ss who selectively completed the self-report sexual behavior and attitudes questionnaire, the data do not support the conclusion that volunteers are different from nonvolunteers. As compared to nonvolunteers, volunteers who took the effort of going to the research site reported more liberal sexual attitudes, had more noncoital experience, but were not different with respect to premarital coital rites. It is concluded that changes in sexual behavior are not merely a reflection of changes in reporting. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,106
107,"Kaestle, C. E. and K. R. Allen (2011",The role of masturbation in healthy sexual development: Perceptions of young adults.,"Despite efforts to identify masturbation as a strategy to improve sexual health, promote relational intimacy, and reduce unwanted pregnancy, STIs, and HIV transmission, masturbation as a context for healthy sexual development has been met with silence or trepidation in the scientific and educational communities. Relegated to the realm of commercial media, rather than rational discourse in families, schools, and the general public, young people receive mixed messages about this non-reproductive sexual behavior. In order to explore how young adults have learned about masturbation and currently perceive masturbation, we conducted a grounded theory study of 72 college students (56 females; 16 males) enrolled in a human sexuality class. Findings revealed that a young adult's perceptions of and feelings toward masturbation were the result of a developmental process that included: (1) learning about the act of masturbation and how to do it, (2) learning and internalizing the social contradiction of stigma and taboo surrounding this pleasurable act, and (3) coming to terms with this tension between stigma and pleasure. Although nearly all participants learned about masturbation through the media and peers (not parents or teachers), gender was salient in coming to terms with the contradiction of stigma and pleasure. Most of the women reported either still struggling with the contradiction or accepting it as normal. Most of the men recognized the beneficial aspects for healthy sexual development that result from masturbation. Both male and female participants identified differential sexual scripts as contributing to the double standard. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,107
108,"Kanekar, S. and M. B. Kolsawalla (1983","Sex and respectability: The double standard, Indian style.","Compared ratings of respectability for Indian males and females. It was hypothesized that the respectability of women would be enhanced by marriage and depressed by loss of virginity in the absence of marriage. 56 male and 56 female undergraduate and graduate students were asked to rate the respectability of persons differing in sex, status, and occupation on a 7-point scale indicating level of respectability. Consistent with the hypotheses, ANOVA showed an interaction between ratee's sex and ratee's status. A married woman was rated as more respectable than a married man, while an unmarried nonvirgin female was rated as less respectable than an unmarried nonvirgin male. (9 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,108
109,"Katz, J. and M. E. Schneider (2013",Casual hook up sex during the first year of college: Prospective associations with attitudes about sex and love relationships.,"This study examined bidirectional relationships among emerging adults' involvement in casual hook up sex and attitudes about sex and love relationships. At the start and end of their first year in college, undergraduates (N = 163) responded to measures of sexual behavior, sexual attitudes, and attitudes about love relationships. In cross-sectional analyses, attitudes about sex and love both were associated with involvement in casual hook up sex. In prospective analyses, initial attitudes about sexual instrumentality uniquely predicted involvement in later hook up sex, even after controlling for past hook up sex. Furthermore, involvement in hook up sex during the first year of college predicted greater sexual permissiveness and comfort with casual genital contact, even after controlling for initial sexual attitudes and hook up behaviors. None of the associations between attitudes and behavior were qualified by gender. Experiences of causal hook up sex appear to have implications primarily for emerging adults' attitudes about sexual interactions rather than their attitudes about love relationships. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,109
110,"Keller, J. F., et al. (1982",Premarital sexual intercourse among single college students: A discriminant analysis.,"Assessed the importance of interpersonal psychological variables in predicting the number of premarital sexual partners of 443 single college students. Discriminant functions were formulated and used to predict an S's premarital sexual partners group membership; virgin, monogamous, moderate partners, and extensive partners groups were identified. Different functions best dicriminated the virgin group from the monogamous, moderate partners, and extensive partners groups, especially for males. Data suggest that males and females were moving toward an equal standard regarding premarital intercourse behavior. However, the interpersonal psychological correlates of sexual intercourse appeared to be different for males and females. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,110
111,"Kelly, J. and D. G. Bazzini (2001","Gender, sexual experience, and the sexual double standard: Evaluations of female contraceptive behavior.","Compared men's and women's perceptions of female contraceptive behavior and investigated the relationship between sexual experience and these perceptions. 146 Ss were randomly assigned to 1 of 3 sexual scenarios in which a male provided the condom in a sexual encounter, a female provided the condom, or no condom was used. Ss were then asked to rate the female on several behavioral and personality measures and to complete a sexual experience scale. Results show that there were differences in the way men and women perceived the female target. A positive correlation was also found between sexual experience and more favorable perceptions of the sexually-prepared female. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,111
112,"Kettrey, H. H. (2016",What's gender got to do with it? Sexual double standards and power in heterosexual college hookups.,"Although college hookups are typically enjoyable for both men and women, heterosexual hookups often involve inequitable power dynamics that privilege men (e.g., women perform sexual acts to please partners and/or succumb to pressure for intercourse). Some scholars have attributed this power imbalance to the traditional double standard. However, recent studies have indicated college students typically endorse egalitarian standards-and some endorse a reverse double standard in which they negatively judge men more than women for engaging in the same sexual behavior. Using Online College Social Life Survey data (N = 11,077) I examined relationships between endorsement of double standards and power in hookups. Because contemporary students often believe double standards exist in society but not in their own minds, I also examined relationships between feeling negatively judged for hooking up and power. Most respondents endorsed egalitarian standards, but women were more likely than men to feel judged for hooking up. Feeling judged was a significant predictor of power disadvantages for women and men; endorsing a double standard disparaging one's own gender was significant among men. Findings suggest contemporary relevance of the traditional double standard and highlight differences between women's and men's endorsement of double standards disparaging their own gender. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,112
113,"Khumsaen, N. and F. A. Gary (2009",Determinants of actual condom use among adolescents in Thailand.,"This study examined the relationships among attitudes toward condom use, personal characteristics, condom use self-efficacy, and actual condom use among Thai adolescents. Predictors of condom use were also investigated. Bandura's self-efficacy model for safer sexual behavior provided the theoretical framework for this descriptive correlational design. The sample consisted of 270 Thai vocational students aged 18 to 21 years. Multiple regressions were used to estimate the correlates between the independent study variables and condom use among Thai adolescents. Additionally, two open-ended questions regarding attitudes toward premarital sex among males and females in Thai culture were asked. The results showed that self-reported history of alcohol/drug use, attitudes toward condom use, and condom use self-efficacy were related to actual condom use. Results that emerged from the open-ended questions suggested sexual double standards among Thais. This study contributes to strengthening Thai health policy and expanding nursing knowledge about condom use and prevention of sexually transmitted diseases. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,113
114,"King, K., et al. (1977",The continuing premarital sexual revolution among college females.,"Used questionnaire data gathered in 1965, 1970, and 1975 from 975 undergraduates attending a southern university to examine changes in sexual behavior and attitudes. Results suggest that the premarital sexual revolution which was reported to have begun during the late 1960s has actually accelerated during the 1970s. The institutionalization on college campuses of the youth counter-culture's lifestyle and morality, plus the development of the contemporary women's movement, are used to explain the findings. It is implied that the changes found in sexual behavior and attitudes are indications of the end of the double sexual standard as a dominant standard. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,114
115,"King, M. and D. Sobel (1975",Sex on the college campus: Current attitudes and behavior.,"Administered a sexual behavior and attitude questionnaire to 297 male and 371 female unmarried undergraduates at a 4-yr state college. 83% of the males and 72% of the females reported having had intercourse; of Ss aged 19 and under, about 66% had engaged in intercourse. Among the sexually active students, 70% of the males and 52% of the females first had had intercourse at age 18 or younger. A factor analysis of the attitude items resulted in 6 factors accounting for 50% of the variance; 3 factors represented relatively independent dimensions-concern for affection with sex, worry about sex, and sexual liberation for women; the 3 other factors represented interrelated dimensions: concern about virginity, permissiveness concerning censorship, and tolerance of homosexuality. Findings suggest that a previously distinct double standard of sexual behavior among the young may disappear during the 1970's. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,115
116,"Kirschner, T. J. and W. E. Sedlacek (1983",,"There is a need for systematic comparisons and replications of research on questions concerning students' sexual behaviors and attitudes. To examine whether or not students' attitudes and behaviors toward sex and sex-related issues changed over a decade, 435 incoming freshmen in 1973 and 460 freshmen in 1983 were administered an anonymous questionnaire assessing their sexual behaviors and attitudes. Seven major patterns of results were found. These included: (1) an increase in rates of premarital intercourse; (2) a decrease in sex differences in rates of intercourse, with this decrease primarily reflecting increased rates among females; (3) no change in students' personal and sexual codes; (4) a movement toward a more conservative standard for female sexual behavior; (5) a tendency for less awareness of campus resources; (6) a more conservative view of abortion in 1983; and (7) fewer students viewing homosexuality as an illness in 1983, accompanied by less willingness to disclose one's own homosexual preferences. The findings indicate that sexual identity is an important developmental issue for college students. (BL)",1,116
117,"Kistler, M. E. (2012",Media involvement and maternal communication effects on emerging adults' acceptance of the traditional sexual script.,"Little research examines the combined effects of media and parenting, particularly among emerging adults who are not university undergraduates. Cognitive involvement with media in combination with maternal communication style and their impact on acceptance of elements of the traditional sexual script were assessed using a web-based survey of 464 community and technical college students in the State of Washington. Gender schema theory and the media process model were used as theoretical frameworks. The analysis also controlled for the propensity to give socially desirable answers. Results were mixed. Outcomes included objectification of one's own body, objectification of women, acceptance of the sexual double standard, and acceptance of the notion of women's token resistance to sex. For most outcomes, one or more media involvement and maternal communication variables informed the outcomes. The exception was for objectification of women, in which only media involvement variables were significant. In general, greater media involvement related to negative outcomes, as did socio-oriented communication and positive mediation styles. Concept-orientation and negative mediation, however, related to more positive outcomes. Results reinforce message interpretation and media process model literature in relation to expectancy-based outcomes. The findings suggest a need for family-centered communication education and media literacy training, in addition to the advancement of psychometrically sound scales for the family communication, mediation, and outcome variables. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,117
118,"Klein, V., et al. (2019",Perceptions of Sexual Script Deviation in Women and Men.,"Traditional sexual scripts are characterized by a gendered power inequality (male dominance vs. female submission) (Sanchez, Fetterolf, & Rudman, 2012). Although gender differences in a variety of sexual behaviors have been decreasing, research into sexual scripts provides some support for the existence of traditional sexual scripts adherence. Study 1a and 1b focused on menâs evaluations of sexual script deviation in women (i.e., sexually assertive behavior) and the possible disapproval of these behaviors (backlash effects). Participants (381 and 382 self-identified heterosexual men) were presented with a randomly assigned vignette describing a hypothetical sexual scenario in which a woman behaved either sexually assertive or sexually timid. Both studies indicated that men to some extent expressed disapproval of sexually assertive women. With the aim to assess if backlash effects were due to womenâs sexual script deviation or if there was an overall negative evaluation of sexually assertive behavior irrespective of the targetâs gender, in Study 2 we focused on the perception of sexually assertive behavior in both women and men (N = 268). Although we found that gender role conformity was held for women, but not for men, the results suggest that the negative evaluation of sexual assertiveness was not due to script deviation, but that there is an overall conservative attitude toward sexually assertive behavior. Our study provides some insight into the motives of traditional sexual script adherence particularly for women. Â© 2018, Springer Science+Business Media, LLC, part of Springer Nature.",1,118
119,"Kleinfelter, K. J. (2000",An investigation of college students' personal attitudes and subjective norms regarding acceptability of assertive and nontraditional sexual behavior in women: Re-examining the sexual double standard. (college students).,"Traditionally, there has existed a double standard regarding sexuality. At one time, premarital intercourse was tolerated for men but not for women (Reiss, 1971). Recently, however, research has debated the continued existence of a double standard regarding sexual activity; While some researchers attest to its continued prevalence, others proclaim that with the sexual revolution of the 1960s came the ""death of the double standard"" and a new equality in the standard for acceptable sexual behavior. However, while the majority of research has focused on personal attitudes, few studies have examined subjective norms or individuals' beliefs about how significant others would view women and men engaging in comparable sexual behavior. In addition, prior research has addressed perceptions of only limited sexual behaviors. In the context of relevant theory emphasizing the importance subjective norms in predicting behavior, the current study examined college students' (N = 219) personal responses and their predictions of how others (i.e., date, partner) would respond to women versus men depicted in eight brief scenarios as engaging in assertive or permissive sexual activities. In addition, general social acceptability of the women and men depicted in sexual scenarios, as well as participants' personal sexual practices were assessed. It was hypothesized that a sexual double standard continues to be endorsed, and that the double standard may be more evident in college students' subjective norms for appropriate female sexual behavior. Results showed mixed support for the hypotheses. While more permissive behaviors were considered less socially acceptable for females, college students' personal ratings and their predictions of others' ratings did not demonstrate a significant double standard against women overall. Females indicating a greater level of personal sexual assertiveness tended to endorse more equitable standards for women and men on a measure of the sexual double standard. However, females' personal experience with behaviors described in scenarios was not found to be related to their ratings of women versus men. Methodology limitations in the study of the sexual double standard, as well as implications for future research and safe sex education are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,119
120,"Koon-Magnin, S. and R. Ruback (2012","Young adults' perceptions of non-forcible sexual activity: The effects of participant gender, respondent gender, and sexual act.","There is a gendered double standard for both sexual activity and criminal victimization, in that female sexual actors and victims are generally viewed more negatively than their male counterparts. In this study, 485 U.S. undergraduates at a large Northeastern university completed a questionnaire in which the gender of the victim and the nature of the non-forcible sexual act (sexual intercourse or oral sex) were experimentally manipulated. The provided scenarios depicted statutory rape situations, characterized by age discrepancies between the two parties. Respondents were asked to rate each of the parties on a series of questions to determine their level of condemnation for each of the parties involved. We hypothesized the existence of a sexual double standard, such that female actors would be more condemned than males. Repeated measures ANOVA indicated that respondents were more condemning of female than male victims, regardless of which act was depicted. Furthermore, male respondents were more condemning of a female perpetrator of statutory rape than of her male victim, and also more condemning of a female victim than of her male perpetrator, whereas female respondents did not differentiate between the victim and perpetrator, regardless of the depicted victim gender or sexual act. That is, whether she was depicted as the victim or perpetrator of the act, the female was more condemned than her male counterpart. Overall, female respondents were more condemning than male respondents, regardless of which act was depicted. These findings suggest the presence of a sexual double standard in perceptions of statutory rape. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,120
121,"Kosoka, H. and Y. Tanaka (1999",Sexual consciousness and attitudes of junior high school teachers.,"Reports the results of a 16 item questionnaire obtained from 130 junior high school teachers, 70 male teachers (20 single and 50 married), and 60 female teachers (25 single and 35 married). The results showed that the male teachers tended to show more acceptance than the female teachers of the general sexual issues presented and the female teachers showed a more negative attitude than the male teachers. The male teachers showed a double standard in their sense of sexual attitudes and their conscious awareness while the female teachers showed a stronger disclaim toward the commercialization of sex (e.g., adult video, portrayal of sexual scenes) than the male teachers. There were significant gender differences toward sex discrimination, a commercialization of sex and issues of divorce. The results suggest that the sexual consciousness and attitudes of teachers may influence the expectation of their roles in their school. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,121
122,"Kreager, D. A. and J. Staff (2009",The sexual double standard and adolescent peer acceptance.,"The belief that women and men are held to different standards of sexual conduct is pervasive in contemporary American society. According to the sexual double standard, boys and men are rewarded and praised for heterosexual sexual contacts, whereas girls and women are derogated and stigmatized for similar behaviors. Although widely held by the general public, research findings on the sexual double standard remain equivocal, with qualitative studies and early attitudinal surveys generally finding evidence of the double standard and more recent experimental vignette designs often failing to find similar results. In this study, we extend prior research by directly measuring the social status of sexually permissive youth. We use data collected from the National Longitudinal Study of Adolescent Health to relate adolescents' self-reported numbers of sexual partners to a network measure of peer acceptance. Results suggest that the association between lifetime sexual partnerships and peer status varies significantly by gender, such that greater numbers of sexual partners are positively correlated with boys 'peer acceptance, but negatively correlated with girls 'peer acceptance. Moreover, the relationship between boys 'sexual behaviors and peer acceptance is moderated by socioeconomic origins; sexually permissive boys from disadvantaged backgrounds are predicted to have more friendships than permissive boys from more advantaged backgrounds. Our results thus support the existence of an adolescent sexual double standard and suggest that sexual norms vary by both gender and socioeconomic origins. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,122
123,"Kreager, D. A., et al. (2016","The double standard at sexual debut: Gender, sexual behavior and adolescent peer acceptance.","A sexual double standard in adolescence has important implications for sexual development and gender inequality. The present study uses longitudinal social network data (N = 914; 11-16 years of age) to test if gender moderates associations between adolescents' sexual behaviors and peer acceptance. Consistent with a traditional sexual double standard, female adolescents who reported having sex had significant decreases in peer acceptance over time, whereas male adolescents reporting the same behavior had significant increases in peer acceptance. This pattern was observed net of respondents' own perceived friendships, further suggesting that the social responses to sex vary by gender of the sexual actor. However, findings for ""making out"" showed a reverse double standard, such that female adolescents reporting this behavior had increases in peer acceptance and male adolescents reporting the same behavior had decreases in peer acceptance over time. Results thus suggest that peers enforce traditional sexual scripts for both ""heavy"" and ""light"" sexual behaviors during adolescence. These findings have important implications for sexual health education, encouraging educators to develop curricula that emphasize the gendered social construction of sexuality and to combat inequitable and stigmatizing peer responses to real or perceived deviations from traditional sexual scripts. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,123
124,"Kruse, S. J. (1998","The importance of music in adolescent life: The relationship between music preference, values, attitudes, and behaviors.","The purpose of this study was to determine whether significant differences exist between fans of popular rock (PR) and college/alternative (CA) music and whether fans' global commitment (GC) to their preferred style of music interacts with music preference (MP) such that differences in values, attitudes, and behaviors are only significant when GC is high. Twenty different values were assessed using Super and Nevill's Values Scale. Attitudes assessed included (1) attitudes toward women using Burt's Sex-Role Stereotyping Scale and Lonsway and Fitzgerald's Rape Myth Scale and (2) permissive attitudes toward substance use using the Substance Abuse Attitudes Scale by Chappel, Veach, and Krug and a 10-item Attitudes Toward Substances Scale constructed by the author. Behaviors assessed included (1) sexually coercive behavior using the Sexual Experiences Survey by Koss and Oros and (2) substance use using a 10-item Substance Use Scale constructed by the author. MP and GC were assessed using the Music Preference Questionnaire constructed by the author. Sensation seeking was included as a covariate for some dependent variables using a 10-item Sensation Seeking Scale by Madsen, Das, Bogen, and Grossman. Significant MP differences were found for (1) the values of Ability Utilization, Achievement, Advancement, Authority, Cultural Identity, Economics, Prestige, Social Interaction, and Social Relations, (2) sex-role stereotyping, (3) attitudes toward marijuana and all drugs, and (4) use of tobacco, marijuana, hallucinogens, psychedelics, legal, illegal, and all drugs. PR fans were found to score higher than CA fans on the listed values and on the SRS. CA fans were found to be more permissive toward the listed substances and to use the listed substances more than PR fans. Significant MP x GC interaction effects were found for the value of Prestige and the use of alcohol and heroin. All three interaction effects found CA fans' valuing of Prestige and use of alcohol and heroin remaining fairly constant across GC whereas popular rock fans show a sharp increases in valuing Prestige and use of alcohol and heroin as their GC increases. The conclusions and limitations of this study are discussed as are implications for future research. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,124
125,"Lai, Y. and M. Hynie (2011",A tale of two standards: An examination of young adults' endorsement of gendered and ageist sexual double standards.,"Current North American sexual standards allow women to be sexual within committed relationships but may still restrict women's sexuality to a greater extent than men's. We investigated whether these gender double standards interact with an age double standard that describes the elderly as less sexual than the young, to create particularly limiting sexual standards for older women. 305 Canadian undergraduates completed a 2 (target age) x 2 (target gender) x 2 (participant gender) within-subjects study measuring perceptions of younger (own age) and older (over 65 years old) men's and women's interest in traditional sex (e.g., cuddling, intercourse with main partner) and experimental sex (e.g., extra-relationship sex, viewing erotic materials). ANCOVAs controlling for ageist and sexist beliefs revealed the ageist double standard; the elderly were perceived to be less interested in sex overall than the young. There was also a sexual double standard; women were perceived to be more interested in traditional sex than men, and men more interested in experimental sex than women. For traditional sex, women perceived younger targets as more interested than the older targets, and women targets as more interested than men. For experimental sex, a three-way interaction showed the interplay between the sexual and ageist double standards. Elderly female targets were perceived as least interested, and young male targets as most interested. Results reinforce that the current sexual standards distinguish between sex for intimacy and sex for other reasons (e.g., pleasure) and that the standards are particularly restrictive for older women. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,125
126,"Lance, L. M. (1979",The traditional american value of equality and the reverse double standard.,"Using the Guttman Male and Female Premarital Sexual Permissiveness Scales constructed by Ira Reiss, various sexual standards were examined taking as a sample 941 high school students from a southeastern metropolitan area. While there was still support for the traditional double standard, there was evidence that an equalitarian standard has become more popular. Moreover, contrary to previous research, there was considerable support for the reverse double standard. Â© 1979 Taylor & Francis Ltd.",1,126
127,"Landa, S. U., et al. (2017",Assessment of distorted thoughts about women and violence in basque-speaking secondary school students.,"The aim of the study is to assess distorted cognitions against women and violence in a sample of 2,919 secondary school students who speak Basque (mean age = 14.72, SD = 1.51). With this aim, the Inventory of Distorted Thoughts towards Women and Violence (IDTWV) by EcheburÃºa and FernÃ¡ndez-Montalvo (1998) was validated. It was translated into Basque by using the method of reverse translation. The CFA data show that the model with the best fit is composed by two factors and 21 items: beliefs towards women (F1) and beliefs about the use of violence and abuse against women (F2). The IDTWV correlates with the Ambivalent Sexism Scales (Glick and Fiske, 1996) and the Sexual Double Standard (Caron, Davis, Halteman, & Stickle, 1993).Results indicate that as a whole, women are less sexist than men. Also, during adolescence, there is a tendency associated with the age where they show less agreement with sexist beliefs. Furthermore, it is shown that the social desirability is associated with the girlsâ responses, mainly with the youngest. To sum up, it can be concluded that IDTWV adapted to Basque language is a valid and a reliable tool. Â© 2017, Escuela Universitaria de Magisterio. All right reserved.",1,127
128,"Lawrance, L., et al. (1984",Sexual attitudes and behaviors: Trends for a ten-year period 1972-1982.,"This study assessed sexual attitudes and behaviors of college students over a ten-year period. Data were collected in 1972, 1977, and 1982 from approximately 700 students in a large midwestern university. The instrument utilized was an anonymous 23-item questionnaire which solicited information regarding attitudes and behaviors toward premarital sexual intercourse, the ""sexual revolution,"" contraception, abortion, marriage, alternative lifestyles, adoption, and religious beliefs. Analysis of the data indicated similar findings across groups with respect to the proportion of subjects who engaged in the sexual behaviors queried. Significant sex differences were discernible in both attitudes and behaviors relating to premarital sexual intercourse. However, while little change occurred between the first two data collection periods, subjects indicated less tolerant attitudes toward abortion and extramarital sexual intercourse in 1982. There is some evidence to indicate that sexual attitudes and behaviors for this population have not become more liberal during the last ten years. The ""double standard"" persists, since males are more likely than females to favor and engage in premarital sexual intercourse. Â© 1984 Taylor & Francis Ltd.",1,128
129,"Lee, J., et al. (1200","Rape Myth Acceptance among Korean College Students: The Roles of Gender, Attitudes toward Women, and Sexual Double Standard.","The purpose of the current study was to examine factors that influence rape myths among Korean college students. This study was particularly interested in the ways in which attitudes toward women and sexual double standard affect the relationship between gender and rape myths. Although the incidence of rape is a common concern in many current societies, within each society, the specific components of rape myths reflect the cultural values and norms of that particular society. A sample of 327 college students in South Korea completed the Korean Rape Myth Acceptance Scale-Revised, the Attitudes Toward Women Scale, and the Sexual Double Standard Scale. Structural equation modeling (SEM) was used to test hypothesized models. Results revealed that in three of the four models, rape survivor myths, rape perpetrator myths, and myths about the impact of rape, attitudes toward women were a more important predictor of rape myths than gender or sexual double standard. In the rape spontaneity myths model, on the other hand, sexual double standard was a more important predictor than gender or attitudes toward women. This study provides valuable information that can be useful in developing culturally specific rape prevention and victim intervention programs. (Contains 3 tables and 5 figures.) (As Provided)",1,129
130,"Lefkowitz, E. S., et al. (2014",How gendered attitudes relate to women's and men's sexual behaviors and beliefs.,"This study examines associations between endorsement of a sexual double standard, gender role attitudes, and sexual behaviors and beliefs. First year university students in the northeastern United States (N = 434; 52 % female; 33 % Black, 29 % Latino, 39 % White; ages 17-19) participated during their first year of college. Endorsement of a sexual double standard was associated with more conventionally gender-stereotyped sexual behaviors and beliefs, specifically, more sexual partners and fewer perceived barriers to condom use for young men, and more perceived barriers to condom use for young women. Women who were more conventional about men's roles in society tended to use condoms less, whereas women who were more conventional about women's roles tended to use condoms more. Men who were more conventional about men's roles tended to have fewer sexual partners. Findings suggest the importance of examining gender's role in sexual behaviors and beliefs by assessing multiple gendered attitudes, rather than simply considering biological sex. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,130
131,"Levesque, M., et al. (2007",Physical attractiveness and sex in judgments about perceived sexually promiscuous others.,"This study investigated sex and physical attractiveness in evaluations of perceived promiscuous persons. Evidence for the double standard was expected, such that men would rate a promiscuous woman less favorably than women would rate a promiscuous man. University students (25 women and 24 men) viewed a photograph of an attractive or unattractive target and read fictitious information, including promiscuous sexual behavior, about the target. Analysis gave physical attractiveness effects and limited evidence for a reverse double standard. Women rated a promiscuous man more negatively than men rated a promiscuous woman. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1,131
