key,title,abstract,keywords,authors,year,url,Included,ID
40,"Breaking down the resistance and reducing the struggle: The discourse of writing, imagery, and music as a reading strategy in the standard English classroom","Teachers of standards based, College Prep English classes regularly face resistant and struggling readers who fail to engage, persevere, and comprehend curricular texts. As a result, these readers do not share in class discussions. Therefore, a class discourse was formulated upon Gee's (1996) Social Discourse theory and Leu, Kinzer, Coiro, and Cammack's (2004) New Literacies theory as well as prior classroom observations. Subsequently, the discourse was implemented to address the struggle and resistance to curricular readings. The discourse combined curricular texts with the strategic use of writing, imagery, and music in an electronic, classroom environment. The case study methodology tested four propositions that respectively maintained: using writing, imagery, and music (WIM) as a discourse would improve the resistant and struggling readers' engagement, textual stamina, comprehension, and social-emotional confidence in regard to curricular texts. The WIM discourse respectively 1d a Mosaic stage for learning the WIM Mosaic strategy and a Narrative stage for learning the WIM Narrative strategy. Nineteen participants from two College Prep English 2 classes at an affluent, Mid-Atlantic, suburban high school were divided into resistant and struggling reader groups, with two exemplars randomly selected from each group and compared to remaining group members. Each reader received explicit instruction and guided practice on how to use the Mosaic and Narrative strategies and an electronic response journal to address curricular texts and share in class discussions. For all exemplars and the majority of additional participants, data analysis revealed improved engagement, textual stamina, comprehension, and the willingness to share in discussions as a result of using the WIM discourse. Implications for teachers focus on: engagement with curricular text, extending textual stamina, cultivating non-linear comprehension, and promoting social-emotional confidence in resistant and struggling readers. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",class discourse; class discussions; Classroom Environment; classroom observations; classrooms; Colleges; curricular readings; curricular texts; data analysis; electronic response journal; English classes; explicit instruction; group members; guided practice; Imagery; improved engagement; Language Arts Education; Music; non-linear comprehension; Reading; Resistance; Teachers,"Keenan, James M.",2014.0,,1,40
41,A Design-Based Research Investigation of a Web-Based Learning Environment Designed to Support the Reading Process,"This research study had two purposes, (a) to design and develop a Web-based learning environment that supports the use of a set of reading strategies, and (b) to investigate the impact of this Web-based learning environment on readers' ""memory"" and ""understanding"" of an instructional unit on the human heart (Dwyer & Lamberski, 1977). These purposes led to four major research goals: 1. Guide the design of a Web-based learning environment that supports the use of a set of five reading strategies: (a) ""Text-macrostructure"" or ""chunking"" strategy: Readers can chunk the instructional unit on the human heart into smaller sections by moving elements (one or more paragraphs of text and an image) that make up the instructional unit into tabs that they create in the Web-based learning environment. (b) ""Summarization"" strategy: Readers can write a summary for each section that they create. (c) ""Imagery"" strategy: Readers can select an image from a library of images that is most representative of the contents of a given section. (d) ""Reading self-assessment"" or ""comfort-meter"" strategy: Readers can mark on a scale of 1-5 how comfortable they feel with their understanding of each section of the instructional unit. (e) ""Note-taking"" strategy: Readers can take notes on an element-by-element basis--these notes are attached to the elements that make up the instructional unit. 2. Establish validity and reliability of Web-based measurement instruments that were designed to measure memory and understanding of the instructional unit on the human heart at four levels of knowledge representation--""micro-textbase,"" ""macro-textbase,"" ""micro-situation model"" and ""macro-situation model."" 3. On the basis of these measurement instruments, determine whether participants who read the instructional unit on the human heart in the Web-based learning environment developed better ""memory"" and ""understanding"" of the instructional unit when compared with participants who read the same text on a regular Web page. 4. Develop an understanding of participants' use of the five reading strategies in the Web-based learning environment and their experience in the Web-based learning environment. A design-based research framework guided a series of studies that addressed these research goals. These studies were conducted in four phases. Findings from each of the first three phases of the investigation were used to inform and update the design of the Web-based learning environment, the Web-based measurement instruments, and the research design of the subsequent phase. The investigation culminated in a large-scale quasi-experimental study. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",Activity Units; Educational Environment; Electronic Learning; Human Body; Imagery; Instructional Design; Memory; Notetaking; Quasiexperimental Design; Reader Text Relationship; reading comprehension; reading instruction; Reading Processes; Reading strategies; Reliability; Self Evaluation (Individuals); validity; Web Based Instruction; Writing Assignments,"Kidwai, Khusro",2009.0,,1,41
42,Adaptive computer software that supports reading comprehension: An exploratory analysis of instructional and design implications,"The relationship among prior knowledge, learner variables and interactive reading instruction on multimedia reading outcomes was explored. An animated agent was specially designed to provide students with interactive support for the reading and strategic processing of multimedia text. Forty-five students (aged 9-11 years) were randomly assigned to read a multimedia science lesson with interactive agent support (treatment) or with no reading support (control). Performance on three indicators of reading performance were assessed: short answer, multiple choice, and graph questions. Comparisons of pre to post test gains between the two learning conditions indicated that students reading with interactive agent support scored significantly higher on the short answer questions. A significant interaction was found between gender and the learning condition for the multiple choice questions, indicating that girls did best in the treatment condition, while boys did best in the control condition. No significant differences were found between the treatment and control on the graph interpretation questions. Additional analyses of session transcripts, interviews, observations and case studies identified several variables that were associated with more and less successful multimedia reading outcomes. In the context of these findings, specific design and instructional implications are recommended, as well as directions for future research. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",comprehension; computer software; gender interaction; Interpersonal Interaction; reading comprehension,"Kim, Helen Seonhye",2003.0,,1,42
43,Digital peers to help children’s text comprehension and perceptions,"Affable Reading Tutor (ART) is an online reading lesson designed for children who are starting to comprehend reading. A digital, human-like character (virtual peer) in ART serves as a peer model that demonstrates the use of the reading comprehension strategy called questioning to help improve the learners’ comprehension of expository texts. This study, with 141 boys and girls in the fourth and fifth grades in the United States, examined the effects of virtual-peer presence (presence, absence, and control) on learners’ text comprehension and also the effects of learner gender and virtual-peer attributes (human-like male, human-like female, robot still image) on learners’ perceptions of their peer and on their text comprehension. The results revealed that the virtual-peer presence group outperformed both the absence group and the control group in the immediate and delayed posttests text comprehension. There were mixed results in the impacts of learner gender and virtual-peer attributes on text comprehension. The learners’ perceptions of their agent were not differentiated by neither learner gender nor virtual-peer attributes. The findings are discussed with virtual-peer design implications. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Affable Reading Tutor; children's text comprehension; digital peers; Intelligent tutoring systems; Peer Tutoring; reading comprehension; Student Attitudes; student perceptions,"Kim, Yanghee",2013.0,,1,43
44,Integrating new literacy instruction to support online reading comprehension: An examination of online literacy performance in 5th grade classrooms,"This quantitative study explored the effect of intervention lessons on online reading skills in fifth grade classrooms. First, it sought to examine the relationships among demographic variables including gender, ethnicity, and socioeconomic status and self-reported Internet use and Internet ability. Second, this study was designed to investigate which variables best predict performance on a measure of online reading. Third, the effect of lessons designed to improve online reading comprehension was explored to determine the efficacy of targeted classroom-based instruction on learned skills. Three theoretical frameworks underpinned this study: 1) a new literacies framework (Leu, Kinzer, Coiro, & Cammack, 2004), 2) transactional model (Rosenblatt, 1978), and 3) socioconitive model (Ruddell & Unrau, 2004a). The study was conducted in a Midwestern, suburban school over a 12-week time period with 443 fifth grade students. The repeated measures quasi-experimental research design allowed a quantitative investigation of online reading comprehension instruction to provide a reliable and valid assessment of the impact of online reading comprehension instruction on changes in student performance on an established measure of online reading comprehension. Additional attention to common variables known to influence outcomes in reading and technology performance (e.g., demographic variables, prior reading achievement scores) strengthened the design by allowing a more refined analysis of the isolated impact from the instructional activities. A regression analysis revealed prior achievement on norm-referenced measures of English/Language Arts as well as reported Internet use accounted for a significant amount of variance on online reading comprehension performance. Statistical analyses revealed significant differences between the experimental and control groups in online reading performance growth. Results from the subskill analysis show students in the experimental group demonstrated significant improvement over the control group on two of the three subskills (locating and synthesizing). No significant differences in group growth were observed for the Web evaluation task. Findings from this study indicate teachers varying in experience and Internet familiarity can effectively teach online reading in a classroom setting, and that students who received this instruction developed these skills at a greater rate. This work can inform future efforts as to how to best teach the skills and strategies of online reading. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",5th grade classrooms; Academic Achievement; classrooms; Computer Assisted Instruction; Internet; Literacy; new literacy instruction; online literacy performance; online reading comprehension; Reading; reading comprehension; teaching,"Kingsley, Tara L.",2011.0,,1,44
45,MindPlay Virtual Reading Coach: Does It Affect Reading Fluency in Elementary School?,"Important strides have been made in the science of learning to read. Yet, many students still struggle to attain reading proficiency. This calls for sustained efforts to bridge theoretical insights with applied considerations about ideal pedagogy. The current study was designed to contribute to this conversation, namely by looking at the efficacy of an online reading program. The chosen reading program, referred to as MindPlay Virtual Reading Coach (MVRC), emphasizes the mastery of basic reading skills to support the development of reading fluency. Its focus on basic skills diverges from the goal of increasing reading motivation. And its focus on reading fluency, vs. broad literacy achievement, offers an alternative to already existing reading enrichment. In order to test the efficacy of MVRC, we recruited three school districts. One district provided data from elementary schools that used the MVRC program in Grades 2 to 6 (N = 2,531 total). The other two districts participated in a quasi-experimental design: Six 2nd-grade classrooms and nine 4th-grade classrooms were randomly assigned to one of three conditions: (1) instruction as usual, (2) instruction with an alternative online reading program, and (3) instruction with MVRC. Complete data sets were available from 142 2nd-graders and 172 4th-graders. Three assessments from the MVRC screener were used: They assessed reading fluency, phonic skills, and listening vocabulary at two time points: before and after the intervention. Results show a clear advantage of MVRC on reading fluency, more so than on phonics or listening vocabulary. At the same time, teachers reported concerns with MVRC, highlighting the challenge with reading programs that emphasize basic-skills mastery over programs that seek to encourage reading.",Conventional Instruction; educational technology; elementary schools; Grade 2; Grade 3; Grade 4; Grade 5; Grade 6; intervention; Listening Skills; Mastery Learning; Online Courses; Phonics; Program Effectiveness; reading instruction; Reading motivation; Reading Programs; Reading Skills; Skill Development; Teaching Methods; Technology Uses in Education; Vocabulary,"Kloos, Heidi; Sliemers, Stephanie; Cartwright, Macey; Mano, Quintino; Stage, Scott",2019.0,,1,45
46,Changing how students process and comprehend texts with computer-based self-explanation training,"This study assessed whether and how self-explanation reading training, provided by iSTART (Interactive Strategy Training for Active Reading and Thinking), improves the effectiveness of comprehension processes. iSTART teaches students how to self-explain and which strategies will most effectively aid comprehension from moment-to-moment. We used RSAT (Reading Strategy Assessment Tool) to assess how iSTART changes the relation between important self-explanation reading strategies—bridging and elaboration—and online comprehension, and how often they are produced. College and high school students received iSTART and were administered RSAT prior to and post-training. Results from three experiments showed that iSTART primarily benefits bridging inferences when self-explaining. The frequency of bridging inferences was higher post training than prior to training, but only in the experiments involving college students. Additionally, prior to exposure to iSTART, RSAT bridging scores did not predict comprehension performance, whereas they did after iSTART, suggesting that iSTART may improve comprehension processes by teaching students how to appropriately use self-explanation to address comprehension difficulties. Finally, the results from this study suggest that RSAT may provide a valuable computer-based assessment of the effectiveness of self-explanations that could be used in conjunction with iSTART and in future research on self-explanation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",comprehension processes; Computer Assisted Instruction; computer-based self-explanation training; reading comprehension; Reading Measures; reading training; Student Characteristics; students' processes; Textbooks; Training,"Kurby, Christopher A.; Magliano, Joseph P.; Dandotkar, Srikanth; Woehrle, James; Gilliam, Sara; McNamara, Danielle S.",2012.0,10.2190/EC.47.4.e,1,46
47,Promise for enhancing children's reading attitudes through peer reading: A mixed method approach,"Peer-Assisted Learning Strategies (PALS) was implemented for supplementary reading classes in a Korean elementary school. The treatment group children were exposed to PALS during 20 min sessions, 4 times a week, for 8 weeks. The impacts of PALS were investigated in 3 aspects using a mixed-methods approach: improvement in reading attitudes, reading skills, and student perceptions of the intervention. Data collection 1s reading attitude measures, standardized reading comprehension test scores, student satisfaction survey, student interviews, and student journals. The PALS group students showed significantly enhanced reading attitudes and reading skills. Consistently, qualitative data analysis also revealed affirmative influence of PALS on students’ attitudes toward reading. Finally, the findings also suggested social benefits of PALS including developing cooperative skills and friendships. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Computer Assisted Instruction; elementary schools; Learning Strategies; Peer Tutoring; Peer-Assisted Learning Strategies (PALS); Peers; Reading; reading attitudes; Reading Skills; Reading strategies; Student Attitudes,"Lee, Youngju",2014.0,10.1080/00220671.2013.836469,1,47
48,Facilitating critical thinking using the C-QRAC collaboration script: Enhancing science reading literacy in a computer-supported collaborative learning environment,"The criticism that reading online results in shallow reading may reflect the need for an intervention that can provide sufficient technological and pedagogical supports to socially and cognitively engage learners in critical thinking and collaboration. This study investigated the effect of facilitating critical thinking using a collaboration script modified from the Questioning, Reading, Answering, and Checking reading strategy (i.e., QRAC-the-Code; Berkeley & Riccomini, 2013) on students' science reading literacy in a computer-supported collaborative learning (CSCL) environment. Participants were 76 college students (71% female) enrolled at a university in central Taiwan. Students were grouped by affinity grouping, where they self-selected their members, and were then randomly assigned to a collaborative learning condition with or without the collaboration script support. Overall, results showed that the collaboration script significantly enhanced students' reading literacy. Moreover, the effect was dependent upon gender and the format of tests. Males benefited more from the collaboration script on constructed-response items whereas females benefited more on multiple-choice items. Implications for instructional practices are drawn based on the findings of the study. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",Collaborative Learning; computer supported collaborative learning; Computer-mediated communication; Cooperation; Cooperative Learning; Cooperative/collaborative learning; Critical Thinking; Gender studies; learning environment; Pedagogical issues; Teaching Methods; teaching/learning strategies,"Lee, Yuan-Hsuan",2015.0,10.1016/j.compedu.2015.05.004,1,48
49,Computerunterstützte leseverständnisförderung: Die effekte automatisch generierter rückmeldungen = Computer assisted reading comprehension instruction: Effects of automatically generated content feedback,"We compared the effects of computer assisted instruction ('conText') with an explicit strategy instruction training ('Let's Become Reading Detectives') and a non-treatment control group in a group of N = 210 sixth graders over one school year. conText is an intelligent tutoring system that uses algorithms from automatic speech processing to assess the quality of summaries and generates automatic and instant feedback. Compared to the non-treatment group, students from the intervention group considerably improved reading strategy knowledge. However, only conText improved reading comprehension. We discuss these results with regard to the general requirements of reading comprehension trainings. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",automatic speech processing; Computer Assisted Instruction; content feedback; Feedback; Intelligent tutoring systems; reading comprehension; Speech Processing (Mechanical),"Lenhard, Wolfgang; Baier, Herbert; Endlich, Darius; Lenhard, Alexandra; Schneider, Wolfgang; Hoffmann, Joachim",2012.0,10.1024/1010-0652/a000066,1,49
50,Rethinking Strategy Instruction: Direct Reading Strategy Instruction versus Computer-Based Guided Practice,"There are many established reading strategy training programmes, which explicitly teach strategic and meta-cognitive knowledge to improve reading comprehension. Although instruction in strategy knowledge leads to improvements in meta-cognitive skills, the effects do not always transfer to reading comprehension. Therefore, to investigate preconditions for knowledge transfer, two different strategy training programmes were implemented in nine classes of Grade 6 students (""N"" = 148) over the course of one school year. One programme involved teacher-directed instruction of declarative meta-cognitive knowledge (""Reading Detectives""; Ruhl & Souvignier, 2006). The other aimed at improving executive meta-cognition by guided practice: students worked with a computer program based on latent semantic analysis (LSA) (""conText"") and received immediate feedback on written summaries. Although both groups improved their strategy knowledge to the same extent, the ""conText"" group showed a greater improvement in reading comprehension. These findings suggest that guided practice, which is characterised by intensive practice and individualised corrective feedback, is superior to explicitly teaching strategy knowledge. (Contains 4 tables and 3 figures.)",Computer Assisted Instruction; educational technology; Feedback (Response); Foreign Countries; Germany; Grade 6; Intelligent tutoring systems; Metacognition; Pretests Posttests; Program Effectiveness; Questionnaires; reading comprehension; Reading Difficulties; Reading Fluency; reading instruction; Reading strategies; Semantics; Teaching Methods; Verbal Ability,"Lenhard, Wolfgang; Baier, Herbert; Endlich, Darius; Schneider, Wolfgang; Hoffmann, Joachim",2013.0,,1,50
51,Simultaneous presentation of multiple documents and text-highlighting: Online integrative processes and offline integrated understanding,"This study examined the effect of the reading environment, i.e., documents presentation and possibility of text-highlighting, on readers’ integrated understanding, as well as the interplay between the reading environment and overt reading processes (i.e., online integrative processes) in forming intertextual connections. University students (N = 126) read six partly conflicting documents presented on a large multi-touch table, which were presented simultaneously or sequentially, with or without the possibility of text-highlighting. The simultaneous presentation yielded better integrated understanding, with this effect being fully mediated by an increased likelihood to spatially organize documents during reading. Furthermore, the possibility of text-highlighting also fostered readers’ integrated understanding. Additional analyses (sequential presentation only), however, indicated that this was not the case for participants who only infrequently revisited documents. We discuss this complex interplay between the reading environment and readers’ online integrative processes in the light of the RESOLV model. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",offline integrated understanding; online integrative processes; overt reading processes; Reading; reading comprehension; reading environment; simultaneous presentation; Stimulus Presentation Methods; text-highlighting,"Leroy, Caroline; Gerjets, Peter; Oestermeier, Uwe; Kammerer, Yvonne",2021.0,10.1080/10888438.2020.1784903,1,51
52,"Effect of hypertext highlighting on browsing, reading, and navigational performance","Reading hypertext documents is more difficult than reading traditional linear text. Text highlighting plays the role of encoding for reading comprehension and may play the roles of contextual cues and landmarks for hypertext navigation. The purpose of this study was to examine the effect of text highlight and organizing highlighted text into a hierarchical structure on browsing, reading, and navigation performance in a network hypertext system. A randomized experiment was conducted. Ninety participants were randomly assigned to three conditions: a reading system with text highlighting, with text highlighting and organizing highlighted text, and without any aids. Dependent variables 1d browsing performance: time spent and the length of navigational path for reading; reading performance: recall and inference scores, navigational performance: scores of landmark and route knowledge and time spent and the length of navigational path for completing nine navigational tasks. The results showed that text highlight did not improve reading and navigational performance. By contrast, organizing highlighted text yielded significantly worst performance in reading and navigation. According to the results, we propose several suggestions for the design of reading instruction and digital highlighters. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",Cognitive map; Cues; Human Computer Interaction; Human Information Storage; Hypertext; Hypertext reading; Navigation; Performance; reading comprehension; Text highlight,"Li, Liang-Yi; Tseng, Shu-Ting; Chen, Gwo-Dong",2016.0,10.1016/j.chb.2015.08.012,1,52
53,Learning Reading Strategies with Online Discussion,"Teachers experience difficulty demonstrating prediction strategies and leading discussions in traditional classrooms. It is also unclear whether online discussion can contribute to reading comprehension. The purpose of this study is to create an online reading system to investigate whether learners can acquire reading strategies and enhance their reading comprehension through online discussion. Because students who are simultaneously immersed in two learning practices may experience cognitive overload, this combined strategy instruction system was compared to single strategy instruction systems that allow only one learning practice at a time, either prediction or discussion. A total of 110 5th-grade students participated in this study. The results revealed that single strategy instruction was more beneficial to students' reading comprehension, and the reasons combined strategy instruction was less efficient are discussed. Students' prediction types and the quality of discussion between the two instructions were also reported.",China; Chinese; Cognitive Processes; Computer Mediated Communication; Control Groups; Difficulty Level; Discussion (Teaching Technique); Discussion Groups; Experimental Groups; Foreign Countries; Grade 5; instructional effectiveness; Learning Strategies; Multimedia Instruction; Prediction; Pretests Posttests; Progress in International Reading Literacy Study; Reading Achievement; reading comprehension; Reading Improvement; Reading Skills; Reading strategies; Reading Tests,"Liu, I-Fang; Ko, Hwa-Wei; Wu, Sheng-Yi",2014.0,,1,53
54,Optimising the use of note-taking as an external cognitive aid for increasing learning,"Taking notes is of uttermost importance in academic and commercial use and success. Different techniques for note-taking utilize different cognitive processes and strategies. This experimental study examined ways to enhance cognitive performance via different note-taking techniques. By comparing performances of traditional, linear style note-taking with alternative nonlinear technique, we aimed to examine the efficiency and importance of different ways of taking notes. Twenty-six volunteer adult learners from an information management course participated in this study. Cognitive performance scores from a traditional linear note-taking group were compared with another group by using a commercially available non-linear note-taking technique. Both groups were tested in two settings: after a classroom lecture and a panel forum discussion. Tasks 1d measures on story comprehension, memory, complexity of mental representations and metacognitive skills. Data analysis revealed that the non-linear note-takers were significantly better than the linear group both in terms of the quantity and the quality of the learned material. This study demonstrates the importance of using cognitively compatible note-taking techniques. It identifies the cognitive mechanisms behind effective note-taking and knowledge representation. Using such techniques enables deeper understanding and more integrated knowledge management. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Academic Achievement; academic success; cognitive performance; Cognitive Processes; external cognitive aid; Learning; Note Taking; note-taking techniques,"Makany, Tamas; Kemp, Jonathan; Dror, Itiel E.",2009.0,10.1111/j.1467-8535.2008.00906.x,1,54
55,iSTART Therefore I Understand: But Metacognitive Supports Did Not Enhance Comprehension Gains,"iSTART is an intelligent tutoring system designed to provide self-explanation instruction and practice to improve students' comprehension of complex, challenging text. This study examined the effects of extended game-based practice within the system as well as the effects of two metacognitive supports implemented within this practice. High school stu-dents (n = 234) were either assigned to an iSTART treatment condition or a control condition. Within the iSTART condition, students were assigned to a 2x2 design in which students provided ""self-assessments"" of their performance or were transferred to Coached Practice if their performance did not reach a certain ""performance threshold."" Those receiving iSTART training produced higher self-explanation and inference-based comprehension scores. However, there were no direct effects of either metacognitive support on these learning outcomes. [This paper was published in: R. Baker & E. Andre (Eds.), ""Proceedings of the 18th International Conference on Artificial Intelligence in Education"" (pp. 201-211), Wuhan, China: Springer.]",Comparative Analysis; Control Groups; Educational Games; Experimental Groups; High School Students; instructional effectiveness; Intelligent tutoring systems; Metacognition; Pretests Posttests; reading comprehension; reading instruction; Reading strategies; Reading Tests; Self Evaluation (Individuals); Statistical Analysis,"McCarthy, Kathryn S.; Jacovina, Matthew E.; Snow, Erica L.; Guerrero, Tricia A.; McNamara, Danielle S.",2017.0,,1,55
56,Metacognitive overload!: Positive and negative effects of metacognitive prompts in an intelligent tutoring system,"Research suggests that promoting metacognitive awareness can increase performance in, and learning from, intelligent tutoring systems (ITSs). The current work examines the effects of two metacognitive prompts within iSTART, a reading comprehension strategy ITS in which students practice writing quality self-explanations. In addition to comparing iSTART practice to a no-training control, those in the iSTART condition (n = 116) were randomly assigned to a 2 (performance threshold: off, on) × 2(self-assessment: off, on) design. The performance threshold notified students when their average self-explanation score was below an experimenter-set threshold and the self-assessment prompted students to estimate their self-explanation score on the current trial. Students who practiced with iSTART had higher posttest self-explanation scores and inference comprehension scores on a transfer test than students in the no training control, replicating previous benefits for iSTART. However, there were no effects of either metacognitive prompt on these learning outcomes. In-system self-explanation scores indicated that the metacognitive prompts were detrimental to performance relative to standard iSTART practice. This study did not find benefits of metacognitive prompts in enhancing performance during practice or after the completion of training. Such findings support the idea that improving reading comprehension strategies comes from deliberate practice with actionable feedback rather than explicit metacognitive supports. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",Intelligent tutoring systems; Metacognition; reading comprehension,"McCarthy, Kathryn S.; Likens, Aaron D.; Johnson, Amy M.; Guerrero, Tricia A.; McNamara, Danielle S.",2018.0,10.1007/s40593-018-0164-5,1,56
57,Improving Adolescent Students' Reading Comprehension with iSTART,"This study examines the benefits of reading strategy training on adolescent readers' comprehension of science text. Training was provided via an automated reading strategy trainer called the Interactive Strategy Trainer for Active Reading and Thinking (iSTART), which is an interactive reading strategy trainer that utilizes animated agents to provide reading strategy instruction. Half of the participants were provided with iSTART while the others (control) were given a brief demonstration of how to self-explain text. All of the students then self-explained a text about heart disease and answered text-based and bridging-inference questions. Both iSTART training and prior knowledge of reading strategies significantly contributed to the quality of self-explanations and comprehension. Adolescents with less prior knowledge about reading strategies performed significantly better on text-based questions if they received iSTART training. Conversely, for high-strategy knowledge students, iSTART improved comprehension for bridging-inference questions. Thus, students benefitted from training regardless of their prior knowledge of strategies, but these benefits translated into different comprehension gains. (Contains 4 tables and 1 figure.)",Adolescents; Computer Uses in Education; Control Groups; Correlation; educational technology; Online Systems; Prior Learning; Program Effectiveness; Questionnaires; reading comprehension; Reading strategies; Science Instruction; Teaching Methods; Training,"McNamara, Danielle S.; O'Reilly, Tenaha P.; Best, Rachel M.; Ozuru, Yasuhiro",2006.0,,1,57
58,Differentiating literacy instruction for digital learners: The effect of multimedia think-aloud worked examples on adolescent analytical reading comprehension,"Learning by example is nothing new to the education landscape. Research into think-aloud protocols, though often used as a form of assessment rather than instruction, provided practical, content-specific literacy strategies for crafting the instructional intervention in this study. Additionally, research into worked examples---from the earliest pen-and-paper studies of algebra and statistics, to more recent multimedia studies of legal reasoning and writing---shaped the conceptual framework for the present study by detailing a series of design principles for effective multimedia worked examples. This study aimed to reimagine the face-to-face, teacher-facilitated think-aloud as a multimedia worked example, which could be leveraged for differentiated, blended instruction to support adolescent readers. The purpose of this study was to investigate how multimedia worked examples that explicitly model the reading habits of successful readers through teacher think-alouds could facilitate effective differentiated analytical reading instruction for high school English language arts students who have access to 1:1 technology. The study tested the worked examples principle on the ill-defined problem of analytical reading comprehension in the naturalistic setting of a high school English language arts classroom using the practitioner model of the think-aloud as guidance. The study considered the effect of multimedia think-aloud worked examples on analytical reading comprehension and mental effort, as well as on the student experience of studying complex passages from literary texts. In this experiment, an explanatory sequential mixed-methodology study, 34 sophomore English students were randomly assigned to either the worked examples treatment condition or the traditional instruction comparison condition. Using a classic treatment-comparison repeat measures pretest-posttest design, students' analytical reading comprehension and perceived mental effort was assessed. Later, in the qualitative phase of the study, the participant experience was described through interviews and annotations in order to more deeply understand the quantitative data collected. Quantitative data were analyzed using a series of t tests between treatment and comparison groups for each phase of the study, as well as for gain scores from the baseline assessment to each of the intervention phases and to the posttest. Statistically significant differences were found between the treatment and comparison conditions for the analytical reading comprehension dependent variable at the first phase of the intervention and at the delayed posttest. No statistically significant results were found for the mental effort dependent variable. Qualitative data were coded and analyzed for emerging themes and patterns. These data revealed that students in the treatment group 1d higher quantity and quality annotations on their passages than did students in the comparison condition. Moreover, interviews revealed that students perceived the think-aloud process as distinct from their own analytical reading process, and they expressed that the think-aloud worked example videos increased their attention to detail, depth of analysis, ease of study, level of focus, and willingness to persist in a challenging task. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",Adolescent Development; fluency; intervention; Reading; Verbal Fluency,"Neebe, Diana Combs",2018.0,,1,58
59,The Impact of a Language Learning Task on Instructional Outcomes in Two Student Populations: High-Ability and Average-Ability Students,"This article examines the use of two different Spanish language learning tasks for students identified as high ability and average ability. Students were asked to read a short passage in Spanish on a computer screen and either use the glosses already provided for certain words to aid in comprehension (the control group) or create glosses for the same target words using a Spanish-English dictionary and annotation software (the experimental group). Next, they were asked to write a synopsis of the story in their own words in English and were also given an unannounced vocabulary recall test. They were retested 1 month later for vocabulary recall. High-ability students performed significantly better with the experimental task than with the control task on the vocabulary test, while average-ability learners showed no difference for recall between the two tasks. For reading comprehension, the complex nature of the experimental task seems to have created difficulties for average-ability learners, who scored substantially lower than the other groupings. Experimental average-ability students recalled significantly fewer words on the delayed recall test, as well, again suggesting a detrimental effect of the task on word retention for this group. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Academic Overachievement; Academic Underachievement; average ability students; Bilingual Education; Education; high ability students; instructional outcomes; language learning task; Spanish language,"Nikolova, Ofélia; Taylor, Gregory",2003.0,,1,59
60,The effects of a virtual tutee system on academic reading engagement in a college classroom,"Poor student engagement with academic readings has been frequently reported in college classrooms. As an effort to improve college students’ reading engagement, researchers have developed a virtual environment in which students take on the role of tutor and teach a virtual tutee, the virtual tutee system (VTS). This research examined the effectiveness of the VTS for enhancing students’ academic reading motivation, engagement, and performance. Two groups of college students were compared: students who used the VTS and those who used an online reading guide (RG). Both quantitative and qualitative data were used to acquire a better understanding of reading motivation and engagement. The study found that students in the VTS group engaged in a deep level of cognitive processing when they completed the reading assignments. They also exhibited a higher reading performance than students in the RG group. These findings imply that teaching and interacting with a virtual tutee promotes students’ deep engagement in reading activities. The paper discusses study limitations and suggestions for future research. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Academic Achievement Motivation; Classroom Environment; reading development; reading engagement; Reading motivation; Self-determination theory; Student Engagement; Tutoring; Virtual Classrooms; Virtual tutee system; Virtual tutoring,"Park, Seung Won; Kim, ChanMin",2016.0,10.1007/s11423-015-9416-3,1,60
