key,title,abstract,keywords,authors,year,Included,ID
378,Inclusion in physical education: A review of the literature from 1995-2005,"The purpose of the review is to critically analyze English-written research articles pertaining to inclusion of students with disabilities in physical education published in professional journals both within and outside of the United States from 1995-2005. Each study included in this review had to meet seven a priori criteria. Findings of the 38 selected studies were divided into six focus areas: (a) support, (b) affects on peers without disabilities, (c) attitudes and intentions of children without disabilities, (d) social interactions, (e) ALT-PE of students with disabilities, and (f) training and attitudes of GPE teachers. Recommendations for future practice and research are embedded throughout the article. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",United States;Disabled Persons;Interpersonal Relations;Child;Peer Group;Disabled Children;Adolescent;Mainstreaming (Education);Humans;Attitude;Physical Education and Training;Faculty;3570:Special & Remedial Education;US;article;Assistance (Social Behavior);Social Interaction;Mainstreaming (Educational);Physical Education;Intention;Disabilities;Attitudes;Peers;Students;Teachers;Training;Young Adulthood (18-29 yrs);Adulthood (18 yrs & older);Adolescence (13-17 yrs);School Age (6-12 yrs);Preschool Age (2-5 yrs);Childhood (birth-12 yrs);Female;Male;Human;Literature Review;social interactions;training;support;peers;intentions;attitudes;teachers;students;disabilities;physical education,"Block, Martin E. and Obrusnikova, Iva",2007.0,0,373
379,Glucose and cardiac risk factor control in individuals with type 2 diabetes: Implications for patients and providers,"Purpose: The purpose of this descriptive study was to describe attainment of glucose and coronary heart disease (CHD) risk factor goals and to identify factors that were associated with successful goal achievement. Methods: A cross-sectional survey enrolled 110 subjects with type 2 diabetes undergoing screening for asymptomatic myocardial ischemia. Results: Many participants had HbA1c levels ≥7% (45%), and 46% to 79% were not meeting goals for CHD risk reduction. Individual factors of age, gender, and anxiety; the illnessrelated factor of lipid-lowering therapy; and the familyrelated factor of living alone were independently associated with 1 of the 7 outcomes under study. Illnessrelated factors of a longer duration of diabetes were strongly associated with glucose and blood pressure control, insulin use with glucose control and waist circumference, and antihypertensive use with blood pressure, triglycerides, and body mass index. Family-related factors of higher income were significantly associated with poorer glucose control and higher body mass index, while higher levels of perceived support by family and friends were associated with a lower risk of not meeting lipid goals. However, individual factors, represented by several aspects of personal model beliefs (exercising regularly, testing glucose, and checking one's feet) and physical activity, were consistently related to lipid and weight control. Conclusions: A variety of factors were associated with control of blood glucose and CHD risk factors, suggesting that a one-size-fits-all approach to multiple risk factor reduction efforts may not result in goal attainment. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)","Age Factors;Diabetic Angiopathies;Diabetes Mellitus, Type 2;Surveys and Questionnaires;Heart Diseases;Health Surveys;Coronary Disease;Blood Glucose;Humans;Hemoglobin A, Glycosylated;Cross-Sectional Studies;3290:Physical & Somatoform & Psychogenic Disorders;article;Diabetes;Type 2 Diabetes;Risk Factors;Heart Disorders;Blood Sugar;Adulthood (18 yrs & older);Female;Male;Human;Quantitative Study;Empirical Study;myocardial ischemia;coronary heart disease;type 2 diabetes;glucose;cardiac risk factor","Chyun, Deborah and Lacey, Kimberly O. and Katten, Deborah M. and Talley, Sandra and Price, Wendie J. and Davey, Janice A. and Melkus, Gail D.",2006.0,0,374
380,Developmental Course of Very Preterm Children in Relation to School Outcome,"Objective: Developmental course of preterm and term children is studied within a prospective longitudinal design in relation to school outcome at 10 years of age. Methods: Differences between the term and preterm children were studied in somatic, neuro- motor, cognitive and socio-emotional development. In addition, comparisons were made concerning the developmental course of the subgroup of preterm children attending age appropriate school classes at 10 years of age, and the subgroup of preterms that showed school problems, reflecting a history of grade retention or attendance of special education school. Results: Term and preterm children differed in all developmental domains. The subgroup of preterms without school problems is characterized by less serious neonatal difficulties, better drinking capacities in the first month, faster early head growth and better early mental and motor development. Cognitive developmental course gradually diverged during the first two years between the preterm subgroups and seemed to stabilize thereafter. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Cognition;Child;Only Child;2800:Developmental Psychology;Netherlands;article;Developmental Stages;Infant Development;Academic Achievement;Premature Birth;Neonatal Development;School Age (6-12 yrs);Preschool Age (2-5 yrs);Infancy (2-23 mo);Neonatal (birth-1 mo);Childhood (birth-12 yrs);Female;Male;Human;Quantitative Study;Prospective Study;Longitudinal Study;Followup Study;Empirical Study;school outcome;developmental course;prematurity,"van Baar, Anneloes L. and Ultee, Kees and Gunning, W. Boudewijn and Soepatmi, Sri and de Leeuw, Richard",2006.0,0,375
381,A Social Constructionist Perspective of Teaching and Learning in Inclusive Physical Education,"The purpose of this qualitative case study was to examine an inclusive, third grade physical education class containing a child with severe cerebral palsy and a visual impairment from a social constructionist perspective. Data were collected from four primary sources over a six-month period: interviews, observations, document review, and journals. Boyzaitis's (1998) five-step process was utilized in the data analysis, which uncovered three primary themes: the teacher's belief in the development of social skills for students with and without disabilities, the teacher's use of purposeful strategies to accommodate students with disabilities, and student learning shaped by personal experience. Student and teacher experiences were interpreted within the conceptual framework of social construction as a means of describing relevant and meaningful relationships. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Physical Education and Training;3570:Special & Remedial Education;article;Teaching;Constructivism;Physique;Cerebral Palsy;Social Skills;Mainstreaming (Educational);Physical Education;Vision Disorders;School Learning;Adulthood (18 yrs & older);Childhood (birth-12 yrs);Female;Male;Human;Qualitative Study;Nonclinical Case Study;Empirical Study;visual impairment;cerebral palsy;inclusive physical education;learning;teaching;social constructionist perspective,"Grenier, Michelle",2006.0,0,376
382,The efects of sports participation on young adolescents' emotional well-being,"This study examined the relationship between children's sports participation and emotional well-being including self-reported emotional and behavioral problems and multidimensional aspects of self-concept. Data were collected from 203 young adolescents using a multitrait-multimethod assessment methodology. Information was obtained using a sports questionnaire concerning participation in and perceptions of sporting activities. Emotional well-being was assessed by the Youth Self-Report (Achenbach, 1991) and the Self-Perception Profile for Children (Harter, 1985). The study found that increased levels of sports participation had a positive relationship with aspects of emotional and behavioral well-being, particularly self-concepts. Results also showed that children with increased perceptions of sport-related competencies reported significantly fewer emotional and behavioral problems than did children who were, by external standards (e.g., teacher rating, number of sporting achievements), actually competent at sport. The study also found particular areas of sports participation to be positively associated with self-concept. Evidence suggests a similar beneficial association with some aspects of behavior problems. Practical implications of the findings are discussed along with recommendations for future research. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)","Emotions;Only Child;Adaptation, Psychological;Social Behavior Disorders;Child;Psychology, Adolescent;Adolescent;Self Concept;Analysis of Variance;New Zealand;Case-Control Studies;Humans;Cross-Sectional Studies;2840:Psychosocial & Personality Development;3720:Sports;article;Sports;Well Being;Self-Report;Self-Concept;Behavior Problems;Athletic Participation;Emotional Disturbances;Adolescence (13-17 yrs);School Age (6-12 yrs);Childhood (birth-12 yrs);Female;Male;Human;Quantitative Study;Empirical Study;self concept;emotional behavioral problems;self report;young adolescents emotional well being;sports participation effects","Donaldson, Sarah J. and Ronan, Kevin R.",2006.0,0,377
383,The Contribution of Academic Skills to the Successful Inclusion of Children with Disabilities,"Data relating to academic ability were collected for 24 students with disabilities who had been included in regular education classes for 18 months or more. Norm-referenced literacy measures were collected for all 24 students and for 19 of them peer-micronormed literacy and numeracy work samples were obtained and compared to samples collected on average teacher-nominated peers in each of their classes. In addition, teachers were interviewed for their perceptions of the literacy and numeracy skills of the students compared with typical grade peers and their perceptions of the success of the integration. While most of the students performed below their age peers on all measures, some students (even students who had been diagnosed as having a moderate intellectual disability) performed close to and occasionally above what would be expected for their age/grade. There was a positive and statistically significant relationship between the direct measure of academic skills and class teacher perception of those skills and between the perceptions of independent observers who rated the work samples and the direct measure of academic skills. While a relationship was found between teacher rating of success and academic ability, no clear relationship was found between level of disability, as measured at the preschool level, and academic ability. Implications of these findings are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Only Child;Child;Disabled Children;3570:Special & Remedial Education;Australia;article;Literacy;Mainstreaming (Educational);Disabilities;Academic Achievement;Teacher Attitudes;Adulthood (18 yrs & older);School Age (6-12 yrs);Preschool Age (2-5 yrs);Infancy (2-23 mo);Childhood (birth-12 yrs);Female;Male;Human;Quantitative Study;Empirical Study;class teacher perception;norm referenced literacy;disabilities;successful inclusion;academic skills,"Kemp, Coral and Carter, Mark",2006.0,0,378
384,Assessment of Factors Affecting Quality of Life in Diabetic Patients in Iran,"Objective: Assess the pattern of relationships between personal-background characteristics and dimensions of quality of life (QOL) in diabetic patients. Design: Cross-sectional descriptive study. Sample: 117 adults with type 2 diabetes (100 female, 17 male) randomly selected from outpatients referred to Sina hospital (Tabriz, Iran). Methods: Participants answered a three-part questionnaire including (1) sociodemographic and medical (diabetes-related) personal-background characteristics; (2) general health-related QOL instrument based on Swedish Health-Related QOL; (3) disease-specific instrument for diabetic patients. Nine QOL dimensions were covered: physical function, pain, daily activities, feelings, sleep, relationships with relatives, overall health, problems with diabetes, satisfaction with diabetes treatment methods. Data were analyzed with inferential statistics, correlation, and multi-stage stepwise regression. Results: Personal background characteristics (age, presence of medically educated people in family, whether patient was family breadwinner, unemployment, complications of diabetes) accounted for 27% of variance in the physical function dimension of QOL dimension. Other QOL dimensions (daily activities, overall health, sleep, satisfaction with diabetes treatment.) were also related to personal background characteristics. Conclusions: Diabetic patients face great challenges in many dimensions of QOL. Nursing instructors and nursing educators in educational centers for diabetics can use the findings of this research to assess their patients more effectively. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)","Adaptation, Psychological;Health Status;Diabetes Mellitus, Type 2;Surveys and Questionnaires;Analysis of Variance;Regression Analysis;Activities of Daily Living;Socioeconomic Factors;Unemployment;Mental Health;Educational Status;Models, Psychological;Cost of Illness;Social Support;Middle Aged;Humans;Attitude to Health;Cross-Sectional Studies;Life Style;Nursing Methodology Research;3290:Physical & Somatoform & Psychogenic Disorders;3360:Health Psychology & Medicine;article;Diabetes;Quality of Life;Patient History;Client Characteristics;Middle Age (40-64 yrs);Adulthood (18 yrs & older);Outpatient;Female;Male;Human;Quantitative Study;Qualitative Study;Empirical Study;diabetic patients;Iran;personal background characteristics;quality of life dimensions","Ghanbari, Atefeh and Yekta, Zohrah Parsa and Roushan, Zahra Atrkar and Lakeh, Nasrin M.",2005.0,0,379
385,Perceptions and Attitudes of Athletic Training Students Toward a Course Addressing Psychological Issues in Rehabilitation,"In 1999, athletic training adopted new educational competencies and clinical proficiencies addressing the following domains: (1) risk management, (2) assessment and evaluation, (3) acute care, (4) general medical conditions and disabilities, (5) pathology of illness and injury, (6) pharmacologic aspects of injury and illness, (7) nutritional aspects of injury and illness, (8) therapeutic exercise, (9) therapeutic modalities, (10) health care administration, (11) professional development and responsibilities, and (12) psychosocial development and responsibilities. These newly adopted competencies and proficiencies have improved the academic preparation of future certified athletic trainers. However, the addition of the 12th domain, psychosocial development and responsibilities, still may not provide athletic training students with a thorough understanding of the complex issues surrounding psychological adjustment to injury. This research study examined athletic training students' perceptions and attitudes before and after completing a new course addressing psychological issues of injury. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Attitude;Sports;Surveys and Questionnaires;Adult;Humans;Attitude of Health Personnel;Allied Health Personnel;3410:Professional Education & Training;3560:Classroom Dynamics & Student Adjustment & Attitudes;US;article;Rehabilitation Education;Rehabilitation;Student Attitudes;Psychology;Professional Competence;College Students;Exercise;Psychodynamics;Athletic Training;Adulthood (18 yrs & older);Female;Male;Human;Quantitative Study;Qualitative Study;Empirical Study;rehabilitation;psychological issues;attitudes;perceptions;athletic training students,"Harris, Laura L. and Demb, Ada and Pastore, Donna L.",2005.0,0,380
386,Access nature,"Access Nature™ (by Bethe Gilbert Almeras and David Heath,2001) is an inclusive curriculum created by the National Wildlife Federation. The main premise for designing this curriculum was to offer educators a tool that would aid in formulating quality environmental education programs that would reach and stimulate all participants with and without disabilities. This curriculum is designed around objectives in outdoor and environmental education with a main theme of habitat. Each of the activities in this sixty-hour curriculum is geared towards youth and teens ages 6-14. Specific adaptations are incorporated that address four categories of disabilities: hearing, learning/cognition, motor, and visual. invaluable. This manual is a very useful resource for gaining awareness into the little things that can be done to create a safe and stimulating environment for all participants regardless of their abilities. The suggestions and guidelines for including participants with disabilities transcend the scope of the listed activities to programming in general. The Access Nature™ curriculum encourages facilitators to increase their comfort level working with inclusive audiences by offering all students the opportunity to explore nature. (PsycINFO Database Record (c) 2017 APA, all rights reserved)      (Source: journal abstract)",Adolescent;3530:Curriculum & Programs & Teaching Methods;article;Disabilities;Curriculum;Environmental Education;Environmental Attitudes;Adolescence (13-17 yrs);School Age (6-12 yrs);Childhood (birth-12 yrs);Human;disabilities;earth's environment;natural resources;quality environmental education programs;National Wildlife Federation,"Stout, Jessica",2005.0,0,381
387,Childhood predictors of self reported chronic fatigue syndrome/myalgic encephalomyelitis in adults: National birth cohort study,"Objective: To study childhood risk factors for chronic fatigue syndrome in adult life. Design: Examination of data from the 1970 British birth cohort. Participants: 16 567 babies born 5-11 April 1970, followed up at 5, 10, 16, and 29-30 years. Main outcome measures Chronic fatigue syndrome/myalgic encephalomyelitis (CFS/ME) identified by self report at age 30 years. Data from childhood from questionnaires given to parents and teachers. Maternal mental health assessed with the malaise inventory. Results: 93 (0.8%, 95% confidence interval 0.7 to 1.0) of 11 261 participants reported ever having CFS/ME, and 48 (0.4%, 0.3 to 0.6) had the condition currently. Higher risk of CFS/ME was associated with having a limiting longstanding condition in childhood (odds ratio 2.3, 1.4 to 3.9), female sex (2.3, 1.4 to 2.6), and high social class in childhood (2.2, 1.4 to 3.5). Higher levels of exercise in childhood were associated with lower risk (0.5, 0.2 to 0.9). Maternal psychological disorder, psychological problems in childhood, birth weight, birth order, atopy, obesity, school absence, academic ability, and parental illness were not associated with risk of CFS/ME. Conclusions: We identified no association between maternal or child psychological distress, academic ability, parental illness, atopy, or birth order and increasing risk of lifetime CFS/ME. Sedentary behaviour increased the risk. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)","Fatigue;Adult;Fatigue Syndrome, Chronic;Cohort Studies;3290:Physical & Somatoform & Psychogenic Disorders;article;United Kingdom;Chronic Fatigue Syndrome;Self-Report;Risk Factors;Childhood Development;Encephalomyelitis;Thirties (30-39 yrs);Young Adulthood (18-29 yrs);Adulthood (18 yrs & older);Adolescence (13-17 yrs);Childhood (birth-12 yrs);Female;Male;Human;Quantitative Study;Longitudinal Study;Followup Study;Empirical Study;myalgic encephalomyelitis;self report;childhood risk factors;chronic fatigue syndrome","Viner, Russell and Hotopf, Matthew",2004.0,0,382
388,Clinical Intervention for Children With Developmental Coordination Disorder: A Multiple Case Study,"The teaching process and outcome in a skill theme program and a movement concepts program were described and analyzed in seven children with developmental coordination disorder. It was hypothesized that the skill theme program would improve targeted skills and perceived physical competence, whereas the movement concepts program would improve self-esteem and creativity. The seven children were taught individually by the same student teachers twice a week for a period of five weeks in one of the teaching methods. After a vacation, the teachers changed their teaching strategies and taught the same children using the alternative method. Although the hypothesis was generally supported, the children's response to and progress in the programs varied. Possible factors influencing the variation were discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Child;Only Child;Motor Skills Disorders;3297:Neurological Disorders & Brain Damage;article;Movement Disorders;Dyspraxia;Motor Performance;Motor Coordination;Developmental Disabilities;Intervention;Adulthood (18 yrs & older);School Age (6-12 yrs);Preschool Age (2-5 yrs);Infancy (2-23 mo);Childhood (birth-12 yrs);Female;Male;Human;Qualitative Study;Empirical Study;Clinical Case Study;skill theme program;developmental coordination disorder;children;clinical intervention,"Miyahara, Motohide and Wafer, Alena",2004.0,0,383
389,The inclusion of pupils with special educational needs in secondary school physical education,"In light of the demands of the revised National Curriculum for Physical Education in England (DfEE/QCA, 1999) and the Special Educational Needs and Disability Discrimination Act (DfES, 2001a), this paper presents some preliminary observations on how PE teachers endeavour to include pupils with special educational needs (SEN) in secondary school physical education (PE). Findings from a small-scale study revealed that whilst teachers expressed a commitment to providing pupils with SEN with 'equal opportunities'--to participate in the same learning contexts as their 'more-able' peers--in practice, this was not always the case. The paper concludes by suggesting that the apparent tendency of teachers to prioritise 'traditional' team games within PE serves to exclude, rather than facilitate the full inclusion of many pupils with SEN. Moreover, it appears that these pupils are in effect being integrated into, rather than included in, PE. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Physical Education and Training;Pupil;3570:Special & Remedial Education;article;Special Education Students;Mainstreaming (Educational);Physical Education;Special Needs;Secondary Education;Disability Discrimination;Teacher Attitudes;Middle Age (40-64 yrs);Thirties (30-39 yrs);Adulthood (18 yrs & older);Female;Male;Human;Quantitative Study;Empirical Study;teacher attitudes;mainstreaming;special education students;special educational needs;secondary school physical education,"Smith, Andrew",2004.0,0,384
390,Self-management training for people with chronic disease: An exploratory study,"Objective. To determine the effectiveness of a community-based Chronic Disease Self-management Course (CDC) for UK participants with a range of chronic diseases. Design. The study was a multiple baseline, pre-test post test design with a sample of 185 participants who attended a CDC delivered in community settings by lay tutors, in the UK. Method. Data were collected by self-completed questionnaires before attendance and at four-month follow-up. Results. The sample comprised 72% women (mean age = 53 years, mean disease duration = 16 years). The main chronic diseases included endometriosis, depression, diabetes, myalgic encephalomyelitis, osteoporosis and polio. Adjusting for baseline values and gender, small to moderate increases were found on cognitive symptom management, self-efficacy (disease and symptoms) and communication with physician. A similar sized decrease was found on fatigue, and small decreases were evident on anxious and depressed moods, and health distress. There were no changes in the use of health care resources, or on self-reported exercise behavior. Conclusion. The results of this exploratory study suggest that self-management training for people with chronic diseases can offer benefits in terms of enhanced self-efficacy, greater use of cognitive... (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Chronic Disease;3365:Promotion & Maintenance of Health & Wellness;article;United Kingdom;Community Services;Health Behavior;Well Being;Chronicity (Disorders);Self-Management;Chronic Illness;Self-Efficacy;Adulthood (18 yrs & older);Human;Quantitative Study;Empirical Study;well being;self efficacy;symptom management;community settings;disease duration;health care resources;self-management training;heealth behavior;chronic diseases,"Wright, C. C. and Barlow, J. H. and Turner, A. P. and Bancroft, G. V.",2003.0,0,385
391,Integration of students with severe and profound intellectual disabilities into the comprehensive school system: Teachers' perceptions of the education reform in Finland,"In Finland compulsory education has been organised within the comprehensive school system since 1970. However, until August 1997, the students with the most severe intellectual disabilities were educated by social welfare authorities outside the school system. This study evaluates the transition from the social service system into the comprehensive school system one year after the reform. Nationally representative data was gathered in 1998 from 125 teachers who taught 591 (65%) of all school age children with severe and profound intellectual disabilities in Finland The results of the study indicated that while physical integration had increased, individual integration into the full-time mainstream classroom occurred only seldom. Further, only a few teachers thought that the best placement for children with severe and profound intellectual disabilities was in full-time general education classes. About 80% of the respondents thought that the best placement was in full- or part-time special classes located in mainstream schools. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Only Child;Child;Intellectual Disability;3570:Special & Remedial Education;article;Schools;Special Education Students;Mainstreaming (Educational);Social Services;Intellectual Development Disorder;Special Education Teachers;Developmental Disabilities;Adulthood (18 yrs & older);School Age (6-12 yrs);Childhood (birth-12 yrs);Female;Male;Human;Quantitative Study;Empirical Study;Severe Mental Retardation;Profound Mental Retardation;Finland;school age children;severe & profound intellectual disabilities;integration into mainstream classroom;physical integration;comprehensive school system;social service system;transition,"Jahnukainen, Markku and Korhonen, Anu",2003.0,0,386
392,Physical educators' judgments about inclusion: A new instrument for preservice teachers,"The purpose of this study was to develop an instrument for use in physical education teacher education (PETE) programs that would yield valid evidence of the judgments of PETE preservice teachers toward the inclusion of students with disabilities into the general PE classes. Both the conceptualization that judgments represent the cognitive expressions of attitudes and focus group discussions were used to create the     Physical Educators' Judgments About Inclusion (PEJI) instrument. Following content validation procedures, the PEJI was administered to 272 PETE preservice teachers. Subsequent principal component analysis to generate construct validity evidence indicated that 15 items should be retained; they collectively explained 53% of the variance using a 3-component model. Dimensions of the PEJI pertained to judgments about inclusion, acceptance, and perceived training needs. Alpha coefficients for the 3 subscales ranged from .64 to .88. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Physical Education and Training;3510:Educational Administration & Personnel;2227:Educational Measurement;US;article;Teacher Education;Judgment;Preservice Teachers;Mainstreaming (Educational);Physical Education;Test Validity;Teacher Attitudes;Test Construction;Measurement;Adulthood (18 yrs & older);Female;Male;Human;Empirical Study;content validity;construct validity;Physical Educators' Judgments About Inclusion instrument;teacher education;physical education teachers;preservice teachers,"Hodge, Samuel R. and Murata, Nathan M. and Kozub, Francis M.",2002.0,0,387
393,Externalizing and internalizing problems at school as signs of health-damaging behaviour and incipient marginalization,"This study investigated whether behavioural or emotional problems in adolescents detected by their teachers are signs of a common psychosocial maladjustment and of the beginning of social marginalization. 171 pupils (aged 15 yrs) from Finland participated in the survey. Pupils filled in a questionnaire about alcohol use, smoking, physical exercise and fitness, self-rated health, psychosomatic symptoms, social relationships and future educational plans. Results showed that poor success at school and the absence of or limited educational plans were associated with both externalizing and internalizing problems. Externalizing problems were associated with health-damaging behaviour and with bullying others. Internalizing problems were associated with poor perceived health and a low level of exercise, with mental symptoms, and with problems in social relationships. Thus, the pupils in both problem groups had a clustering of different risk factors. The authors conclude that the accumulation in adolescents of self-reported health-damaging behaviour, problems related to school, to future educational plans and to social relationships are already obvious in pupils with externalizing and/ or internalizing problems detected by their teachers at the age of 15 yrs. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Pupil;Adolescent Behavior;Child Behavior Disorders;Surveys and Questionnaires;Physical Fitness;Adolescent;Risk-Taking;Students;Humans;Follow-Up Studies;Faculty;3230:Behavior Disorders & Antisocial Behavior;Finland;article;Health Behavior;Social Isolation;Social Adjustment;High School Students;Risk Factors;Internalization;Marginalization;Behavior Problems;Externalization;Teachers;Teacher Attitudes;Adolescence (13-17 yrs);Female;Male;Human;Empirical Study;teacher detection;students;internalization;externalization;psychosocial maladjustment;emotional problems;behavioral problems;social marginalization;health-damaging behavior,"Laukkanen, Eila and Shemeikka, Sirpa and Notkola, Irma-Leena and Koivumaa-Honkanen, Heli and Nissinen, Aulikki",2002.0,0,388
394,Misconceptions and attitudes toward suicide among teachers and prospective teachers in Hong Kong,"The misconceptions and attitudes toward suicide among 299 Chinese teachers and prospective teachers in Hong Kong were assessed using a 30-item questionnaire of common misconceptions, risk factors, and issues related to terminal illness and religious beliefs. With few common misconceptions, the general agreement on the unacceptability of suicide and the rejection of the notion of non-intervention provided grounds for optimism. The uncertain views on risks of suicide threats and concrete planning and on the ethical and religious issues were areas for concern. Implications of the findings related to cultural beliefs and to teacher training for school-based prevention programs as well as the caution needed to be exercised in interpreting the present findings based on a sample of young teachers and prospective teachers in Hong Kong are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)      (Source: journal abstract)",Attitude;3230:Behavior Disorders & Antisocial Behavior;3510:Educational Administration & Personnel;article;Hong Kong;Teacher Education;Asians;Suicide;Sociocultural Factors;Risk Factors;Religious Beliefs;Teachers;Suicide Prevention;Teacher Attitudes;Adulthood (18 yrs & older);Female;Male;Human;Empirical Study;teacher training;ethical & cultural beliefs;terminal illness issues;risk factors;religious beliefs;school-based prevention;misconceptions & attitudes toward suicide;Chinese teachers,"Chan, David W.",2002.0,0,389
395,Environmental barriers in mainstream schools,"[Correction Notice: An Erratum for this article was reported in Vol 44(1) of     Child: Care, Health and Development (see record 2017-56018-010). Due to an error in the original article, the published last name of author Helena Hemmingsson was incorrect. The correct author names for the article should appear as: H. Hemmingsson and L. Borell.] The aim of this study was to identify the barriers to participation in Swedish mainstream schools, from the personal perspective of students with physical disabilities. The study also investigated how gender, diagnosis, level of mobility, academic years and availability of an assistant were related to student-environment fit. A total of 34 students with physical disabilities, aged between 10 and 19 years, participated in the study. The students were assessed by 'The school-setting interview'. Results show that two-thirds of the students experienced barriers to participation in both the physical and the social environment. A majority of the barriers originated from the way in which school activities were organized and carried out in schools. Failure to provide adequate environmental adjustments resulted in restricted participation or exclusion from some of the activities in class. Older students experienced significantly more barriers than younger ones because the school organization was less favorable. The results suggest that the way in which activities are organized in school is the area in need of most improvements to promote participation of students with physical disabilities. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",Disabled Persons;Only Child;Schools;Child;Interviews as Topic;Female;Adult;Adolescent;Mainstreaming (Education);Social Environment;Male;Disabled Children;Humans;Architectural Accessibility;3560:Classroom Dynamics & Student Adjustment & Attitudes;3290:Physical & Somatoform & Psychogenic Disorders;Sweden;article;Social Environments;Physical Disorders;School Environment;Participation;Young Adulthood (18-29 yrs);Adulthood (18 yrs & older);Adolescence (13-17 yrs);School Age (6-12 yrs);Childhood (birth-12 yrs);Human;Empirical Study;social environment;participation;physical disabilities;school;environmental barriers,"Hemmingsson, H. and Borell, L.",2002.0,0,390
396,Integration of children with visual impairment in regular preschools,"Asked 72 regular preschool teachers about their experiences in integrating 24 children who were blind and 16 who were partially sighted. Results show that integration seemed to be unproblematic except for greater emotional difficulties in children who are partially sighted. According to preschool teachers, integrating children who are blind is far more complex and difficult than integrating the partially sighted. One fifth of the blind exhibited marked to serious problems in 10 out of 28 preschool activities surveyed. Most of these difficulties involved manual, cognitive, interactive and daily living skills. When asked about difficulties that had not been anticipated before integration commenced, preschool teachers emphasized 4 domains: the increase in their own workload; the children's problems with concentration and motivation; fixation on one preschool teacher; and difficulties in the fine- and gross-motor domain as well as in daily living skills. Findings indicate the need for improved preparations and support when integrating the blind into regular preschool. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Only Child;Germany;Child;Female;Adult;Blindness;Education;Teaching;Health Knowledge, Attitudes, Practice;Child, Preschool;Humans;Professional Competence;Child Day Care Centers;Faculty;3570:Special & Remedial Education;article;Mainstreaming (Educational);Vision Disorders;School Integration;Experiences (Events);Teacher Attitudes;Blind;Adulthood (18 yrs & older);Human;Empirical Study;preschool teachers;integration of blind or partially sighted children;experiences & attitudes","Brambring, Michael",2001.0,0,391
397,Students with disabilities: A national survey of participation in school activities,"Examined the nature and extent of participation in schools by students with disabilities in the context of the physical, social, and psychological features of the school environment. A national survey was completed by 1,180 teachers of students with disabilities describing student participation in school activities encompassing involvement in social activities, sports, academic and artistic/creative endeavors. Multivariate analysis reveals that school life in elementary, middle, and high school could be defined by 6 distinct factors describing individual and group roles. Structural equation modeling yielded a 2nd order latent variable that captured the complex and multi-dimensional aspect of participation, accounting for availability, eligibility, student characteristics/status, and student choice within a larger framework of participation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Disabled Persons;Population Surveillance;Interpersonal Relations;Child;School Health Services;Sex Distribution;Adolescent;Students;Incidence;Patient Participation;Humans;United States;Risk Assessment;Age Distribution;Life Style;Multivariate Analysis;3560:Classroom Dynamics & Student Adjustment & Attitudes;article;US;Extracurricular Activities;Special Education Students;Disorders;Student Characteristics;School Environment;Special Education Teachers;Teacher Attitudes;Participation;Adulthood (18 yrs & older);Adolescence (13-17 yrs);Childhood (birth-12 yrs);Female;Male;Human;Empirical Study;nature & extent of participation in elementary & middle & high schools by students with disabilities in context of physical & social & psychological features of school environment, teachers","Simeonsson, Rune J. and Carlson, Dawn and Huntington, Gail S. and McMillen, Janey Sturtz and Brent, J. Lytle",2001.0,0,392
