X,title,abstract,authors,Included,ID
741,Sleep disturbances and suicidal ideation in sleep medical center patients,"Objective: The purpose of this investigation was two-fold: first, we examined associations between suicidal ideation, maladaptive sleep patterns and abnormal sleep behaviors in a sleep center population, an understudied population in the domain of suicide research; and then, we explored whether significant associations remained after accounting for the possible influence of depressive symptoms. Method: Data were analyzed from intake information obtained from 1584 adult patients presenting at a community-based private sleep medical center. The sample was parsed into a Suicidal Ideation (SI) group (N = 211) and No Suicidal Ideation (NSI) group (N = 1373). Comparisons of these groups were made on measures of self-reported sleep complaints, habits, and behaviors, suicidal ideation, depressive symptoms, and associated psychopathology. Results: Approximately 13% of participants reported suicidal ideation. Clinically significant suicidal ideation was present in 4.5% of the sample. Compared to the NSI group, the SI group showed a pervasive pattern of significantly greater frequency or severity of sleep problems in areas of insomnia, nightmares and other parasomnia behaviors, poor sleep quality, and sleep-related psychophysiologic conditioning as well as worse sleep-related impairment and quality of life. Several relationships were significant after controlling for depressive symptoms. Discussion: Suicidal ideation was consistently associated with a broad array of sleep complaints, even when controlling for level of depressive symptoms. As these self-reported sleep disturbances are treatable sleep disorders, future research should examine the efficacy of sleep and behavioral medicine for reducing the risk of suicidal ideation. (PsycINFO Database Record (c) 2014 APA, all rights reserved). (journal abstract)sleep disturbances, suicidal ideation, sleep medical center patients, Sleep Disorders, Suicidal Ideation, Patients","Krakow, Barry; Ribeiro, Jessica D.; Ulibarri, Victor A.; Krakow, Jessica & Joiner, Thomas E. Jr.",1,741
742,Clinical realities and economic considerations: Patient selection in intrathecal therapy,"States that in selected chronic nonmalignant pain patients, the failure to derive sufficient pain relief from traditional measures (physiotherapy, electrostimulation, nonopioid and adjuvant analgesic drugs, and psychological interventions) justifies a trial of systemic opioid administration. For patients who do not achieve a favorable balance between analgesia and side effects with systemic therapy, intraspinal delivery of opioids may improve pain relief, reduce suffering, and enhance quality of life and functional ability. Patient selection is a significant determinant of the success of this approach. Because pain is a biopsychosocial phenomenon, psychological and social assessment are essential along with adequate trials of opioid responsiveness. Psychological impediments to a successful outcome must be ruled out, and treatment expectations assessed, prior to an intraspinal analgesia trial. Use of multiple psychometric tests is recommended for increased reliability and validity of identifying risk factors (psycopathology, mood disorder, potential for self-harm, dementia, anxiety, catastrophizing, distress, addictive issues, and sleep disturbance) that might dispose a patient to chronic pain and influence treatment outcomes. Intraspinal pain therapy trials are discussed. (PsycINFO Database Record (c) 2012 APA, all rights reserved)pain as biopsychosocial phenomenon & selection for & psychological assessment prior to intraspinal opioid therapy trials, chronic nonmalignant pain patients, conference presentation, Biopsychosocial Approach, Chronic Pain, Drug Therapy, Opiates, Pain Management, Psychological Assessment","Krames, Elliot S. & Olson, Kern",0,742
743,Confirmatory factor analysis of the Patient Health Questionnaire-9: a study of the participants from the spinal cord injury model systems,"Objective: To examine the factor structure of the Patient Health Questionnaire-9, a measure of depression, in persons with spinal cord injury (SCI).; Design: Cross-sectional, confirmatory factor analytic study.; Setting: Community.; Participants: Data for 7296 persons with an SCI who had sustained their injury at least 1 year prior to assessment and who had complete Patient Health Questionnaire-9 data collected at a follow-up interview were drawn from the National Spinal Cord Injury Statistical Center Database.; Interventions: None.; Main Outcome Measures: Factor structure of the Patient Health Questionnaire-9.; Results: Confirmatory factor analysis indicated a marginal fit for the single factor solution (root mean square error of approximation [RMSEA] = 0.086), whereas the solution with 5 somatic items and 4 nonsomatic items had the best fit (RMSEA = 0.054) among 2-factor models that used all 9 items. Of the models that used fewer than 9 items, the best fit was for the 6-item solution with 3 somatic items (sleep, appetite, and fatigue) and 3 nonsomatic items (feeling down, feeling bad about self, and suicidal ideation; RMSEA = 0.043). Similar results were found across the strata except for the Hispanic group (for whom no model fit well).; Conclusions: Given the results of this analysis that support a 2-factor structure of the Patient Health Questionnaire-9 in persons with SCI, the next step in this line of research is to validate each of these dimensions against other ways of measuring depression.; Copyright Â© 2011 American Academy of Physical Medicine and Rehabilitation. Published by Elsevier Inc. All rights reserved.Surveys and Questionnaires*, Depression/*diagnosis, Depression/*etiology, Spinal Cord Injuries/*psychology, Spinal Cord Injuries/*rehabilitation, Adult, Cross-Sectional Studies, Factor Analysis, Statistical, Female, Humans, Interviews as Topic, Male, Mass Screening, Outcome Assessment (Health Care)","Krause, James S; Saunders, Lee L; Bombardier, Charles & Kalpakjian, Claire",0,743
744,"Hypnotic drug risks of mortality, infection, depression, and cancer: but lack of benefit","This is a review of hypnotic drug risks and benefits, reassessing and updating advice presented to the Commissioner of the Food and Drug Administration (United States FDA). Almost every month, new information appears about the risks of hypnotics (sleeping pills). This review includes new information on the growing USA overdose epidemic, eight new epidemiologic studies of hypnotics' mortality not available for previous compilations, and new emphasis on risks of short-term hypnotic prescription. The most important risks of hypnotics include excess mortality, especially overdose deaths, quiet deaths at night, infections, cancer, depression and suicide, automobile crashes, falls, and other accidents, and hypnotic-withdrawal insomnia. The short-term use of one-two prescriptions is associated with greater risk per dose than long-term use. Hypnotics are usually prescribed without approved indication, most often with specific contraindications, but even when indicated, there is little or no benefit. The recommended doses objectively increase sleep little if at all, daytime performance is often made worse, not better, and the lack of general health benefits is commonly misrepresented in advertising. Treatments such as the cognitive behavioral treatment of insomnia and bright light treatment of circadian rhythm disorders might offer safer and more effective alternative approaches to insomnia.; cancer, depression, hypnotics and sedatives, infection, insomnia, mortality, sleep","Kripke, Daniel F.",0,744
745,Short and long sleep and sleeping pills: Is increased mortality associated?,"Prospective epidemiologic data (1,000,000 adult Ss) of the American Cancer Society disclosed that reported usual sleep durations among groups who complained of insomnia and sleeping pill use 'often' overlapped with those of groups who had no complaints. Reports of insomnia were not consistently associated with increased mortality when several factors were controlled; however, men who reported usually sleeping less than 4 hrs were 2.80 times as likely to have died within 6 yrs as men who reported 7.0â€“7.9 hrs of sleep. The ratio for women was 1.48. Men and women who reported sleeping 10 hrs or more had about 1.8 times the mortality of those who reported 7.0â€“7.9 hrs of sleep. Ss who reported using sleeping pills 'often' had 1.5 times the mortality of Ss who 'never' used sleeping pills. These results do not prove that mortality could be reduced by altering sleep durations or by reducing hypnotic prescribing. Rather, studies are needed to determine the causes of these mortality risk factors. (37 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)short vs long sleep & sleeping pill use, mortality rate increase, adults, Adult, Age Factors, Aged, Cerebrovascular Disorders, Coronary Disease, Female, Humans, Hypnotics and Sedatives, Male, Middle Aged, Mortality, Neoplasms, Sex Factors, Sleep, Suicide, Time Factors, Drug Usage, Hypnotic Drugs, Mortality Rate, Sleep","Kripke, Daniel F.; Simons, Ruth N.; Garfinkel, Lawrence & Hammond, Cuyler",1,745
746,Open-label olanzapine treatment in five preadolescent children,"Olanzapine is a recently introduced atypical neuroleptic agent for which little information is available on its use in children. Open clinical trials of olanzapine treatment were conducted on five hospitalized children (ages 6 to 11 years) with varying diagnoses including bipolar disorder, psychosis not otherwise specified, schizophrenia, and attention-deficit/ hyperactivity disorder. Each patient had failed previous psychotropic medication trials, with a mean of four prior trials. The mean length of olanzapine treatment was 32 days (range, 2 to 7 weeks), and mean daily dose was 7.5 mg/day (range, 2.5 to 1.0 mg/day) or 0.22 mg/kg/day (range, 0.12 to 0.29 mg/kg/day). All children experienced adverse effects, including sedation (N = 3), weight gain of up to 16 pounds (N = 3), and akathisia (N = 2). Three patients showed some clinical improvement, but olanzapine treatment was discontinued in all five children within the first 6 weeks of treatment because of adverse effects or lack of clinically significant therapeutic response, although higher (or lower) doses, slower titration of dosage, or a longer duration of treatment might have produced more favorable results. Psychotic symptoms did not respond in the two patients with evidence of overt hallucinations and paranoid ideation. Improvement was observed in sleep in all five patients and in control of aggression in three. Before controlled trials of olanzapine in children are undertaken, further exploration of dose range and increased duration of treatment on an open basis are warranted. Until more encouraging data are available, clinicians should be cautious and conservative in their predictions about the potential value of olanzapine in treating preadolescent psychiatric disorders.;Antipsychotic Agents/*therapeutic use, Mental Disorders/*drug therapy, Pirenzepine/*analogs & derivatives, Akathisia, Drug-Induced/physiopathology, Antipsychotic Agents/adverse effects, Attention Deficit Disorder with Hyperactivity/drug therapy, Benzodiazepines, Child, Female, Humans, Impulsive Behavior/drug therapy, Impulsive Behavior/psychology, Male, Mental Disorders/psychology, Obsessive-Compulsive Disorder/drug therapy, Obsessive-Compulsive Disorder/psychology, Pirenzepine/adverse effects, Pirenzepine/therapeutic use, Psychotic Disorders/drug therapy, Self-Injurious Behavior/drug therapy, Self-Injurious Behavior/psychology, Tourette Syndrome/drug therapy, Tourette Syndrome/psychology","Krishnamoorthy, J & King, B H",0,746
747,Diagnosis and management of geriatric insomnia: A guide for nurse practitioners,"Purpose: To discuss the assessment, diagnosis, and management of geriatric insomnia, a challenging clinical condition of older adults frequently seen by primary care providers. Data sources: Extensive literature review of the published research articles and textbooks. Conclusions: Complaints of insomnia among older adults are frequently ignored, considered a part of the normal aging process or viewed as a difficult to treat condition. Geriatric insomnia remains a challenge for primary care providers because of the lack of evidence-based clinical guidelines and limited treatment options available. Effective management of this condition is necessary for improved quality of life, which is a primary issue for the elderly and their families. Therefore, geriatric insomnia warrants thorough attention from the nurse practitioners (NPs) who provide care for older adults. Implications for practice: Undiagnosed or under treated insomnia can cause increased risk for falls, motor vehicle accidents, depression, and shorter survival. Insomniacs double their risk for cardiovascular disease, stroke, cancer, and suicide compared to their counterparts. Insomnia is also associated with increased healthcare utilization and institutionalization. NPs could play a central role in reducing the negative consequences of insomnia through a systematic approach for diagnosis, evaluation, and management. (PsycINFO Database Record (c) 2013 APA, all rights reserved). (journal abstract)diagnosis, management, geriatric insomnia, older adults, primary care providers, nurse practitioners, Aging, Disease Management, Geriatrics, Insomnia, Diagnosis, Nurses, Primary Health Care","Krishnan, Preetha & Hawranik, Pamela",0,747
748,Transcranial Sonography Findings in Depression in Association With Psychiatric and Neurologic Diseases: A Review,"The transcranial sonography (TCS) finding of reduced echogenicity of brainstem raphe (hypoechogenic BR) has been associated with depressive states. Here, we review the TCS studies in subjects with depressive disorders and with depression related to degenerative brain diseases, and compare the frequency and clinical correlates of hypoechogenic BR in these reports. Summarizing the data published so far, hypoechogenic BR is present in 67% (range, 37-95%) of depressed but only in 15% (5-36%) of nondepressed subjects without history of neurodegenerative disease. The finding of hypoechogenic BR in these subjects is associated with a relative risk of 3.03 (95% CI, 2.44-3.75; P < .001) of being diagnosed with depression. In patients with Parkinson's disease, hypoechogenic BR is present in 63% (35-92%) of depressed but only in 27% (10-62%) of nondepressed patients, resulting in a relative risk of 2.18 (95% CI, 1.80-2.66; P < .001) of being diagnosed with depression. Hypoechogenic BR is associated with depression in a number of neurological disorders such Huntington's disease, idiopathic Rapid Eye Movement (REM) sleep behavior disorder, myotonic dystrophies, and cerebral small vessel disease. Although some studies did not show any relationship between BR echogenicity and severity of depression, others suggest an association with higher severity of depression, or even with suicidal ideation. In one study BR hypoechogenicity was found to be associated with better responsivity to serotonin reuptake inhibitors. Further studies are warranted to compare the TCS findings of BR alteration with post-mortem histopathological findings, and with genetic variants related to cerebral serotonin metabolism.; Copyright Â© 2016 by the American Society of Neuroimaging.Depressive Disorder/*diagnostic imaging, Neurodegenerative Diseases/*diagnostic imaging, Ultrasonography, Doppler, Transcranial/*methods, Brain Stem/diagnostic imaging, Cerebral Small Vessel Diseases/diagnostic imaging, Depression, Diencephalon/diagnostic imaging, Dominance, Cerebral/physiology, Female, Hepatolenticular Degeneration/diagnostic imaging, Humans, Male, Mental Disorders/diagnostic imaging, Mesencephalon/diagnostic imaging, Multiple Sclerosis/diagnostic imaging, Myotonic Dystrophy/diagnostic imaging, Raphe Nuclei/diagnostic imaging, Reference Values, Statistics as Topic, Suicidal Ideation, Brainstem raphe*, Substantia nigra*, depression*, serotonin*, ultrasound*","Krogias, Christos & Walter, Uwe",0,748
749,"Values, economic estimations, and suicide intent","With reference to the special suicide risk among students, we define four criteria of suicidality: (1) suicide risk, (2) former suicide attempts, (3) prognosis of suicide risk in the future, (4) total scores of the FBS, a German questionnaire to assess suicide risk. The sample consists of 300 students, clients of a therapeutic counseling center. The statistical method is the multiple regression analysis. The predictors are sociobiography, personality tests (Giessen-Test, Hope Scale), estimations of economic conditions in the future with respect to general or personal loss of work, and preference of values, whether oriented more toward idealistic or materialistic values. The results show that the described parts of common variance between the criteria and the predictors differ from 35% (prognosis) and 54% (total score of the FBS). In between are suicide attempts (38%) and suicide ideas (45%). --Suicide ideas. The value preferences have a prominent part in the explanation of suicide ideas. The difference between individual idealistic values and materialistic preferences of society are responsible for this. --Former suicide attempts. Personality aspects and perspectives of the future have nearly the same weight. Less social potency, stronger feelings of insufficiency, and higher potential of aggression indicate the personality of persons with former suicide attempts. Unfavorable chances of getting work and negative expectations of the future are signs of a significant pessimism. --Prognosis by therapists. A poor prognosis is defined by certain personality aspects (self-insufficiency, dominance, less initiative), denial of value preferences and symptoms like sleeping and achievement disorders, free-floating anxiety, and more positive estimations of employment data. --FBS total score.(ABSTRACT TRUNCATED AT 250 WORDS); Social Values*, Socioeconomic Factors*, Students/*psychology, Suicide/*psychology, Adult, Female, Humans, Male, Personality Tests, Risk Factors, Suicide, Attempted/psychology","Kuda, M.",0,749
750,The safety and health improvement: enhancing law enforcement departments study: feasibility and findings,"This randomized prospective trial aimed to assess the feasibility and efficacy of a team-based worksite health and safety intervention for law enforcement personnel. Four-hundred and eight subjects were enrolled and half were randomized to meet for weekly, peer-led sessions delivered from a scripted team-based health and safety curriculum. Curriculum addressed: exercise, nutrition, stress, sleep, body weight, injury, and other unhealthy lifestyle behaviors such as smoking and heavy alcohol use. Health and safety questionnaires administered before and after the intervention found significant improvements for increased fruit and vegetable consumption, overall healthy eating, increased sleep quantity and sleep quality, and reduced personal stress.; health promotion, law enforcement, occupational health, safety, team-based","Kuehl, Kerry S.; Elliot, Diane L.; Goldberg, Linn; MacKinnon, David P.; Vila, Bryan J.; Smith, Jennifer; MioÄeviÄ‡, Milica; O'Rourke, Holly P.; Valente, Matthew J.; DeFrancesco, Carol; Sleigh, Adriana & McGinnis, Wendy",1,750
751,"Estimating the magnitude of the relation between bullying, e-bullying, and suicidal behaviors among United States youth, 2015","Background: Suicide is the second leading cause of death among US adolescents aged 12â€“19 years. Researchers would benefit from a better understanding of the direct effects of bullying and e-bullying on adolescent suicide to inform intervention work. Aims: To explore the direct and indirect effects of bullying and e-bullying on adolescent suicide attempts (SAs) and to estimate the magnitude of these effects controlling for significant covariates. Method: This study uses data from the 2015 Youth Risk Behavior Surveillance Survey (YRBS), a nationally representative sample of US high school youth. We quantified the association between bullying and the likelihood of SA, after adjusting for covariates (i.e., sexual orientation, obesity, sleep, etc.) identified with the PC algorithm. Results: Bullying and e-bullying were significantly associated with SA in logistic regression analyses. Bullying had an estimated average causal effect (ACE) of 2.46%, while e-bullying had an ACE of 4.16%. Limitations: Data are cross-sectional and temporal precedence is not known. Conclusion: These findings highlight the strong association between bullying, e-bullying, and SA. (PsycINFO Database Record (c) 2018 APA, all rights reserved)suicide, bullying, suicide prevention, electronic bullying, Death and Dying, Electronic Communication, Suicide, Suicide Prevention, Bullying, Attempted Suicide, Test Construction","Kuehn, Kevin S.; Wagner, Annelise & Velloza, Jennifer",0,751
752,"Burnout and Doctors: Prevalence, Prevention and Intervention","Doctors are exposed to high levels of stress in the course of their profession and are particularly susceptible to experiencing burnout. Burnout has far-reaching implications on doctors; patients and the healthcare system. Doctors experiencing burnout are reported to be at a higher risk of making poor decisions; display hostile attitude toward patients; make more medical errors; and have difficult relationships with co-workers. Burnout among doctors also increases risk of depression; anxiety; sleep disturbances; fatigue; alcohol and drug misuse; marital dysfunction; premature retirement and perhaps most seriously suicide. Sources of stress in medical practice may range from the emotions arising in the context of patient care to the environment in which doctors practice. The extent of burnout may vary depending on the practice setting; speciality and changing work environment. Understanding dynamic risk factors associated with burnout may help us develop strategies for preventing and treating burnout. Some of these strategies will be reviewed in this paper.; burnout, compassion fatigue, resilience, work engagement, workplace stress","Kumar, Shailesh",0,752
753,Smart Device Use and Perceived Physical and Psychosocial Outcomes among Hong Kong Adolescents,"Excessive electronic screen-based activities have been found to be associated with negative outcomes. The aim of this study was to investigate the prevalences and patterns of smart device activities and the purposes and perceived outcomes related to smart device use, and the differences in patterns of smart device activities between adolescents who did and did not perceive these outcomes. The study was a cross-sectional survey of Hong Kong primary and secondary school students. Demographic characteristics, purpose and pattern of the activities, and frequencies of the outcomes were measured. Data from 960 adolescents aged 10-19 were analyzed. Nearly 86% of the sample use smart device daily. The one-week prevalence of perceived sleep deprivation, eye discomfort, musculoskeletal discomfort, family conflict and cyberbullying victimization related to smart device use were nearly 50%, 45%, 40%, 20% and 5% respectively. More than 25% of the respondents were at risk of negative outcomes related to smart device activities for more than 1 h per day, browsing and gaming on at least 4 days per week and watching TV/movies and posting on more than 2 days per week. Their patterns of smart device activities may put a significant number of them at risk of negative outcomes.; Computers, Handheld/*utilization, Adolescent, Bullying, Child, Cross-Sectional Studies, Family Relations, Female, Hong Kong/epidemiology, Humans, Male, Musculoskeletal Diseases/epidemiology, Prevalence, Sleep Deprivation/epidemiology, Young Adult, adolescents*, physical and psychosocial outcomes*, smart device*","Kwok, Stephen Wai Hang; Lee, Paul Hong & Lee, Regina Lai Tong",0,753
754,Does the duration and time of sleep increase the risk of allergic rhinitis? Results of the 6-year nationwide Korea youth risk behavior web-based survey,"Allergic rhinitis (AR) is the most common chronic disorder in the pediatric population. Although several studies have investigated the correlation between AR and sleep-related issues, the association between the duration and time of sleep and AR has not been analyzed in long-term national data. This study investigated the relationship between sleep time and duration and AR risk in middle- and high-school students (adolescents aged 12-18). We analyzed national data from the Korea Youth Risk Behavior Web-based Survey by the Korea Centers for Disease Control and Prevention from 2007-2012. The sample size was 274,480, with an average response rate of 96.2%. Multivariate logistic regression analyses were conducted to determine the relationship between sleep and AR risk. Furthermore, to determine the best-fitted model among independent variables such as sleep duration, sleep time, and the combination of sleep duration and sleep time, we used Akaike Information Criteria (AIC) to compare models. A total of 43,337 boys and 41,665 girls reported a diagnosis of AR at baseline. The odds ratio increased with age and with higher education and economic status of the parents. Further, students in mid-sized and large cities had stronger relationships to AR than those in small cities. In both genders, AR was associated with depression and suicidal ideation. In the analysis of sleep duration and sleep time, the odds ratio increased in both genders when sleep duration was <7 hours, and when the time of sleep was later than 24:00 hours. Our results indicate an association between sleep time and duration and AR. This study is the first to focus on the relationship between sleep duration and time and AR in national survey data collected over 6 years.;Data Collection*, Depression*/microbiology, Depression*/physiopathology, Depression*/psychology, Rhinitis, Allergic, Perennial*/epidemiology, Rhinitis, Allergic, Perennial*/physiopathology, Rhinitis, Allergic, Perennial*/psychology, Risk-Taking*, Sleep*, Suicidal Ideation*, Adolescent, Age Factors, Child, Female, Follow-Up Studies, Humans, Internet, Male, Republic of Korea/epidemiology, Rhinitis, Allergic, Socioeconomic Factors, Time Factors","Kwon, Jeoung A; Lee, Minjee; Yoo, Ki-Bong & Park, Eun-Cheol",0,754
755,Serotonin (5-HT)-related symptoms and fluoxetine in geriatric depression,"Evaluated 5-HT-dependent symptoms as predictors of response to Fluoxetine in late life depression (LLD). Thirty-six depressed in- and outpatients aged 65 years or more, diagnosed according to Diagnostic and Statistical Manual of Mental Disorders-III-Revised (DSM-III-R) criteria, were evaluated using the 21-item Hamilton rating scale for depression (HRSD). After 6 weeks of Fluoxetine treatment (20-40 mg/day), patients were classified as responders"" and ""non responders."" For the HRSD both overall scoring and the scores for specific symptomatologic clusters were analyzed in a statistical model comprising the stepwise regression analysis and the exploratory factor analysis with varimax rotation. Among responders five variables (thought disturbance suicide sleep disturbance agitation and obsessive-compulsive symptoms) accounted for almost 80% of the total variability. Furthermore factor analysis extracted two factors: the first was dominated by the suicide sleep disturbance and agitation clusters; the second weighted on thought disturbance and obsessive-compulsive symptoms. As in the younger population symptoms related to a 5-HT dysfunction appear to act as predictors of the favorable response to Fluoxetine in geriatric depression as well. (PsycINFO Database Record (c) 2012 APA all rights reserved)""Accession Number: 2002-01182-027. Partial author list: First Author & Affiliation: La Pia, S.; Dept of Mental Health, Neuropsychogeriatric Ward, Pollena Troccia, Italy. Release Date: 20020605. Correction Date: 20120723. Publication Type: Journal (0100), Peer Reviewed Journal (0110). Format Covered: Print. Document Type: Journal Article. Language: English. Conference Information: Bologna International Meeting on Cognitive, Affective and Behavior Disorders in the Elderly, 2nd, Jun, 2000, Bologna, Italy. Major Descriptor: Drug Therapy; Fluoxetine; Geriatric Patients; Major Depression; Serotonin. Minor Descriptor: Psychiatric Symptoms. Classification: Clinical Psychopharmacology (3340). Population: Human (10); Male (30); Female (40); Inpatient (50); Outpatient (60). Location: Italy. Age Group: Adulthood (18 yrs & older) (300); Aged (65 yrs & older) (380). Tests & Measures: Mini Mental State Examination; Hamilton Rating Scale for Depression DOI: 10.1037/t04100-000. Methodology: Empirical Study; Treatment Outcome/Clinical Trial. References Available: Y. Page Count: 13. Issue Publication Date: 2001.serotonin-related symptoms, fluoxetine, geriatric depression, Drug Therapy, Fluoxetine, Geriatric Patients, Major Depression, Serotonin, Psychiatric Symptoms[Formatter not found: ResolvePDF] ","La Pia, S.; Fuschillo, C.; Giorgio, D.; Ciriello, R.; Pinto, A.; Rivellini, M. & De Simone, L.",0,755
756,The epidemiology of pain in depression,"Over 75% of depressed patients in primary care complain of painful physical symptoms such as headache, stomach pain, neck and back pain as well as non-specific generalized pain. The presence of such symptoms predicts a greater severity and a less favourable outcome of depression with a poorer health-related quality of life. World Health Organization data obtained in primary care centres worldwide show that 22% of all primary care patients suffer from persistent debilitating pain and that these patients are four times more likely to have co-morbid anxiety or depressive disorder than pain-free primary care patients. Not unexpectedly, the risk of depression is greater when the pain is more diffuse, as indicated by the number of painful sites, and has a greater effect on the quality of life. Certain depressive symptoms, such as low energy and sleep disturbances, are commonly found in patients with co-morbid pain, whereas the opposite is true for symptoms such as guilt and loneliness. Increasingly, major depression is seen as being composed of psychological, somatic and painful physical symptoms. In order to achieve full sustained remission it is necessary to treat symptoms in all three of these areas. The area of painful physical symptoms is unfortunately still poorly understood and clearly merits greater attention.; 2004 John Wiley & Sons, Ltd.Depression/*physiopathology, Pain/*epidemiology, Chronic Disease, Humans, Suicide, Attempted","LÃ©pine, Jean-Pierre & Briley, Mike",0,756
757,The fenfluramine challenge test in the affective spectrum: a possible marker of endogeneity and severity,"In order to investigate the role of serotonergic mechanisms in depressive disorders, the fenfluramine challenge test was performed in 31 patients suffering from different types of depression. The strategy was to select a simple method (i.e., easier to perform than CSF studies for instance) to be applied to a wide range of patients, as close as possible to everyday cases in a clinical setting (i.e., not only to such severe or highly selected groups as is normally the case in biological research in psychiatry). The neuroendocrine test (which consisted of the measurement of variations in the secretion of prolactin, growth hormone and Cortisol after the administration of 60 mg dl-fenfluramine p. o.) did not correlate with symptoms of behavior patterns previously identified with a serotonin deficit"" (i. e. suicidal behavior or attempts lowering of the control of impulses sleep disturbances) but only with the severity of the diagnosis (in the DSM-III hierarchical scale) or with indexes of endogeneity (Newcastle scale). This fact could be explained by methodological artifacts (i. e. dlfenfluramine is not a clean probe showing influence in the dopamine and noradrenaline metabolism; the absorption of fenfluramine was not controlled) or by the fact that the involvement of serotonin in affective disorders is not a selective isolated dysfunction but is integrated in more complex interrelationships. Nevertheless our preliminary findings (even without the results of the comparison with a control group and the evaluation of a few more data and cases) do coincide with the absence of predictors or the lack of specific patterns of response of symptoms with new selective re-uptake blockers of serotonin antidepressants.;""Accession Number: 3283785. Language: English. Date Revised: 20131121. Date Created: 19880609. Date Completed: 19880609. Update Code: 20151204. Publication Type: Journal Article. Journal ID: 8402938. Publication Model: Print. Cited Medium: Print. NLM ISO Abbr: Pharmacopsychiatry. Linking ISSN: 01763679. Subset: IM; Date of Electronic Publication: 19880101. Current Imprints: Publication: Stuttgart : Georg Thieme Verlag; Original Imprints: Publication: Stuttgart ; New York : Thieme, [c1984-Fenfluramine/*pharmacology, Mood Disorders/*metabolism, Adult, Female, Growth Hormone/secretion, Humans, Hydrocortisone/secretion, Male, Middle Aged, Prolactin/secretion[Formatter not found: ResolvePDF] ","LÃ³pez-Ibor, J J, Jr; Saiz-Ruiz, J & Iglesias, L M",0,757
758,"Perceived burdensomeness, thwarted belongingness and suicidal ideation in patients with fibromyalgia and healthy subjects: a cross-sectional study","Perceived burdensomeness and thwarted belongingness are key factors in the development of suicidal behaviors that have been frequently observed among patients with fibromyalgia. The aim of the present study was to compare these two factors in patients with fibromyalgia with and without suicidal ideation and healthy subjects. Secondary objectives were to evaluate the relationship between these two factors and the secondary variables included in the study, such as depression, sleep quality or the degree of marital adjustment. Perceived burdensomeness and thwarted belongingness were assessed with the Interpersonal Needs Questionnaire, depression and suicidal ideation with the Patients Health Questionnaire-9, suicidal risk with the Plutchik Suicide Risk scale, sleep with the Insomnia Severity Index, and marital adjustment with the Locke-Wallace Marital Adjustment scale. Questionnaire scores were compared with the Kruskal-Wallis test. 49 healthy subjects, 38 patients with fibromyalgia without suicidal ideation and 15 patients with fibromyalgia and suicidal ideations were included. Perceived burdensomeness scores were significantly higher in patients with suicidal ideation than in patients without suicidal ideation and controls; thwarted belongingness scores were significantly higher in patients with suicidal ideation than in controls. Marital adjustment was also significantly poor in patients with suicidal ideation than in patients without suicidal ideation and controls. Among patients with fibromyalgia, perceived burdensomeness seems to be strongly related with suicidal ideation, whereas thwarted belongingness seems to play a less relevant role at this respect. Poor marital adjustment could be related with depression.; Interpersonal Relations*, Suicidal Ideation*, Fibromyalgia/*psychology, Case-Control Studies, Cross-Sectional Studies, Female, Humans, Male, Middle Aged, Risk Factors, Fibromyalgia, Marital adjustment, Perceived burdensomeness, Suicidal ideation, Thwarted belongingness","Lafuente-Castro, Cristina P.; OrdoÃ±ez-Carrasco, Jorge L.; Garcia-Leiva, Juan M.; Salgueiro-Macho, Monika & Calandre, Elena P.",0,758
759,Familiality and clinical outcomes of sleep disturbances in major depressive and bipolar disorders,"Objective: Sleep disturbances are frequently observed in major depressive (MDD) and bipolar disorder (BD). This study reported sleep profiles of patients and their relatives versus controls, and examined the familiality of sleep features in mood disorder families. We also evaluated the influences of sleep disturbance on patients' quality of life (QOL), functional impairment, and suicidality. Methods: We recruited 363 BD and 157MDD patients, 521 first-degree relatives, and 235 healthy controls,which completed a diagnostic interview, Pittsburgh Sleep Quality Index (PSQI), and QOL questionnaire. The magnitude of heritability of sleep features was calculated and familiality was evaluated by mixed regression models and intraclass correlation coefficient (ICC). The associations between sleep problems and clinical outcomes were examined using multiple regression models. Results: More than three-quarters of mildly-ill patients were classified as â€œpoor sleepersâ€. MDD patients had significantly worse sleep quality as compared to BD patients.Moderate but significant familial aggregation was observed in subjective sleep quality, sleep latency, disturbance, daytime dysfunction, and global score (ICC = 0.10-0.21, P < .05). Significant heritability was found in sleep quality (0.45, P < .001) and sleep disturbance (0.23, P < .001). Patients with good sleep quality had better QOL and less functional impairment (P < .05) than poor sleepers. Poor sleep quality and nightmares further increased the risk for suicidal ideation (ORadj = 2.8) and suicide attempts (ORadj = 1.9-2.8). Conclusion: Subjectively measured sleep features demonstrated significant familiality. Poor sleep quality further impaired patients' daily function and QOL, in addition to increasing the risk of suicidality, and thus requires special attention in related clinical settings. (PsycINFO Database Record (c) 2014 APA, all rights reserved). (journal abstract)familiality, clinical outcomes, sleep disturbances, major depressive disorders, bipolar disorders, family relatives, mood disorder families, Affective Disorders, Bipolar Disorder, Major Depression, Sleep Disorders, Treatment Outcomes, Family Background, Family Members","Lai, Yin-Chieh; Huang, Ming-Chyi; Chen, Hsi-Chung; Lu, Ming-Kun; Chiu, Yi-Hang; Shen, Winston W.; Lu, Ru-Band & Kuo, Po-Hsiu",1,759
