X,title,abstract,authors,Included,doi,ID
650,Terror management theory upside down: Prosocial behavior following immortality priming,"Based upon Terror Management Theory, the present study tested whether subliminally priming notions of immortality would tend to cause individuals to increase their generosity and reduce their in-group bias, as measured by monetary donations to racial in-group vs. out-group members, and to what degree that effect was positively associated with individuals' spiritual beliefs and level of collectivism. As part of the study's paradigm, participants had the chance to win \$200 in a lottery-style drawing, and were given the chance to indicate what amount, if they were to win that drawing, they would like to donate (the dependent variable) to a (fictional) scholarship recipient. Prior to allocating that donation, participants were randomly assigned to be subliminally primed with words related to symbolic immortality (vs. controls). Additionally, participants were randomly assigned to condition whereby the donation recipient was of the same vs. different race as the participant. Measures of collectivism and religion also were collected during a survey component of the study. Immortality priming did not significantly reduce in-group bias. However, it strongly interacted with spiritual beliefs such that spiritual believers gave more when primed with immortality. Collectivism was positively associated with amount donated, which tended to be more pronounced both when individuals gave to racial in-group members. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Williams, Michael J.",0,,650
651,"Fearing future terrorism: Development, validation, and psychometric testing of the Terrorism Catastrophizing Scale ({TCS})","The purpose of this study was to develop a new tool, the Terrorism Catastrophizing Scale ({TCS}), rooted in terror management theory ({TMT}) and cognitive-behavioral theory ({CBT}). Participants were adults sampled from the general U.S. population (N = 503) using internet-based methods. Psychometric analysis indicates a 13-item version of the {TCS}, measuring three constructs (Rumination, Magnification, and Helplessness), met all tests of scaling assumptions and generally fit a 3-factor model using confirmatory factor analysis ({CFA}; {CFI} = 0.96; {TLI} = 0.98), where {CFI} is the comparative fit index and {TLI} is the Tucker-Lewis index. Results also indicate that self-esteem and social connectedness are negatively associated (P {\textless} .0001) with terrorism catastrophizing, as {TMT} would assume. Finally, terrorism catastrophizing is a significant predictor (P {\textless} .0001) of behavioral change and of symptoms of anxiety, depression, and physiological stress, as {CBT} would maintain. The implications and limitations of this study are discussed. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Sinclair, Samuel J. and {LoCicero}, Alice",0,,651
652,Selective pressures on the once and future contents of ethnic stereotypes: Effects of the communicability of traits,"It is hypothesized that traits that are most likely to be the subject of social discourse (i.e., most communicable) are most likely to persist in ethnic stereotypes over time and that this effect is moderated by the extent to which an ethnic group is the subject of social discourse. Study 1 yielded communicability ratings of 76 traits. Study 2 tested the relation between a trait's communicability and its presence in stereotypes of 4 Canadian ethnic groups. Study 3 tested the relation between a trait's communicability and its persistence over time in stereotypes of 8 American ethnic groups. Results supported the hypotheses. A communication-based analysis of stereotypes appears helpful in predicting persistence and change in the contents of stereotypes of real groups in the real world. ({PsycINFO} Database Record (c) 2019 {APA}, all rights reserved)","Schaller, Mark and Conway, Lucian Gideon {III} and Tanchuk, Tracy L.",0,,652
653,Organizational nostalgia lowers turnover intentions by increasing work meaning: The moderating role of burnout,"We report 3 studies addressing the relevance of organizational nostalgia for the meaning that employees ascribe to their work (work meaning). We hypothesized, and found, that organizational nostalgia enhances work meaning and thereby reduces turnover intentions. In Study 1, an employee survey, spontaneously experienced organizational nostalgia was associated with higher work meaning. In Study 2, an organizational-nostalgia induction increased work meaning, which subsequently predicted lowered turnover intentions. In Study 3, an organizational-nostalgia induction increased work meaning and thereby lowered turnover intentions, especially among employees who reported relatively high levels of burnout. When burnout is high, organizational nostalgia functions as a rich source of meaning that benefits employees’ work experience. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Leunissen, Joost M. and Sedikides, Constantine and Wildschut, Tim and Cohen, Taya R.",0,,653
654,Role of consciousness and accessibility of death-related thoughts in mortality salience effects,"On the basis of terror management theory, research has shown that subtle mortality salience inductions engender increased prejudice, nationalism, and intergroup bias. Study 1 replicated this effect (increased preference for a pro-{US} author over an anti-{US} author) and found weaker effects when Ss are led to think more deeply about mortality or about the death of a loved one. Study 2 showed that this effect is not produced by thoughts of non-death-related aversive events. Studies 2 and 3 demonstrated that this effect occurs only if Ss are distracted from mortality salience before assessment of its effects. Study 4 revealed that although the accessibility of death-related thoughts does not increase immediately after mortality salience, it does increase after Ss are distracted from mortality salience. These findings suggest that mortality salience effects are unique to thoughts of death and occur primarily when such thoughts are highly accessible but outside of consciousness. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Greenberg, Jeff and Pyszczynski, Tom and Solomon, Sheldon and Simon, Linda and Breus, Michael",0,,654
655,Beyond self-esteem: Influence of multiple motives on identity construction,"Diverse theories suggest that people are motivated to maintain or enhance feelings of self-esteem, continuity, distinctiveness, belonging, efficacy, and meaning in their identities. Four studies tested the influence of these motives on identity construction, by using a multilevel regression design. Participants perceived as more central those identity elements that provided a greater sense of self-esteem, continuity, distinctiveness, and meaning; this was found for individual, relational, and group levels of identity, among various populations, and by using a prospective design. Motives for belonging and efficacy influenced identity definition indirectly through their direct influences on identity enactment and through their contributions to self-esteem. Participants were happiest about those identity elements that best satisfied motives for self-esteem and efficacy. These findings point to the need for an integrated theory of identity motivation. ({PsycINFO} Database Record (c) 2017 {APA}, all rights reserved)","Vignoles, Vivian L. and Regalia, Camillo and Manzi, Claudia and Golledge, Jen and Scabini, Eugenia",0,,655
656,Conceptualizing political orientation in Canadian political candidates: A tale of two (correlated) dimensions,"Political orientation is often operationalized as a unidimensional left–right continuum. However, some research suggests that this conceptualization might be overly simplistic. The present study examined the structure of political orientation in a sample of 190 politicians who were candidates in the 2006 Canadian federal election. Participants completed measures of attitudes toward specific political issues (social conservatism issues, economic competition issues), ideological beliefs (right-wing authoritarianism, social dominance orientation), and abstract values (conservation, self-enhancement) as indicators of political orientation. Confirmatory factor analyses demonstrated that the structure of political orientation was explained best by 2 moderately correlated dimensions: social left–right and economic left–right. Differences in the political orientation indicators between political parties are also discussed. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Choma, Becky L. and Ashton, Michael C. and Hafer, Carolyn L.",0,,656
657,Terror management and prosocial behavior: A theory of self-protective altruism - The Oxford handbook of prosocial behavior.,"Prosocial behavior poses a dilemma: Responding to a cry for help may compromise self-interest. Acting callously, however, may lead to social disproval. These antagonistic responses are existentialiy meaningful as belongingness and self-esteem have been found to regulate death anxiety. The author critically examines three possible hypotheses concerning the tension between egotism and prosociality from a terror management perspective. The first hypothesis, the carpe diem hypothesis, suggests that when death is salient, egotistic self-interest overrides other-oriented responses. The second hypothesis, the norm salience hypothesis, suggests that when death is salient, people will respond according to the momentarily accessible social norm. The third hypothesis, the self-protective altruism hypothesis, argues that when the prosocial cause reminds people of their fragile, mortal nature, people will turn away from helping when death is salient, but when the prosocial cause is benign, death salience will increase prosocial behavior. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Hirschberger, Gilad",0,,657
658,Spousal support and cardiac patients' distress: The moderating role of attachment orientation,"[Correction Notice: An Erratum for this article was reported in Vol 26(3) of Journal of Family Psychology (see record [rid]2012-14341-003[/rid]). The Brief Symptoms Inventory ({BSI}) which was used (p. 510) ranged from 1 (not at all) to 4 (very much) and not as reported. Therefore, the averages of the sample’s depression and anxiety symptoms were not higher than the Israeli population norms.] Based on the Person–Environment Fit Model, the current prospective study explored the contribution of the interaction between spouses' ways of providing support and patients' attachment orientations to the patients' levels of psychological distress 6 months after experiencing a first Acute Coronary Syndrome ({ACS}). One hundred and eleven patients completed a measure of attachment orientations during hospitalization, while their spouses completed a measure of ways of providing support 1 month later. The outcome measures were patients' depressive and anxiety symptoms 6 months after their {ACS}. Whereas active engagement was associated with lower levels of anxiety symptoms among patients high in attachment anxiety, it was also associated with higher levels of anxiety symptoms among patients low on this orientation. In addition, none of the ways of providing support moderated the association between avoidance and distress. These results shed light on the possible interplay between providers' support and recipients' personalities. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Vilchinsky, Noa and Haze-Filderman, Liat and Leibowitz, Morton and Reges, Orna and Khaskia, Abid and Mosseri, Morris",0,,658
659,World benevolence beliefs and well-being across the life span,"Do people's worldviews change across the life course? Beliefs in the benevolence (goodness) of the world and their relations with age and well-being were examined in a 2-year study of a nationally representative sample (N = 2,138) ranging in age from 18 to 101 years. Multilevel modeling analyses controlling for demographics, mental health history, prior experience with stressful life events, and other key beliefs indicated that benevolence beliefs were positively associated with well-being and that these associations were stronger with increasing age. Analyses also demonstrated that individuals' benevolence beliefs increased during the study, were positively associated with age, and increased with the experience of bereavement, although they declined with the experience of other negative events. Age-related worldview change may be a part of life-span adaptation. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Poulin, Michael and Cohen Silver, Roxane",0,,659
660,Unspoken cultural influence: Exposure to and influence of nonverbal bias,"The authors examined the extent to which nonverbal behavior contributes to culturally shared attitudes and beliefs. In Study 1, especially slim women elicited especially positive nonverbal behaviors in popular television shows. In Study 2, exposure to this nonverbal bias caused women to have especially slim cultural and personal ideals of female beauty and to have especially positive attitudes toward slim women. In Study 3, individual differences in exposure to such nonverbal bias accounted for substantial variance in pro-slim attitudes, anti-fat attitudes, and personal ideals of beauty, even after controlling for several third variables. In Study 4, regional differences in exposure to nonverbal bias accounted for substantial variance in regional unhealthy dieting behaviors, even after controlling for several third variables. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Weisbuch, Max and Ambady, Nalini",0,,660
661,Etiology and treatment of post-cumulative traumatic stress disorders in different cultures,"Developments in the theories of identity, culture, and traumatology enrich our cross-cultural understanding of mental health dynamics, case conceptualization, and developing effective intervention models to help victims of complex and cumulative traumas especially in different cultures and minority populations. Identity traumas, along with preidentity and nonidentity traumas, contribute to forming cultures. On the other hand, cultures may contribute to delivering some types of culture- and social-made serious traumatic conditions that can be transferred cross-generationally, such as poverty and caste systems. Most current interventions are designed to help with single trauma and ignore the cumulative trauma dynamics as well the collective identity and culture-specific traumas. This understanding entails revising our culturally limited and single-trauma-based interventions to help clients who belong to different cultures or to minority victims of culture- and social-made traumas as well as those who are victims of cumulative traumas. Multisystemic, multimodal, multicomponent flexible and fiddle therapy models emerged as potentially more effective in the treatment of disorders resulting from cumulative and identity traumas. They are more ecologically valid and culturally competent. Specific models of multisystemic, multimodal therapies—the wraparound psychosocial rehabilitation approach, for torture survivors, and the summer day and after-school treatment, for child victims of cumulative traumas—are discussed. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Kira, Ibrahim A.",0,,661
662,Experiential reframing: A promising new treatment for psychosocial and existential trauma,"Experiential reframing ({ER}) is a therapeutic protocol specifically designed to treat the dysthymia and dysfunctional behavior incident to both chronic psychosocial trauma and more discrete event existential traumas. The protocol is unique among substantially all other trauma therapies in 2 regards: (a) It uses somatosensory or affective association rather than a cognitive search to identify experiences for therapeutic intervention and (b) it uses actual rather than imaginary experiences for resource experiences. Resource experiences are (actual) patient experiences that model appropriate behavior and perspectives and successful coping. The article sets forth the 10 steps of the {ER} process and {ER}’s theoretical grounding in Milton Erickson’s hypnotherapy, equating many of Erickson’s hypnosis techniques with currently common mindfulness and meditation practices. Trauma is conceptualized as the problematic interaction between 2 human learning and memory systems. The reasons behind why traumagenic learning is so resistant to subsequent modification is discussed, along with the manner in which the {ER} process may potentiate resolution of trauma and allow more normal posttreatment learning and memory to obtain. The reasons why {ER}’s unique features are critical to its clinical success are discussed. ({PsycINFO} Database Record (c) 2017 {APA}, all rights reserved)","Rogers, Steven D. and White, S and ra L.",0,,662
663,Dyadic effects of attachment on mental health: Couples in a postdisaster context,"Research on mental health following disasters has led to the identification of many individual protective and risk factors for postdisaster mental health. However, there is little understanding of the exact influence that disasters have on the functioning of intimate relationships. Especially relevant are attachment styles, which are likely to play an important role in the provision and perception of social support between partners, and subsequent mental health outcomes. Heterosexual couples (N = 127) affected by the 2009 Victorian 'Black Saturday' Bushfires in southeastern Australia were surveyed for disaster experiences, posttraumatic stress disorder ({PTSD}) symptoms, depression, and attachment style between May 2012 and January 2013, approximately 3 years after the disaster. Using actor–partner interdependence models ({APIM}), we examined both intrapersonal and interpersonal associations of attachment anxiety and avoidance with depression and {PTSD}, in combination with shared disaster exposure. Male partners’ attachment avoidance was associated with depression and {PTSD} in both partners. By contrast, a female partner’s attachment avoidance was associated with greater depression and {PTSD} in herself, but fewer {PTSD} symptoms in a male partner. Amid the chronic stressors of a postdisaster setting, the attachment avoidance of the male partner may play a particularly negative role, with his tendency toward isolation and denial becoming especially maladaptive for the couple as a whole. The female partner’s attachment avoidance is likewise an important factor, but its associations with negative social support and relationship breakup must be clarified to understand its impact on partnership functioning. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Gallagher, H. Colin and Lusher, Dean and Gibbs, Lisa and Pattison, Philippa and Forbes, David and Block, Karen and Harms, Louise and {MacDougall}, Colin and Kellett, Connie and Ireton, Greg and Bryant, Richard A.",0,,663
664,Death and end times: The effects of religious fundamentalism and mortality salience on apocalyptic beliefs,"According to terror management theory, the awareness of death motivates people to subscribe to cultural worldviews that offer some form of death transcendence. In support of this assertion, studies reveal that stimuli that heighten the awareness of death (mortality salience) increase investment in and defense of cultural worldviews (e.g., religion). Although past research has elucidated different forms of mortality salience-induced religious worldview defense, no study to date has considered how death-awareness contributes to apocalyptic beliefs derived from religious prophecy. The present research indicates that individual differences in religious fundamentalism interact with mortality salience to influence religious apocalyptic beliefs. For people higher in religious fundamentalism, mortality salience increased apocalyptic beliefs. For people lower in religious fundamentalism, mortality salience decreased apocalyptic beliefs. ({PsycINFO} Database Record (c) 2018 {APA}, all rights reserved)","Routledge, Clay and Abeyta, Andrew A. and Roylance, Christina",1,,664
665,Intrinsic religiosity protects believers from the existential fear of a human Jesus,"The present study examined the role of internalised religious beliefs in defending against existential concerns aroused from a creaturely Jesus. Prior work has found that biologically human traits (e.g., vomiting, sweating, etc.) can increase death concerns when applied to both humans and a god. Intrinsic beliefs, however, have been shown to reduce mortality awareness. In the current study, religious participants were primed with thoughts of either a human or neutral Jesus followed by a single item measure about fear of death. A moderated regression analysis found that whereas high intrinsic individuals were buffered from existential concerns, low intrinsic individuals experienced a greater fear of death when primed with a human Jesus. These results replicate prior work within terror management theory and the psychology of religion suggesting that internalised beliefs serve a protective function against existential anxieties. ({PsycINFO} Database Record (c) 2020 {APA}, all rights reserved)","Arrowood, Robert Britton and Cox, Cathy R. and Weinstock, Maddie and Hoffman, Jill",1,,665
666,Threat and the majority identity,"This study grapples with the question of majority–minority relations in conflict-ridden societies. The ethnographic study analyzed data gathered in a dialogue course conducted at an Israeli university among Jewish and Palestinian students, all citizens of the State of Israel. The authors identified 4 different and interrelated components of threat as these were perceived by the Jews participating in the dialogue: a permanent existential threat, the realistic threat from Palestinians, the threat to Jewish hegemony in the State of Israel, and the threat to the moral worth of the Jews’ national identity. The authors describe each of these components, how they interrelate, and also the changes undergone by the Jewish participants in the dialogue. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Sonnenschein, Nava and Bekerman, Zvi and Horenczyk, Gabriel",0,,666
667,Group differences in fairness perceptions and decision making in voting rights cases,"Participants recruited from one Historically Black University ({HBU}) and two predominantly White higher-education institutions evaluated and decided simulated voting rights case summaries in which the plaintiff was either a racially-defined (African American) or a nonracially-defined (farmers) minority group. Contrary to social identity and social justice findings of an in-group bias, the present study snowed greater support at all institutions for the voting rights of the African Americans than for the rural farmers, and the greatest support for both minority groups was found at the {HBU}. Perceived evidence strength was a better predictor of decisions than perceived unfairness, and both of these predictor variables completely mediated the effects of institution-type and involvement of a racially-defined group on decisions. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Cole, Angela P. and Thomas, Ewart A. C.",0,,667
668,Moral hypervigilance: The influence of disgust sensitivity in the moral domain,"Evidence exists that immoral behavior can elicit disgust. The authors thus proposed that highly disgust-sensitive individuals would be particularly repelled by exposure to transgressors and, consequently, would think and behave in ways aimed at reducing the risk of such exposure occurring--a syndrome the authors call moral hypervigilance. To examine these ideas, the authors began in Study 1 by testing the notion that people are disgusted by moral deviants. Evidence was found that participants exposed to descriptions of criminals experienced disgust. Across 2 further studies, disgust sensitivity ({DS}) was found to be associated with phenomena indicative of moral hypervigilance. In Study 2, mock jurors high on {DS} were biased toward conviction. In Study 3, {DS} predicted several hypothesized outcomes: higher estimates of the probability that suspects described in crime vignettes were culpable; a proclivity to attribute evilness to, and recommend lengthy sentences for, criminals; and inflated perceptions of community crime levels. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Jones, Andrew and Fitness, Julie",0,,668
669,Moral judgment and the brain: The role of the frontal lobes and the moderating influence of mortality salience and type of moral dilemma on moral judgment,"Moral psychology has been an area of study advanced by philosophers and political scientists for the most part of its history. Although various psychological attempts have been made to study moral decision-making and development, mainly by Piaget and Kohlberg, nonetheless morality as a topic remained at the fringes of psychology. The last 20 years saw the development of moral psychological theories that were informed by the latest neuropsychological developments of brain translational recording technologies. Specifically, two theories appeared: the social intuitive theory and the dual processing theory. The current study sought to investigate the validity of the dual processing theory utilizing {EEG} technology, while also introducing mortality reminders as an experimental condition affecting moral judgment. The current study used a mixed factorial within-between cross-over experimental design wherein all participants were initially quasi-randomly assigned to a group were they were first presented with the push or switch moral dilemma and then, after the introduction of a prime, were given the other dilemma (e.g., push group did switch dilemma; switch group did push dilemma). All participants received both moral dilemma conditions. In the case of the prime, there were two prime conditions- mortality salience and neutral conditions. Participants were quasi-randomly assigned to a prime condition. The dependent/outcome variables were type of moral judgment, moral reasoning, and brain activity operationalized in terms of absolute power across all spectral frequencies measured. The results of the current study showed small support for the existence of two types of moral judgments (deontological vs. utilitarian) in response to two different types of moral dilemmas (personal vs. impersonal). However, the study did not find support for the assertion that utilitarian judgments were moderated by increased activity in the {DLPFC}, while the deontological judgments were moderated by increased activity in the {VMPFC}. The study also did not find support for the effect of heightened anxiety induced via mortality salience on types of moral judgments. Implication for these results, limitations, and directions for future research are further discussed. ({PsycINFO} Database Record (c) 2017 {APA}, all rights reserved)","Jaber, Adnan",0,,669
670,When self-destructive thoughts flash through the mind: Failure to meet standards affects the accessibility of suicide-related thoughts,"When individuals realize that they fail to attain important standards or expectations, they may be motivated to escape the self, which could lead thoughts of suicide to become more accessible. Six studies examined this hypothesis, mainly derived from escape theory (Baumeister, 1990). The results indicated that whenever individuals realize that they fail to attain an important standard, they experience increased accessibility of suicide-related thoughts (Studies 1–6). In line with the idea that such effects reflect motivations to escape from negative self-awareness, they were especially pronounced when associated with high levels of self-consciousness and escapist motivations (Study 1) and with a large discrepancy between self and standards (Studies 2–4). Moreover, failure to attain standards increased suicide-thought accessibility along with the desire for an altered state of consciousness (Study 5). Finally, increases in suicide-thought accessibility after failure were associated with simultaneous increases in accessibility of general concepts related to escape (Study 6). Implications of these findings for escape and terror management theories are discussed. ({PsycINFO} Database Record (c) 2017 {APA}, all rights reserved)","Chatard, Arm and  and Selimbegović, Leila",0,,670
671,"Review of Evolution, culture and the human mind","Reviews the book, Evolution, culture and the human mind edited by M. Schaller, et al. (see record [rid]2009-20004-000[/rid]). This current volume, Evolution, culture and the human mind, follows the lead of Wundt where an attempt is made to provide a synthesis of theory and data across psychological subfields into a holistic framework. Norenzayan, Schaller, and Heine begin the volume with an overview of the scope and themes that arose from their 2004 conference at the University of British Columbia on 'Mind, Culture and Evolution.' Explicit throughout this volume is an effort to bridge the 'yawning chasm' between perspectives of evolutionary determinism and cultural constructionism. In doing so, there is interest in providing a rigorous multidisciplinary scientific effort to solve this foundational problem for psychology. As such this volume provides an interesting and insightful examination of the evolution of consciousness, cognition, decision-making, actions, and cultural norms in terms of collective consequences and genetic mechanisms. The volume is divided into three sections where several dialectical themes (theory/data, top-down/bottom-up, ecological/social, diversification/integration) are woven throughout. Overall the volume offers nice flow from one collection of essays to the next as themes are picked up and let go, only to return later on. This volume shows a dominance of natural science (cross-cultural) inclinations where some readers may call for more voice given to phenomenological and hermeneutical (cultural) human science contributions. Other critics may challenge the reliance upon correlational, comparative, and post hoc data to bolster claims of causality in support of various theoretical suppositions. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Tonks, R and al G.",0,,671
672,From a terror management perspective: The efficacy of self-affirmation on organ donation-related thoughts and intentions in china,"In 2015, the Chinese government officially abolished the practice of harvesting organs from executed prisoners. However, the voluntary donor registration rate among the Chinese population is approximately 2\% as of January 2020. Guided by self-affirmation theory and terror management theory, the present investigation examined a number of variables that may be related to donor registration intentions and a method to mitigate death thoughts and misconceptions. An online experiment was conducted in which 352 Chinese participants were randomly assigned to either a self-affirmation (i.e., affirming values that are important to the participants) or a no-affirmation condition. Results revealed that self-affirmation lowered death thoughts among the participants, which in turn were positively related to organ donation misperceptions. Inconsistent with terror management theory, the level of death thoughts was not directly related to participants’ intentions to register as organ donors. Instead, the relationship between the two was mediated by misperceptions toward organ donation. ({PsycINFO} Database Record (c) 2020 {APA}, all rights reserved)","Wang, Xiao",0,,672
673,The terror management effects of a disaster song,"Following terror management theory ({TMT}), we hypothesized that listening to a disaster song could increase cultural worldview defenses in a manner similar to the mortality-stimulating essay typically used in {TMT} research. Participants were divided into four groups. Two of the groups received death-related themes: one wrote an essay about dying and the other group heard a song about men who died in a shipwreck. The other two groups received pain-related stimuli: one wrote an essay about dental pain and the other heard a song about a migrant worker’s painful separation from family. Dependent variables examined pro-social behavior, ranking one’s country, children, and emotions. Results showed similar effects for the mortality-stimulating essay and the disaster song on two variables: ranking one’s country in the world and the importance of having children. In addition, compared to the pain-of-separation song, the disaster song produced significantly more negative and less positive emotion ratings; the emotion ratings of the essay groups did not differ significantly. Results show that a disaster song can produce effects similar to those that have been observed for a mortality-stimulating essay. Further, the effects of disaster songs may extend to strengthening cultural worldview defenses. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Higgins, Laura and {MacIntyre}, Peter D. and Ross, Jessica and Sparling, Heather",0,,673
674,The evil animal: A terror management theory perspective on the human tendency to kill animals,"This research tested whether support for the killing of animals serves a terror management function. In five studies, death primes caused participants to support the killing of animals more than control primes, unless the participants’ self-esteem had been elevated (Study 4). This effect was not moderated by gender, preexisting attitudes toward killing animals or animal rights, perceived human–animal similarity, religiosity, political orientation, or by the degree to which the killing was justified. Support for killing animals after subliminal death primes was also associated with an increased sense of power and invulnerability (Study 5). Implications and future directions are discussed. ({PsycINFO} Database Record (c) 2017 {APA}, all rights reserved)","Lifshin, Uri and Greenberg, Jeff and Zestcott, Colin A. and Sullivan, Daniel",1,,674
675,Making sense of the meaning literature: An integrative review of meaning making and its effects on adjustment to stressful life events,"Interest in meaning and meaning making in the context of stressful life events continues to grow, but research is hampered by conceptual and methodological limitations. Drawing on current theories, the author first presents an integrated model of meaning making. This model distinguishes between the constructs of global and situational meaning and between 'meaning-making efforts' and 'meaning made,' and it elaborates subconstructs within these constructs. Using this model, the author reviews the empirical research regarding meaning in the context of adjustment to stressful events, outlining what has been established to date and evaluating the strengths and weaknesses of current empirical work. Results suggest that theory on meaning and meaning making has developed apace, but empirical research has failed to keep up with these developments, creating a significant gap between the rich but abstract theories and empirical tests of them. Given current empirical findings, some aspects of the meaning-making model appear to be well supported but others are not, and the quality of meaning-making efforts and meanings made may be at least as important as their quantity. This article concludes with specific suggestions for future research. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Park, Crystal L.",0,,675
676,"Priming states of mind can affect disclosure of threatening self-information: Effects of self-affirmation, mortality salience, and attachment orientations","Interviewers often face respondents reluctant to disclose sensitive, embarrassing or potentially damaging information. We explored effects of priming 5 states of mind on willingness to disclose: including 2 expected to facilitate disclosure (self-affirmation, attachment security), and 3 expected to inhibit disclosure (self-disaffirmation, attachment insecurity, mortality salience). Israeli Jewish participants completed a survey including a manipulation of 1 of these states of mind, followed by questions concerning hostile thoughts and behaviors toward the Israeli Arab outgroup, past minor criminal behaviors, and socially undesirable traits and behaviors. Self-affirmation led to more disclosures of all undesirable behaviors than neutral priming, whereas self-disaffirmation led to less disclosures. Mortality salience led to fewer disclosures of socially undesirable and criminal behaviors compared to neutral priming, but more disclosures of hostile thoughts and behaviors toward Israeli Arabs. Security priming facilitated disclosure of hostile attitudes toward Israeli Arabs. However, neither security nor insecurity priming had any other significant effects. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Davis, Deborah and Soref, Assaf and Villalobos, J. Guillermo and Mikulincer, Mario",1,,676
677,Cyberostracism: Effects of being ignored over the Internet,"Ostracism is such a widely used and powerful tactic that the authors tested whether people would be affected by it even under remote and artificial circumstances. In Study 1, 1,486 participants from 62 countries accessed the authors' on-line experiment on the Internet. They were asked to use mental visualization while playing a virtual tossing game with two others (who were actually computer generated and controlled). Despite the minimal nature of their experience, the more participants were ostracized, the more they reported feeling bad, having less control, and losing a sense of belonging. In Study 2, ostracized participants were more likely to conform on a subsequent task. The results are discussed in terms of supporting K. D. Williams's (1997) need threat theory of ostracism. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Williams, Kipling D. and Cheung, Christopher K. T. and Choi, Wilma",0,,677
678,Social Psychology – change and consistency,"Five years ago, the editorial board of the German-language based Zeitschrift für Sozialpsychologie changed to an English-language based publication format and changed the title to Social Psychology, giving the journal its present shape. The success of this change is visible in many indicators, which I will describe below. However, to continue this success, the journal will further change in 2013. Most immediately and visibly, Social Psychology is extending its editorial team; it is my pleasure to welcome Alison Ledgerwood from the University of California at Davis, and Markus Kemmelmeier from the University of Nevada at Reno, as associate editors. In addition, the baton of Editor-in-Chief has passed from Hans-Peter Erb to me – a responsibility that I assume with great humility, as the journal has thrived within the last 2 years. I would like to take the opportunity to thank Hans-Peter Erb and his assistant Deborah Thoben for all the work they invested to make Social Psychology such a prospering journal. Their success is directly visible from hard facts about Social Psychology. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Unkelbach, Christian",0,,678
679,Initial and noninitial name-letter preferences as obtained through repeated letter rating tasks continue to reflect (different aspects of) self-esteem,"We tested the usefulness of name-letter preference scores as indirect indicators of self-esteem by exploring whether multiple unsupervised self-administrations of letter rating tasks within a short period of time yield useful data. We also examined whether preferences for initials and noninitial name-letters tap different aspects of self-esteem. Participants from a community sample (N = 164; 58 men and 106 women, 17–67 years, Mage = 34.57, {SD} = 13.28) completed daily letter rating tasks and state self-esteem questionnaires for 7 consecutive days. They also completed a trait self-esteem questionnaire on the first measurement day as well as 6 months later. Preference scores for first-name initials were stronger but more unstable than preference scores for other name-letters. Preferences for first-name initials were primarily associated with directly measured state self-esteem whereas preferences for noninitials were primarily associated with directly measured trait self-esteem even if the latter was measured 6 months later. Thus, we showed that preferences for initials and noninitials are not simply interchangeable. Previous letter rating studies, which almost exclusively used initial preferences, should be interpreted in terms of state rather than trait self-esteem. In future studies, researchers should focus on the name-letter preference that reflects the aspect of self-esteem they wish to address. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Hoorens, Vera and Takano, Keisuke and Franck, Erik and Roberts, John E. and Raes, Filip",0,,679
680,"Converging Toward an Integrated Theory of Self-Esteem: Reply to Crocker and Nuer (2004), Ryan and Deci (2004), and Leary (2004)","In this response to the commentaries regarding their terror management analysis of self-esteem (T. Pyszczynski, J. Greenberg, S. Solomon, J. Arndt, \& J. Schimel, 2004). the authors focus on the convergence on certain points regarding self-esteem as a way of progressing toward an integrative perspective. In doing so, they briefly discuss how the need for self-esteem relates to anxiety, interpersonal relations, growth, evolution, and death. They also discuss sources of self-esteem, whether the pursuit of self-esteem is good or bad, and whether such a pursuit could fruitfully be abandoned. They conclude that self-esteem buffers anxiety, is greatly influenced by social relations, and can either facilitate or undermine growth and that the value of the pursuit of self-esteem depends on the sources on which it is based but that its pursuit is too inextricably woven into the way people manage their anxieties and regulate their behavior to ever be abandoned. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Pyszczynski, Tom and Greenberg, Jeff and Solomon, Sheldon and Arndt, Jamie and Schimel, Jeff",0,,680
